,s 11,s 12,s 21,s 22
1.4336,(-0.1102710664+0.1613628864j),(0.9755218029+0.2019490302j),(0.9763442278+0.2006868124j),(0.08590787649+0.1685485989j)
1.4368,(-0.1185768917+0.1616986841j),(0.9739256501+0.2026912272j),(0.9746015072+0.201677531j),(0.09334788471+0.1693033725j)
1.44,(-0.1131582856+0.1583359241j),(0.9741277099+0.2023376673j),(0.9756571651+0.2007723749j),(0.08793652058+0.1715330034j)
1.4432,(-0.1175079644+0.1646994054j),(0.9744093418+0.2032717764j),(0.9751781225+0.2024112046j),(0.09212234616+0.1653421968j)
1.4464,(-0.1140970886+0.1603481621j),(0.9742875099+0.2027356029j),(0.9749414921+0.2017464042j),(0.08907295018+0.1702423096j)
1.4496,(-0.1127127111+0.1668073386j),(0.9749837518+0.2038759589j),(0.9754701257+0.2032642066j),(0.08780121058+0.162714377j)
1.4528,(-0.1152072102+0.1616608351j),(0.9742620587+0.2033969164j),(0.9747606516+0.2033475339j),(0.08963844925+0.169742763j)
1.456,(-0.1138030365+0.1623687446j),(0.9741131067+0.2045841813j),(0.9749308825+0.2035077512j),(0.08881189674+0.1684181541j)
1.4592,(-0.1147916988+0.1593024582j),(0.9731809497+0.203984201j),(0.9743264914+0.2033662498j),(0.08843503892+0.1713670492j)
1.4624,(-0.1114954799+0.1637120992j),(0.97351408+0.2047421038j),(0.9746672511+0.2039967775j),(0.08578406274+0.1676393151j)
1.4656,(-0.1251324266+0.1688596606j),(0.9726803899+0.2071599364j),(0.9737433195+0.2061546147j),(0.09902972728+0.1631340086j)
1.4688,(-0.1161450818+0.1687514335j),(0.9732235074+0.207296744j),(0.9749868512+0.2055657208j),(0.09065255523+0.1639134735j)
1.472,(-0.122530058+0.1672590077j),(0.9726056457+0.2075060159j),(0.9731274247+0.2064727247j),(0.09610961378+0.1657427996j)
1.4752,(-0.124057509+0.1620070338j),(0.9721764326+0.2068957686j),(0.9729411602+0.2067196965j),(0.09719224274+0.1699427664j)
1.4784,(-0.1225493103+0.1703074872j),(0.972843051+0.2089246213j),(0.9736423492+0.207736671j),(0.09665803611+0.163326025j)
1.4816,(-0.1242852956+0.1665126383j),(0.9718949199+0.2088279724j),(0.9737764597+0.2078192085j),(0.09795702994+0.1657540798j)
1.4848,(-0.1237933785+0.1595249623j),(0.9716784358+0.2084194273j),(0.9730042815+0.2067016959j),(0.09469372034+0.1738476157j)
1.488,(-0.126025036+0.1629721075j),(0.9713521004+0.2093906999j),(0.9726877213+0.2083154917j),(0.09840387106+0.1703161299j)
1.4912,(-0.1190742105+0.1626932323j),(0.9724783897+0.2095530182j),(0.9735512137+0.2081773877j),(0.09098514915+0.1699015051j)
1.4944,(-0.1258281022+0.1615599394j),(0.971539259+0.2097340226j),(0.9714663029+0.2079633474j),(0.0974009186+0.1734613329j)
1.4976,(-0.1232810244+0.1654830575j),(0.971673429+0.2104750574j),(0.9729503393+0.2093168795j),(0.09491164237+0.1686294377j)
1.5008,(-0.122446835+0.1635833979j),(0.9719086885+0.209500134j),(0.9726194143+0.2090863883j),(0.09314645827+0.1713534892j)
1.504,(-0.1233009472+0.1643347591j),(0.9716182947+0.2117427289j),(0.972966671+0.2093840539j),(0.09514323622+0.1703048497j)
1.5072,(-0.1209712774+0.1623644382j),(0.9724591374+0.2105051875j),(0.9721257687+0.2100692987j),(0.09206816554+0.1723494828j)
1.5104,(-0.1260689199+0.1599324495j),(0.970983386+0.2111237049j),(0.9718883634+0.2091614306j),(0.09656631202+0.1761673242j)
1.5136,(-0.1248823032+0.1598954946j),(0.9705799222+0.2119010687j),(0.9719987512+0.2095435113j),(0.09465413541+0.1751853675j)
1.5168,(-0.1253699958+0.1611696035j),(0.9704777598+0.2121531814j),(0.9714516997+0.210294798j),(0.09416529536+0.1754972339j)
1.52,(-0.1276178211+0.1628286093j),(0.970774889+0.2129448056j),(0.9717956781+0.2105205357j),(0.09860110283+0.1740802228j)
1.5232,(-0.1256717592+0.165376246j),(0.9704202414+0.2133958489j),(0.9725110531+0.2118196785j),(0.09451282024+0.1721191257j)
1.5264,(-0.1220967919+0.1622785181j),(0.9713684916+0.2132047862j),(0.9728376269+0.2113308758j),(0.09166382253+0.1746927351j)
1.5296,(-0.127430439+0.1609376073j),(0.9699106812+0.2137734294j),(0.9713333845+0.21203354j),(0.09571133554+0.1771416813j)
1.5328,(-0.1264938265+0.1666561812j),(0.9705433846+0.2137108296j),(0.9713361859+0.2123477906j),(0.09540270269+0.1712196022j)
1.536,(-0.1279690564+0.1729230136j),(0.9710528851+0.2161608934j),(0.9723142982+0.2143210173j),(0.09771803021+0.1658135056j)
1.5392,(-0.1307107359+0.1645695567j),(0.9694548845+0.2155968547j),(0.9707477689+0.2139846385j),(0.09932308644+0.1751708388j)
1.5424,(-0.1270695925+0.1649223119j),(0.9701611996+0.2146890461j),(0.9705587029+0.2134698629j),(0.09449861199+0.1738005131j)
1.5456,(-0.1352317929+0.1654655635j),(0.9692140818+0.2164902389j),(0.9706609249+0.2147209793j),(0.1036514565+0.1747932285j)
1.5488,(-0.1370940655+0.171669513j),(0.9694959521+0.2169860303j),(0.969848156+0.215583533j),(0.1066294163+0.1696364433j)
1.552,(-0.1320193261+0.1623521894j),(0.9691183567+0.2162856758j),(0.97026366+0.2146725357j),(0.09853563458+0.1767494529j)
1.5552,(-0.1313558966+0.1654051244j),(0.9694609642+0.216971755j),(0.9703575969+0.2153888643j),(0.09918670356+0.1746060103j)
1.5584,(-0.1382995844+0.1595226675j),(0.9679042697+0.2171970457j),(0.9693425298+0.2154784501j),(0.1048574299+0.1807293445j)
1.5616,(-0.1377853006+0.1683412492j),(0.9687943459+0.218667835j),(0.9687415957+0.2163655758j),(0.1036291644+0.1720674783j)
1.5648,(-0.136772722+0.1632643491j),(0.9683867693+0.2186398953j),(0.9693846107+0.2165417075j),(0.1026119813+0.1768634766j)
1.568,(-0.1328390539+0.1633622348j),(0.9692822695+0.2177169025j),(0.9695821404+0.2165892869j),(0.09860751033+0.1767563224j)
1.5712,(-0.1379470676+0.1607416123j),(0.9684784412+0.2180677056j),(0.9685859084+0.2168706357j),(0.1033475399+0.1794150174j)
1.5744,(-0.1353787631+0.1647649705j),(0.9683041573+0.2189169824j),(0.9693895578+0.2175408304j),(0.1009555236+0.1766899526j)
1.5776,(-0.1319637746+0.1630577147j),(0.9683504701+0.2186493874j),(0.9696308374+0.2171406299j),(0.09665458649+0.1785700619j)
1.5808,(-0.1346624643+0.1611354947j),(0.9685871601+0.2189294696j),(0.9693169594+0.2179062068j),(0.09955310076+0.1790028661j)
1.584,(-0.1316091567+0.1659461111j),(0.9687857628+0.2202751935j),(0.9698001146+0.2185119092j),(0.0980732739+0.1746399701j)
1.5872,(-0.1347150654+0.1654611081j),(0.9679593444+0.2205573767j),(0.9692801237+0.2190763354j),(0.100060761+0.1758079976j)
1.5904,(-0.1337817162+0.1663494706j),(0.9687590599+0.2207444608j),(0.9691329598+0.2190416157j),(0.09903055429+0.1752602458j)
1.5936,(-0.1343328208+0.161978662j),(0.9676743746+0.220939517j),(0.968454957+0.2189779282j),(0.09970097244+0.1782579869j)
1.5968,(-0.139600724+0.1578856558j),(0.9670544863+0.2208650112j),(0.9670438766+0.2195782959j),(0.1028629765+0.1832134277j)
1.6,(-0.1360782832+0.1676458716j),(0.9673960209+0.2224176079j),(0.9684821963+0.2210041732j),(0.1012871712+0.1738223732j)
1.6032,(-0.1365344673+0.1654606313j),(0.9671849608+0.2228081822j),(0.9677678347+0.2211666107j),(0.1009483486+0.1766146868j)
1.6064,(-0.1369456798+0.1672600955j),(0.9676620364+0.2232101858j),(0.9678495526+0.2212198526j),(0.1009186804+0.174984619j)
1.6096,(-0.1427472383+0.1649561822j),(0.9666515589+0.223403722j),(0.9670131207+0.2222401649j),(0.1065805107+0.1790979803j)
1.6128,(-0.1427062452+0.1676020324j),(0.9660075903+0.2240023911j),(0.9665182829+0.2230503261j),(0.1053555459+0.1756022125j)
1.616,(-0.1382286847+0.1682147235j),(0.9672637582+0.2233174741j),(0.9666885734+0.2224898189j),(0.1007700488+0.1753777117j)
1.6192,(-0.1416721344+0.1668497324j),(0.9662422538+0.2248059809j),(0.966755271+0.2233636081j),(0.1045548692+0.176557973j)
1.6224,(-0.145802319+0.1687938273j),(0.9655836821+0.2252416611j),(0.9660727978+0.2239354849j),(0.1085805818+0.1757908165j)
1.6256,(-0.1431637108+0.1620161682j),(0.9655127525+0.2246806622j),(0.9667037725+0.2236286104j),(0.1044959426+0.1837043464j)
1.6288,(-0.1394265592+0.1642663926j),(0.9660132527+0.2244055271j),(0.9668095112+0.2243611515j),(0.1004444882+0.1807464212j)
1.632,(-0.1479940414+0.1637725085j),(0.9647257924+0.2259019315j),(0.9654604197+0.2241121531j),(0.1081153154+0.1822162867j)
1.6352,(-0.1434705406+0.1580159962j),(0.9648854733+0.2253129482j),(0.9658528566+0.2241946161j),(0.1048796102+0.1866189092j)
1.6384,(-0.1453552693+0.1583111882j),(0.9647105932+0.2256943733j),(0.9658352733+0.2240466774j),(0.1064357236+0.1874890178j)
1.6416,(-0.145583421+0.1650969982j),(0.96463871+0.2269361168j),(0.9654193521+0.2256392539j),(0.1060473621+0.1817308664j)
1.6448,(-0.143007338+0.1638371348j),(0.9652246237+0.2272993624j),(0.9660884738+0.2258428037j),(0.1041733101+0.1816010326j)
1.648,(-0.1395771205+0.1616122872j),(0.9648454189+0.2269565314j),(0.9663959146+0.2256103456j),(0.1006117761+0.1839590371j)
1.6512,(-0.1447300464+0.1626909375j),(0.9645263553+0.2272987515j),(0.9647280574+0.2259676456j),(0.105310522+0.1841814369j)
1.6544,(-0.147812888+0.1621655524j),(0.9638510942+0.2284372747j),(0.9638255835+0.2264744043j),(0.1068321615+0.1849901825j)
1.6576,(-0.1473622024+0.1642579287j),(0.9643623233+0.228263557j),(0.9651638269+0.2273693085j),(0.1065543219+0.1830912083j)
1.6608,(-0.147902891+0.1659006178j),(0.9640849829+0.2293640375j),(0.9644609094+0.2278062999j),(0.1081452742+0.1818450242j)
1.664,(-0.1443741918+0.1634615958j),(0.9643766284+0.2299306095j),(0.9648527503+0.2277627289j),(0.1028787494+0.183203578j)
1.6672,(-0.1447538882+0.1702911109j),(0.9656470418+0.2299490273j),(0.9654951096+0.2282285392j),(0.1048639789+0.1759016216j)
1.6704,(-0.1488850713+0.1704210043j),(0.9639162421+0.2311092764j),(0.9642952085+0.2290191501j),(0.1086887047+0.1768952012j)
1.6736,(-0.1509476453+0.1672598124j),(0.963993609+0.2310055196j),(0.9642968178+0.2293543816j),(0.1101872176+0.1787593365j)
1.6768,(-0.1519039571+0.1645727754j),(0.9626541734+0.2319892347j),(0.964063704+0.2300655544j),(0.1094798595+0.1837814301j)
1.68,(-0.1508387774+0.1691184044j),(0.96352911+0.2322799861j),(0.9638798237+0.2304726541j),(0.1090841442+0.1775914282j)
1.6832,(-0.1567051411+0.166937083j),(0.9626959562+0.2326765656j),(0.9627229571+0.230793044j),(0.1142993197+0.1809839606j)
1.6864,(-0.153423667+0.1618555784j),(0.9628762007+0.2314701378j),(0.9635296464+0.2307548225j),(0.1105082184+0.1861720979j)
1.6896,(-0.153008461+0.1620644629j),(0.9628075957+0.231785655j),(0.9631552696+0.2303637862j),(0.109406352+0.1852241457j)
1.6928,(-0.1536596566+0.1626950353j),(0.9627084732+0.2330307662j),(0.9630276561+0.2311566621j),(0.1097604334+0.1863440722j)
1.696,(-0.1603064984+0.1692039222j),(0.9620242119+0.2343181074j),(0.9624025226+0.2327013314j),(0.1162573248+0.1801665574j)
1.6992,(-0.1596556455+0.1643090546j),(0.9613758922+0.2334645092j),(0.9616426229+0.232101053j),(0.1152780056+0.1852869987j)
1.7024,(-0.1547528207+0.1586206257j),(0.9618006349+0.2336787581j),(0.9620574713+0.2311369181j),(0.1107413694+0.1894024462j)
1.7056,(-0.1528676152+0.1627491117j),(0.9626171589+0.2333627641j),(0.9625892639+0.2321210057j),(0.1075782925+0.1868563294j)
1.7088,(-0.1469052136+0.1579218507j),(0.962867856+0.2340505421j),(0.9643200636+0.2313012183j),(0.1018578634+0.190273419j)
1.712,(-0.1542649418+0.1625237614j),(0.9617520571+0.2351448983j),(0.962511003+0.2333519757j),(0.1095629632+0.1864687651j)
1.7152,(-0.1527617574+0.1693023443j),(0.961961925+0.2360113859j),(0.9632070661+0.2344251573j),(0.108427994+0.1796120405j)
1.7184,(-0.1534445435+0.1649957448j),(0.9613395333+0.2358080745j),(0.9621508718+0.2338804901j),(0.1084865928+0.1847833693j)
1.7216,(-0.1571922153+0.1656572819j),(0.9612454176+0.236212194j),(0.962048471+0.234710753j),(0.1122378632+0.185506314j)
1.7248,(-0.1543156803+0.1684810966j),(0.9615831971+0.2375740111j),(0.9625549316+0.2354645878j),(0.108899951+0.1816098243j)
1.728,(-0.160870105+0.1667123139j),(0.9613232613+0.2368064374j),(0.961668849+0.2355519384j),(0.114737317+0.183032617j)
1.7312,(-0.1576646268+0.1659187973j),(0.9609330893+0.2378732264j),(0.961509347+0.2356581092j),(0.111099951+0.1843072921j)
1.7344,(-0.1586516798+0.1657088995j),(0.9608203769+0.2380815595j),(0.9616773129+0.2359111756j),(0.1112427711+0.1857714504j)
1.7376,(-0.1620982289+0.1679061949j),(0.9598533511+0.2386158109j),(0.9610549808+0.236982286j),(0.1140741706+0.1841747165j)
1.7408,(-0.163410753+0.1668627262j),(0.9595687389+0.2389986515j),(0.9606258869+0.2367218137j),(0.1161919162+0.184327364j)
1.744,(-0.1630826741+0.1689921319j),(0.9601314068+0.2399679422j),(0.9606727958+0.2374452055j),(0.1153587103+0.1835303903j)
1.7472,(-0.1627052724+0.1683609784j),(0.9601711631+0.2394079715j),(0.9604765773+0.2378977984j),(0.1150888875+0.183375895j)
1.7504,(-0.1651369929+0.1656771898j),(0.9594703913+0.2395896018j),(0.9596731067+0.2376216948j),(0.1174913198+0.1873820126j)
1.7536,(-0.1634092927+0.1653478891j),(0.9596039653+0.2405400872j),(0.9604005814+0.2384256423j),(0.1146506369+0.1868409365j)
1.7568,(-0.1612711549+0.165255174j),(0.9595455527+0.2404776812j),(0.9602066278+0.2390167713j),(0.1129631102+0.1871901006j)
1.76,(-0.1668195128+0.169844836j),(0.9589182138+0.2417868972j),(0.9596898556+0.2396027744j),(0.1174314097+0.1826013923j)
1.7632,(-0.1670926064+0.1654538214j),(0.9585499167+0.2413984537j),(0.9595650434+0.238728106j),(0.1170798093+0.1891072839j)
1.7664,(-0.1668689847+0.1667292565j),(0.9590852857+0.2413133383j),(0.9596838951+0.2389378697j),(0.1174273714+0.1870983541j)
1.7696,(-0.1677778363+0.163840875j),(0.9587783217+0.242046088j),(0.9588300586+0.2394200414j),(0.1176927909+0.1897007227j)
1.7728,(-0.1673252285+0.1646739393j),(0.9586992264+0.2422589064j),(0.959074378+0.2401487231j),(0.1174661517+0.1886473596j)
1.776,(-0.1701027304+0.1639091074j),(0.9580631852+0.2427052557j),(0.9585644007+0.2404669523j),(0.1204638332+0.1897325367j)
1.7792,(-0.1636426151+0.1654264331j),(0.9591369629+0.2428181469j),(0.9600595236+0.2405644953j),(0.1151357517+0.1867471039j)
1.7824,(-0.1663487554+0.1615469754j),(0.9580696225+0.2427636385j),(0.9589586258+0.2409681082j),(0.1165642366+0.1913267374j)
1.7856,(-0.1671392471+0.1648823172j),(0.9584136009+0.2433042228j),(0.9589470625+0.2411829531j),(0.1173623502+0.1886081696j)
1.7888,(-0.1723142117+0.1631993651j),(0.9574722052+0.2435792685j),(0.9581192136+0.2418357581j),(0.1214234456+0.1903373897j)
1.792,(-0.1657051444+0.1620884836j),(0.9583983421+0.2439692616j),(0.9589415789+0.2416895181j),(0.1153773963+0.1909514964j)
1.7952,(-0.1676365137+0.1642895043j),(0.9580604434+0.2448013127j),(0.9585495591+0.2423958182j),(0.1168397814+0.1875454783j)
1.7984,(-0.1681923419+0.1644417793j),(0.9576610327+0.2448642105j),(0.9581440687+0.2430814803j),(0.1161272153+0.1887438297j)
1.8016,(-0.1684998423+0.1653206944j),(0.9572725892+0.2456689775j),(0.9577556252+0.2434848398j),(0.1175917014+0.1881578118j)
1.8048,(-0.1715040505+0.1676419824j),(0.9568543434+0.2467835844j),(0.9571994543+0.2440790534j),(0.1204145625+0.1862840056j)
1.808,(-0.1706057936+0.163700074j),(0.9571182728+0.245514065j),(0.9568965435+0.2445797026j),(0.1185538024+0.1906109452j)
1.8112,(-0.1715939492+0.164766565j),(0.9569742084+0.2468502223j),(0.9576429129+0.2444971949j),(0.119618319+0.1900260895j)
1.8144,(-0.1716564745+0.1655503362j),(0.9564549923+0.2477182001j),(0.9570912719+0.2452953607j),(0.1187655628+0.1891046762j)
1.8176,(-0.1753872931+0.1675907075j),(0.9556648731+0.248172909j),(0.9560669661+0.2463447154j),(0.12273366+0.1878239065j)
1.8208,(-0.1748851091+0.1605104804j),(0.9554876089+0.2481905818j),(0.956422925+0.24524948j),(0.1205519959+0.1945884973j)
1.824,(-0.1792462468+0.1657500416j),(0.9545644522+0.2488811314j),(0.9553254247+0.2466738224j),(0.1257216185+0.1894735843j)
1.8272,(-0.1747921109+0.1640864164j),(0.9556177855+0.2490762472j),(0.9561300278+0.2468840778j),(0.1213669926+0.1917214841j)
1.8304,(-0.1746333539+0.1642745137j),(0.9551759958+0.2496525347j),(0.9561086893+0.247212857j),(0.1204835474+0.1903943121j)
1.8336,(-0.177850306+0.161177665j),(0.9545315504+0.2498780787j),(0.9552044272+0.2469915301j),(0.1233838573+0.1938619316j)
1.8368,(-0.1782304645+0.1639582366j),(0.9543604851+0.2502907217j),(0.9549044967+0.2477889359j),(0.1237026602+0.1921951175j)
1.84,(-0.1771759093+0.1597374976j),(0.9549531341+0.2500899732j),(0.9552901983+0.2476073802j),(0.1219767109+0.195010975j)
1.8432,(-0.1821628809+0.1621753424j),(0.9539604783+0.2511398494j),(0.9540801644+0.2487797439j),(0.1264141202+0.1945149601j)
1.8464,(-0.1803632081+0.1633404195j),(0.9542474747+0.2510456443j),(0.9544681311+0.2491130084j),(0.1248268336+0.1937762648j)
1.8496,(-0.1789654791+0.1594855636j),(0.9544818997+0.2516682744j),(0.9544261694+0.2495541871j),(0.1233233213+0.195417434j)
1.8528,(-0.1810655594+0.1651686877j),(0.9538776875+0.2531954944j),(0.9546688795+0.2506140769j),(0.1257344633+0.1910353899j)
1.856,(-0.1804723144+0.1628088653j),(0.9540234804+0.2520965338j),(0.954831779+0.2503066063j),(0.1240373105+0.1934950054j)
1.8592,(-0.1747671813+0.161500141j),(0.9548711777+0.252069056j),(0.9548510909+0.2500484586j),(0.1190275103+0.1933909953j)
1.8624,(-0.1810094565+0.1631848663j),(0.9538941383+0.252613306j),(0.9541403055+0.251073122j),(0.1242377162+0.1924878657j)
1.8656,(-0.1760410368+0.1650703251j),(0.9547907114+0.2535003722j),(0.9546121955+0.2513881326j),(0.1199322343+0.1910375655j)
1.8688,(-0.183146745+0.1664392501j),(0.9534012675+0.2548729777j),(0.9535773993+0.2520893514j),(0.1257697046+0.1908044368j)
1.872,(-0.1799055785+0.1591250002j),(0.9537018538+0.2540657222j),(0.9538456202+0.2518344522j),(0.1212257594+0.1963052005j)
1.8752,(-0.1836618781+0.1686495245j),(0.9533661604+0.2553310692j),(0.9535762668+0.2534993887j),(0.1267401874+0.1886275113j)
1.8784,(-0.1782773137+0.1607926041j),(0.9537200928+0.2554325759j),(0.9535937309+0.2527134717j),(0.1205314398+0.1941219717j)
1.8816,(-0.1839129031+0.1615858227j),(0.952937901+0.2548697591j),(0.9529027939+0.2527920604j),(0.1257737875+0.1949163824j)
1.8848,(-0.1866215467+0.1633435637j),(0.9523661137+0.2555789351j),(0.95227319+0.2536685169j),(0.1270847172+0.193333149j)
1.888,(-0.1917132437+0.1648748666j),(0.9515340328+0.2569832802j),(0.9518967271+0.2546209693j),(0.1331827343+0.1924799979j)
1.8912,(-0.1835408211+0.1638774127j),(0.9527081251+0.256827265j),(0.9526215792+0.2548249066j),(0.1249049902+0.1915638596j)
1.8944,(-0.1870209277+0.1609449685j),(0.9519590139+0.257068038j),(0.9523932338+0.2545145154j),(0.1273083389+0.1956598759j)
1.8976,(-0.1864379942+0.1606337577j),(0.9523135424+0.2567532063j),(0.951618433+0.2555910349j),(0.1277163327+0.1962877065j)
1.9008,(-0.18699494+0.1609666944j),(0.9516668916+0.2579527199j),(0.9516862035+0.2556548417j),(0.1277802885+0.1957533211j)
1.904,(-0.1898532659+0.1623048633j),(0.9513705969+0.2580126226j),(0.9512338638+0.2558989525j),(0.1306261867+0.1946834624j)
1.9072,(-0.1912549138+0.1598910838j),(0.9513236284+0.2584916055j),(0.9508962631+0.2562125921j),(0.1307985783+0.1962912679j)
1.9104,(-0.1864338368+0.1588781625j),(0.9519708753+0.2583275735j),(0.9519018531+0.256717056j),(0.1269266903+0.1973096728j)
1.9136,(-0.1892743409+0.1588711143j),(0.9510227442+0.2588715851j),(0.9510002732+0.2569173574j),(0.1282294393+0.1974687874j)
1.9168,(-0.1928770989+0.1546601802j),(0.9504496455+0.2586343884j),(0.9502086639+0.2565301657j),(0.1318990886+0.2015942931j)
1.92,(-0.1970364302+0.1626007855j),(0.9498806596+0.2597013414j),(0.9495674372+0.2583761811j),(0.1358780563+0.1954441965j)
1.9232,(-0.185371086+0.1652708352j),(0.9521518946+0.2603901625j),(0.9522895813+0.2588963211j),(0.124290958+0.1911268532j)
1.9264,(-0.1938683242+0.1587953717j),(0.9500086904+0.2596742511j),(0.9495359063+0.259008348j),(0.1317487955+0.1982219964j)
1.9296,(-0.1824927032+0.1580556929j),(0.9517332315+0.2602545917j),(0.9513903856+0.2580809295j),(0.1202904433+0.1982352436j)
1.9328,(-0.1920692027+0.1648047864j),(0.9502917528+0.2620738149j),(0.9498716593+0.2601473629j),(0.1295409501+0.1932220608j)
1.936,(-0.1957263947+0.1558958143j),(0.9496109486+0.2601931691j),(0.9495741129+0.2592733502j),(0.1320792139+0.2015483826j)
1.9392,(-0.1928313673+0.1648607254j),(0.9502484202+0.2629720867j),(0.9499790668+0.2609696388j),(0.1312687546+0.1935271025j)
1.9424,(-0.1926583201+0.1620408446j),(0.9504488707+0.2622733116j),(0.9495731592+0.2609718442j),(0.1304139197+0.195876956j)
1.9456,(-0.1902185977+0.1602975428j),(0.949986279+0.2626972497j),(0.9496501684+0.2608892918j),(0.126326561+0.1982000768j)
1.9488,(-0.1918170899+0.1610135734j),(0.9497630596+0.2624828517j),(0.9491860271+0.2611865997j),(0.1293107718+0.1972161382j)
1.952,(-0.1975814253+0.1574361324j),(0.9483221769+0.2628599405j),(0.948435545+0.2611328959j),(0.1339286566+0.2017449141j)
1.9552,(-0.1972361952+0.1600791365j),(0.9491071105+0.2637110949j),(0.948551774+0.2624920905j),(0.1330439895+0.1990363449j)
1.9584,(-0.1965983361+0.1569388658j),(0.9491187334+0.2629459202j),(0.9490402341+0.2618205249j),(0.1323833615+0.2023177892j)
1.9616,(-0.1983901709+0.1575611532j),(0.9484956264+0.2641154826j),(0.9484929442+0.2622213364j),(0.1341581792+0.2012317777j)
1.9648,(-0.1980792433+0.1606575847j),(0.948902607+0.2646876872j),(0.9481615424+0.2630961835j),(0.1340219975+0.1975441873j)
1.968,(-0.1992347389+0.1589805186j),(0.9480233192+0.2648769915j),(0.9476755857+0.2634257674j),(0.1339706481+0.1994790435j)
1.9712,(-0.2003780454+0.1570919305j),(0.9479786158+0.2646556497j),(0.947722137+0.2628927231j),(0.1352051049+0.201316908j)
1.9744,(-0.1974453628+0.1602322161j),(0.9483688474+0.2656680644j),(0.9479577541+0.2646439672j),(0.1331060827+0.1986239552j)
1.9776,(-0.1984133124+0.1578614414j),(0.9481884241+0.2662451565j),(0.947717607+0.2645620406j),(0.1323073655+0.1990992576j)
1.9808,(-0.1984652877+0.1592030674j),(0.9478304386+0.2658011913j),(0.9478504062+0.2648066282j),(0.1325733513+0.1995991766j)
1.984,(-0.1995441616+0.1570926756j),(0.94792068+0.2661136687j),(0.947435379+0.2645636797j),(0.1336645931+0.200737223j)
1.9872,(-0.1983385235+0.1598726064j),(0.9477283955+0.2677297592j),(0.9477148056+0.2649995089j),(0.1334371567+0.198267445j)
1.9904,(-0.199388504+0.1602890193j),(0.9472301006+0.2680080533j),(0.9479358196+0.2653803229j),(0.1339972615+0.1980205774j)
1.9936,(-0.1990701854+0.1559073329j),(0.9473485351+0.2670125067j),(0.9470319748+0.264559269j),(0.1324358433+0.2015032768j)
1.9968,(-0.2035752535+0.1598309577j),(0.9463036656+0.2686640322j),(0.9465308785+0.2667061985j),(0.1368292123+0.1988542378j)
2.0,(-0.2025526166+0.1584460437j),(0.9464093447+0.2691273689j),(0.9470977187+0.2664114833j),(0.1353957355+0.2003875971j)
2.0032,(-0.2027595341+0.1581872404j),(0.9444286227+0.2717884779j),(0.9469581246+0.2662286758j),(0.1337649226+0.1997284293j)
2.0064,(-0.2080373764+0.1565285325j),(0.9433165789+0.2728320062j),(0.946120441+0.2678098977j),(0.139724493+0.203265056j)
2.0096,(-0.2057569325+0.1580710858j),(0.9431768656+0.2737482488j),(0.9460794926+0.2673478723j),(0.1366636008+0.2012315989j)
2.0128,(-0.2048232704+0.1553402841j),(0.9432757497+0.2733178437j),(0.9457611442+0.2674010992j),(0.1354612112+0.2040917426j)
2.016,(-0.2026611269+0.1594062001j),(0.9434693456+0.2742303014j),(0.9457820058+0.2680045366j),(0.1341357231+0.1976803541j)
2.0192,(-0.2082126737+0.1560144424j),(0.9422456622+0.2745372653j),(0.9451384544+0.2684003711j),(0.1382305324+0.2034841627j)
2.0224,(-0.2074972689+0.1567828357j),(0.9424798489+0.2744322717j),(0.9450007081+0.269254297j),(0.1381274015+0.2019103467j)
2.0256,(-0.205599606+0.1556891501j),(0.9431942701+0.2744395733j),(0.9451367855+0.2694363594j),(0.1364627182+0.2030450553j)
2.0288,(-0.2107461542+0.1570106894j),(0.9421188831+0.2750270963j),(0.9441165924+0.269418478j),(0.141276896+0.20222269j)
2.032,(-0.2091944218+0.1545603275j),(0.941701889+0.2754328847j),(0.944440484+0.2699804902j),(0.1407525688+0.2042780817j)
2.0352,(-0.208372429+0.1539361924j),(0.9423071742+0.2752915919j),(0.944634676+0.2705596089j),(0.1383241266+0.2048590034j)
2.0384,(-0.2062103152+0.1567234844j),(0.942682147+0.2764185071j),(0.945010066+0.271410197j),(0.1365754157+0.2030133158j)
2.0416,(-0.2090309262+0.1521843076j),(0.9413948059+0.2764965296j),(0.9442169666+0.270842135j),(0.1395271719+0.2062665522j)
2.0448,(-0.2089038044+0.1566210985j),(0.941336751+0.2779689729j),(0.9437417984+0.2731906176j),(0.1382131577+0.2024193555j)
2.048,(-0.2095883042+0.1541597545j),(0.9410284758+0.2774881124j),(0.9435530305+0.2718152702j),(0.1397639811+0.2038920224j)
2.0512,(-0.2081518769+0.1498832703j),(0.9424407482+0.2760888934j),(0.9434412718+0.2713948488j),(0.1373488158+0.2074180543j)
2.0544,(-0.2117511779+0.1572886109j),(0.9417180419+0.2768968344j),(0.9428642392+0.274076581j),(0.1407075375+0.2023248672j)
2.0576,(-0.2122238576+0.1548195481j),(0.9417852759+0.276653111j),(0.94288975+0.2734229565j),(0.1395186335+0.2032972574j)
2.0608,(-0.2070618272+0.1567418426j),(0.9430279136+0.2763673663j),(0.9439478517+0.2737165093j),(0.135861814+0.2014611661j)
2.064,(-0.2154852748+0.1524191499j),(0.9407795668+0.2776990235j),(0.9412368536+0.2743536234j),(0.141708225+0.2065028101j)
2.0672,(-0.210922718+0.1527344286j),(0.9422245622+0.2773579955j),(0.9424394369+0.274545908j),(0.1378168762+0.2044920027j)
