,s 11,s 12,s 21,s 22
2.1056,(0.006989037152+0.004402001854j),(1.002311945+0.006528675556j),(1.003552198+0.003293156624j),(-0.001202657353-0.01576692238j)
2.1088,(0.005311495159+0.005147791002j),(1.002541184+0.006733626127j),(1.002944469+0.003446221352j),(0.0002690241672-0.01652617939j)
2.112,(0.007947916165+0.00227332511j),(1.002453804+0.006629317999j),(1.003151894+0.002897948027j),(-0.002493927721-0.01398421917j)
2.1152,(0.005511438008+0.001942902803j),(1.002617359+0.006534218788j),(1.003022432+0.003315195441j),(-0.0005440418608-0.01295024995j)
2.1184,(0.004336995073+0.002087545116j),(1.002605438+0.006808191538j),(1.003097534+0.003336668015j),(0.00059169624-0.01288218051j)
2.1216,(0.01631132886+0.002925528213j),(1.002316356+0.006177723408j),(1.003177166+0.002879470587j),(-0.009870519862-0.01419145241j)
2.1248,(0.02100655995+0.006181807257j),(1.002855897+0.006273981184j),(1.003141761+0.002714678645j),(-0.01562592387-0.01780366898j)
2.128,(0.003437785432+0.008136697114j),(1.002936244+0.006568402052j),(1.002656698+0.003766179085j),(0.001290762797-0.01863860898j)
2.1312,(0.01156145427+0.01509030815j),(1.002667069+0.00634637475j),(1.003779292+0.003414779902j),(-0.006897446699-0.02639980242j)
2.1344,(0.02966225892+0.005669264123j),(1.002298236+0.006811589003j),(1.002381563+0.002774387598j),(-0.02484571189-0.01622061245j)
2.1376,(0.006413533352+0.008062907495j),(1.002366066+0.006769642234j),(1.002874494+0.003117769957j),(-0.001567855012-0.01942476444j)
2.1408,(0.01573822647+0.006577480119j),(1.00255692+0.006517976522j),(1.003167868+0.003155350685j),(-0.01148421317-0.01670734584j)
2.144,(-0.007101947907+0.01723982394j),(1.002637744+0.007379561663j),(1.003950715+0.002204269171j),(0.01221126132-0.02819953114j)
2.1472,(0.01270547044+0.007622988895j),(1.002526522+0.007204851136j),(1.003405571+0.001724291127j),(-0.008328204043-0.01926042885j)
2.1504,(-0.004656284582+0.01232797839j),(1.002873778+0.00732511282j),(1.003666282+0.002085626125j),(0.008807236329-0.02454701811j)
2.1536,(0.0071926089-0.001720839879j),(1.002466917+0.00644081831j),(1.004255295+0.0009426772594j),(-0.002901913598-0.01000326965j)
2.1568,(-0.02523179539-0.004500652663j),(1.002183557+0.006251111627j),(1.002837896+0.0002394914627j),(0.02834373154-0.006812068168j)
2.16,(0.002530010417+0.005233520642j),(1.002453923+0.007442384958j),(1.002295017+0.004792749882j),(0.001180162653-0.01665845327j)
2.1632,(0.004183003213+0.01329034753j),(1.002945423+0.007181823254j),(1.002670407+0.004585981369j),(5.448050797e-05-0.02414409257j)
2.1664,(0.002419035183+0.006045098417j),(1.00279355+0.006879284978j),(1.002538443+0.005015209317j),(0.002002136316-0.01776357181j)
2.1696,(0.0150265079+0.003607562743j),(1.002743483+0.007270932198j),(1.003060579+0.005118846893j),(-0.01107277162-0.0142284669j)
2.1728,(0.01264966931+0.00270729512j),(1.002417445+0.007669150829j),(1.0028193+0.005406975746j),(-0.008448655717-0.01395342313j)
2.176,(0.009528834373+0.0144303171j),(1.002734303+0.007720708847j),(1.003678441+0.005700647831j),(-0.004696231335-0.02592261508j)
2.1792,(0.01119912136+0.002929902636j),(1.002400875+0.007625102997j),(1.002528787+0.005550324917j),(-0.007099848241-0.01387389563j)
2.1824,(0.003971311264+0.009897463024j),(1.003066897+0.007342904806j),(1.002897859+0.006686061621j),(0.0005337297916-0.02105152607j)
2.1856,(0.005596738309+0.006067162845j),(1.002872825+0.007822304964j),(1.003002405+0.006432086229j),(-0.001280944794-0.01720214821j)
2.1888,(0.0131323263+0.0002272792626j),(1.002368093+0.007399201393j),(1.002173781+0.006494060159j),(-0.01054100785-0.01064284705j)
2.192,(0.01259111799+0.008577194065j),(1.002821445+0.008036106825j),(1.002418637+0.005695074797j),(-0.008194088936-0.02004530653j)
2.1952,(0.007349596359+0.003693621606j),(1.002571702+0.007680058479j),(1.002999544+0.007403284311j),(-0.003081216244-0.01377390884j)
2.1984,(0.01215420011+0.006922076456j),(1.002575278+0.008078679442j),(1.00252068+0.007233068347j),(-0.009458580054-0.01789522171j)
2.2016,(0.006868600845+0.01193747297j),(1.002782464+0.007793515921j),(1.00263679+0.007602125406j),(-0.00396406604-0.0230618827j)
2.2048,(0.01108362153+0.006504695397j),(1.002557993+0.008558362722j),(1.002549887+0.007572054863j),(-0.007350619417-0.01720601693j)
2.208,(0.009504133835+0.007116708905j),(1.003012538+0.007836401463j),(1.002504587+0.008031100035j),(-0.005883371457-0.01844760217j)
2.2112,(0.005991847254+0.008818387054j),(1.002660036+0.008329898119j),(1.002320409+0.008009221405j),(-0.001726118382-0.01985371858j)
2.2144,(0.008097121492+0.007264157757j),(1.002647996+0.008141189814j),(1.002722025+0.008349567652j),(-0.003944760654-0.01947360858j)
2.2176,(0.007208549883+0.005556398071j),(1.002886534+0.008248656988j),(1.002839327+0.008323580027j),(-0.002762018703-0.01732868142j)
2.2208,(0.008934225887+0.003495516721j),(1.002827644+0.00759164989j),(1.002696514+0.009638682008j),(-0.005252314266-0.01663642935j)
2.224,(0.00531629473+0.005656810477j),(1.002542496+0.008593261242j),(1.002424359+0.008900403976j),(-0.002012268174-0.01835238561j)
2.2272,(0.007097945083+0.008362076245j),(1.002565503+0.008720844984j),(1.002390385+0.008817583323j),(-0.002977911383-0.02002330497j)
2.2304,(0.007754561957+0.009175246581j),(1.002977014+0.008518278599j),(1.002269626+0.008526444435j),(-0.003871696303-0.01984127797j)
2.2336,(0.008270771243+0.008220812306j),(1.002603531+0.008869066834j),(1.002184749+0.008723199368j),(-0.005706705153-0.01866615005j)
2.2368,(0.008190722205+0.007925454527j),(1.002710342+0.008739322424j),(1.002494574+0.008662968874j),(-0.005767002236-0.01831479743j)
2.24,(0.006384979002+0.006681954488j),(1.002392292+0.00848582387j),(1.002391338+0.008254319429j),(-0.004343818408-0.01702059619j)
2.2432,(0.00621737726+0.006975272205j),(1.002429962+0.008135197684j),(1.002207875+0.008915052749j),(-0.004176964983-0.0177684892j)
2.2464,(0.008826221339+0.007378760725j),(1.002600074+0.008407652378j),(1.002873302+0.006563872099j),(-0.005208025686-0.01899301447j)
2.2496,(0.00815530587+0.009027081542j),(1.002652884+0.007258176804j),(1.00310123+0.005635261536j),(-0.005768666975-0.01937699877j)
2.2528,(0.008767878637+0.006701012608j),(1.002548337+0.008104756474j),(1.002523899+0.005879417062j),(-0.005953808315-0.01807161421j)
2.256,(0.008293944411+0.01049224939j),(1.002940655+0.007167994976j),(1.002841949+0.005843639374j),(-0.005075661466-0.02152276412j)
2.2592,(0.008508552797+0.00634981133j),(1.002518177+0.008034080267j),(1.002892971+0.005868554115j),(-0.006082382519-0.01697006822j)
2.2624,(0.008913734928+0.01237979066j),(1.002737164+0.007827848196j),(1.002657175+0.0057092309j),(-0.00767900655-0.02300287597j)
2.2656,(0.009427879937+0.007969981059j),(1.00239408+0.007765009999j),(1.002950668+0.005648612976j),(-0.006262196228-0.0192509573j)
2.2688,(0.00417605415+0.009929332882j),(1.002745986+0.007567256689j),(1.00346756+0.005810558796j),(-0.002944942564-0.02093579248j)
2.272,(0.006295111962+0.01367107406j),(1.002828956+0.008197337389j),(1.003006458+0.005379736423j),(-0.005305653438-0.0236813575j)
2.2752,(0.01182391401+0.01389797684j),(1.002692461+0.008275847882j),(1.00266099+0.00533653982j),(-0.009465683252-0.02426701225j)
2.2784,(0.006380422041+0.01046404429j),(1.002648115+0.008314043283j),(1.002741575+0.005978643894j),(-0.004358519334-0.02176700905j)
2.2816,(0.007995062508+0.007305420469j),(1.002754092+0.007652699947j),(1.003443718+0.005132973194j),(-0.006035855971-0.01856097952j)
2.2848,(0.007679653354+0.0104639437j),(1.002395153+0.008525893092j),(1.003042817+0.005509644747j),(-0.006056809798-0.0212646015j)
2.288,(0.01076812483+0.009004738182j),(1.002608895+0.008376866579j),(1.003029108+0.005442783237j),(-0.009198937565-0.01966083795j)
2.2912,(0.01085084118+0.0114606237j),(1.002970457+0.008013248444j),(1.003228426+0.005428761244j),(-0.00919508934-0.02233536541j)
2.2944,(0.0074666976+0.007950061932j),(1.002634287+0.00815358758j),(1.003446937+0.005673408508j),(-0.00530529907-0.01885650679j)
2.2976,(0.006009474397+0.008842071518j),(1.002480149+0.008361820132j),(1.002755284+0.006015393883j),(-0.003977814689-0.01914844289j)
2.3008,(0.007777057122+0.005566912703j),(1.002491951+0.008180230856j),(1.002874136+0.005600839853j),(-0.006391629111-0.01662701182j)
2.304,(0.006287117489+0.006860517431j),(1.002211094+0.008136451244j),(1.00333488+0.005932897329j),(-0.004890219774-0.01746680215j)
2.3072,(0.01035313215+0.009400785901j),(1.002758622+0.007975846529j),(1.003511906+0.005680114031j),(-0.008645680733-0.02036050893j)
2.3104,(0.007774977945+0.01497873385j),(1.002606988+0.008437365294j),(1.003150105+0.005380481482j),(-0.005815172568-0.02530579269j)
2.3136,(0.007767416071+0.008368676528j),(1.002476215+0.008015632629j),(1.00270021+0.006349951029j),(-0.006617170293-0.01928436942j)
2.3168,(0.01075537782+0.003101040144j),(1.002498865+0.00842423737j),(1.003486276+0.005788132548j),(-0.00928447675-0.01307728142j)
2.32,(0.009698483162+0.005962545983j),(1.00287056+0.00757470727j),(1.00310576+0.005559235811j),(-0.007936317474-0.01670943387j)
2.3232,(0.01324124448+0.005453989841j),(1.002340436+0.007874250412j),(1.003085256+0.006181925535j),(-0.0116252834-0.01597285457j)
2.3264,(0.01588994637+0.01227135584j),(1.003047466+0.006874322891j),(1.003397703+0.00611063838j),(-0.01480896026-0.02292748168j)
2.3296,(0.008091922849+0.009125107899j),(1.002543926+0.008639372885j),(1.003169656+0.0060518682j),(-0.006710297428-0.01901230775j)
2.3328,(0.01176501624+0.009928168729j),(1.002702594+0.007504343987j),(1.003401279+0.006269395351j),(-0.01009773463-0.01982940361j)
2.336,(-0.0001001451164+0.01558164693j),(1.002509117+0.008030891418j),(1.003757238+0.006423860788j),(0.0008553890511-0.02550490201j)
2.3392,(0.01914672367+0.005663996562j),(1.00283134+0.007005909458j),(1.002580166+0.005801945925j),(-0.01783531532-0.01592416503j)
2.3424,(0.006176793948+0.0066126436j),(1.002508402+0.008453339338j),(1.00314045+0.006074309349j),(-0.005796081387-0.01660846919j)
2.3456,(0.01257534884+0.007544288412j),(1.002666235+0.007686078548j),(1.003403544+0.006199926138j),(-0.01191480272-0.01827097312j)
2.3488,(0.005131510086+0.02348363772j),(1.003102064+0.007829487324j),(1.003234029+0.005757570267j),(-0.003751337994-0.0342239961j)
2.352,(0.008834997192+0.00628380524j),(1.002752304+0.007502697408j),(1.003165483+0.0063053146j),(-0.008446449414-0.01645853743j)
2.3552,(0.0190740712+0.00852963794j),(1.002722263+0.008037030697j),(1.002838969+0.006413221359j),(-0.01849232614-0.01825337298j)
2.3584,(0.009730244055+0.005778384395j),(1.002584338+0.008419305086j),(1.002950907+0.00626090169j),(-0.008356654085-0.01551365945j)
2.3616,(0.006539206952+0.008507955819j),(1.002225399+0.008362971246j),(1.002875566+0.006526388228j),(-0.005840805825-0.01818320528j)
2.3648,(0.01220822241+0.007619405631j),(1.002320051+0.008239030838j),(1.003501534+0.006048947573j),(-0.01122644171-0.01694851741j)
2.368,(0.00985492859+0.01091382746j),(1.002690554+0.008267045021j),(1.003169537+0.006248235703j),(-0.009726725519-0.01961777918j)
2.3712,(0.006703208666+0.0125668738j),(1.002508879+0.00824201107j),(1.00252831+0.006439507008j),(-0.007075380534-0.02201653086j)
2.3744,(0.008025868796+0.005417458713j),(1.002861619+0.007964640856j),(1.003273726+0.005845457315j),(-0.007463432848-0.0158940535j)
2.3776,(0.01056099311+0.008691877127j),(1.002619863+0.008291989565j),(1.003103971+0.006095558405j),(-0.00993628893-0.0186881423j)
2.3808,(0.008938715793+0.0112174321j),(1.002838373+0.008576363325j),(1.00334239+0.006378173828j),(-0.008000643924-0.02002019063j)
2.384,(0.008164279163+0.009252313524j),(1.002192497+0.008744545281j),(1.00285542+0.006247743964j),(-0.008253936656-0.01847160235j)
2.3872,(0.01017843001+0.005657672882j),(1.00282228+0.007670789957j),(1.002557993+0.006391465664j),(-0.009482100606-0.01582128741j)
2.3904,(0.01369510964+0.01056971028j),(1.002583981+0.008239805698j),(1.003664017+0.006166964769j),(-0.01230151299-0.02124711499j)
2.3936,(0.007770873606+0.009836268611j),(1.00238204+0.008046254516j),(1.002790332+0.006665937603j),(-0.007700354792-0.01968020573j)
2.3968,(0.01006347407+0.007768678013j),(1.002151966+0.008606016636j),(1.002474785+0.006976008415j),(-0.01028109621-0.01681197248j)
2.4,(0.009719520807+0.01287679095j),(1.002368093+0.008154839277j),(1.003412247+0.005702167749j),(-0.009342414327-0.02224394865j)
2.4032,(0.007826708257+0.0138803469j),(1.002833962+0.008525587618j),(1.003857136+0.006454870105j),(-0.00793181546-0.02305324748j)
2.4064,(0.008986052126+0.01078135148j),(1.002673388+0.008522808552j),(1.002933264+0.006078213453j),(-0.009697983973-0.01968942769j)
2.4096,(0.01228650752+0.01188721973j),(1.002391219+0.008378684521j),(1.002826571+0.00587284565j),(-0.01287900377-0.02090360411j)
2.4128,(0.008421611041+0.01076288149j),(1.002489686+0.008741309866j),(1.003187299+0.006213061512j),(-0.009037408046-0.02037797123j)
2.416,(0.007301906124+0.01185670868j),(1.002734065+0.008676737547j),(1.002887845+0.005638182163j),(-0.007156929001-0.02130226232j)
2.4192,(0.007242342923+0.01163251698j),(1.002339244+0.008583426476j),(1.002911448+0.005829662085j),(-0.007858234458-0.02095669694j)
2.4224,(0.007159749046+0.009413381107j),(1.003264546+0.008926391602j),(1.003953934+0.006100863218j),(-0.007186846808-0.01801340654j)
2.4256,(0.007788245101+0.007783489302j),(1.002780557+0.008294114843j),(1.003254652+0.006158919074j),(-0.007705880329-0.01679959707j)
2.4288,(0.009089997038+0.008734247647j),(1.002670884+0.008453756571j),(1.003161788+0.006191730499j),(-0.009674823843-0.01705663092j)
2.432,(0.007749626879+0.01080851629j),(1.002514839+0.008470535278j),(1.002549887+0.006725370884j),(-0.007915329188-0.02000035718j)
2.4352,(0.009632511064+0.007344285026j),(1.002791762+0.008731335402j),(1.003531098+0.006299972534j),(-0.009844269603-0.01635110378j)
2.4384,(0.008561610244+0.00682369899j),(1.002503395+0.008756265044j),(1.003556252+0.006273165345j),(-0.009217055514-0.01672453247j)
2.4416,(0.00869920291+0.01153485849j),(1.002848387+0.007728427649j),(1.002393723+0.007021665573j),(-0.009322308935-0.02038585208j)
2.4448,(0.009448079392+0.007703760639j),(1.003078103+0.008564054966j),(1.003037691+0.006394475698j),(-0.01045415271-0.01677831635j)
2.448,(0.01103079319+0.007942576893j),(1.002860308+0.008775725961j),(1.0040555+0.006679862738j),(-0.01139938273-0.0172055196j)
2.4512,(0.007906529121+0.008363042027j),(1.002865553+0.008649617434j),(1.00321269+0.006956249475j),(-0.009385247715-0.01751049608j)
2.4544,(0.009410519153+0.008448751643j),(1.002877831+0.008114904165j),(1.002743483+0.006568342447j),(-0.01051319391-0.0176711157j)
2.4576,(0.008306845091+0.01076086797j),(1.002668381+0.008286327124j),(1.003680348+0.00735142827j),(-0.009761048481-0.01854906417j)
2.4608,(0.008974137716+0.008856873028j),(1.002797842+0.008155316114j),(1.003096223+0.006795398891j),(-0.01030943729-0.01752070524j)
2.464,(0.009762964211+0.008882243186j),(1.003228664+0.007020533085j),(1.002708077+0.006237447262j),(-0.01095889881-0.0166073367j)
2.4672,(0.01123428158+0.01126647834j),(1.00251317+0.008686333895j),(1.003062487+0.007020354271j),(-0.01209876128-0.01984759048j)
2.4704,(0.009693224914+0.007575514261j),(1.002775788+0.007628921419j),(1.002526045+0.006918925792j),(-0.01148586161-0.01608212665j)
2.4736,(0.01066535618+0.009832971729j),(1.002980947+0.008084148169j),(1.003566623+0.00661984086j),(-0.01115490403-0.01902325451j)
2.4768,(0.01059286669+0.009877668694j),(1.002858281+0.007872283459j),(1.00246799+0.006630152464j),(-0.01280186046-0.01813180186j)
2.48,(0.01106353011+0.01291791908j),(1.002720594+0.008494414389j),(1.003407478+0.006334148347j),(-0.01193645783-0.02054611593j)
2.4832,(0.007612518035+0.01170872711j),(1.003119469+0.007759839296j),(1.003357053+0.006505399942j),(-0.00981148053-0.01989139244j)
2.4864,(0.00816530548+0.008919647895j),(1.002661824+0.00871014595j),(1.003712893+0.007040590048j),(-0.01043887809-0.01679420844j)
2.4896,(0.01135767251+0.01062412839j),(1.003203034+0.007814131677j),(1.002668142+0.006619635969j),(-0.01373376325-0.01746267639j)
2.4928,(0.008487470448+0.01116561051j),(1.002595782+0.008242696524j),(1.002750039+0.006637275219j),(-0.009692097083-0.01899992675j)
2.496,(0.008763934486+0.0111005092j),(1.003345728+0.007809460163j),(1.002888322+0.006826043129j),(-0.01020340528-0.01885378174j)
2.4992,(0.008510711603+0.007646667771j),(1.003158212+0.008275091648j),(1.003471255+0.006321743131j),(-0.009624868631-0.01551149134j)
2.5024,(0.009937680326+0.01061147358j),(1.0033741+0.008522540331j),(1.003356218+0.006757855415j),(-0.01179714315-0.01832398586j)
2.5056,(0.01053645089+0.009374243207j),(1.004508495+0.008210241795j),(1.004246473+0.008104473352j),(-0.0126372138-0.01755900122j)
2.5088,(0.01318026893+0.01154772099j),(1.004438162+0.008702218533j),(1.004667521+0.008186399937j),(-0.01492404565-0.01900228113j)
2.512,(0.007309804671+0.007072391454j),(1.00454855+0.009585931897j),(1.004801154+0.007729962934j),(-0.00940668676-0.01587334834j)
2.5152,(0.006788538769+0.002496896544j),(1.004528642+0.009505033493j),(1.004972577+0.007586181164j),(-0.009143436328-0.01188385859j)
2.5184,(0.008959019557+0.01046428643j),(1.004530311+0.009310364723j),(1.00481379+0.008264303207j),(-0.01213915553-0.0187934991j)
2.5216,(0.01476346888+0.0122248847j),(1.004387975+0.008281737566j),(1.005473256+0.008002638817j),(-0.01611768827-0.0200741291j)
2.5248,(0.007116088644+0.01650653593j),(1.004582763+0.008983138949j),(1.005058885+0.008614309132j),(-0.009910969995-0.02373444661j)
2.528,(0.00454898458+0.0174261909j),(1.004581094+0.008789509535j),(1.005042076+0.009708702564j),(-0.007139515132-0.02469808981j)
2.5312,(0.004881282337+0.01722597703j),(1.004383802+0.008847475052j),(1.005442262+0.008730918169j),(-0.008018512279-0.02430560812j)
2.5344,(0.009701807983+0.005359035451j),(1.004152656+0.008880227804j),(1.004065156+0.007845148444j),(-0.01246641763-0.01303741336j)
2.5376,(0.01153052039+0.007219229825j),(1.004252195+0.009927630424j),(1.004819155+0.008182018995j),(-0.01426012907-0.01526220702j)
2.5408,(0.005550646223+0.01335236803j),(1.004360199+0.00966578722j),(1.005146027+0.007994502783j),(-0.007060376462-0.02103351057j)
2.544,(0.006798518822+0.00790023338j),(1.004094481+0.0090508461j),(1.00492239+0.008582025766j),(-0.009402932599-0.01539858431j)
2.5472,(0.0144266244+0.002499523805j),(1.004281282+0.008698239923j),(1.004093051+0.008392889053j),(-0.0175251998-0.01026208699j)
2.5504,(0.01608335227+0.02119510248j),(1.00416708+0.009306579828j),(1.004515529+0.007427304983j),(-0.01903125457-0.02847336233j)
2.5536,(-0.001039289637-0.002773225307j),(1.004007339+0.007980108261j),(1.004670024+0.008757025003j),(-0.0006224651588-0.003530748654j)
2.5568,(0.01214038301+0.01237174217j),(1.003761053+0.008470267057j),(1.004288435+0.007004648447j),(-0.01510664262-0.01897462644j)
2.56,(-0.006410143338+0.01012898795j),(1.004118085+0.009009838104j),(1.004353046+0.007222354412j),(0.004450324457-0.01705410704j)
2.5632,(0.0007626293227+0.00628645625j),(1.003476739+0.009040951729j),(1.004575014+0.007726103067j),(-0.003798132297-0.0123245148j)
2.5664,(0.01769551262+0.007824806497j),(1.003198028+0.008198812604j),(1.003818154+0.007589057088j),(-0.02047261968-0.01405755989j)
2.5696,(0.008200565353-0.01975735836j),(1.003574133+0.009853452444j),(1.005376816+0.008104473352j),(-0.01058019698+0.01356197707j)
2.5728,(0.00837259274-0.01575925387j),(1.004659891+0.01016007364j),(1.00388968+0.008012831211j),(-0.01108410116+0.009405588731j)
2.576,(0.003687923076+0.01910071447j),(1.004687071+0.009318009019j),(1.004896283+0.007834710181j),(-0.006166305393-0.02567250654j)
2.5792,(0.00650651101+0.01957828365j),(1.003907442+0.009584575891j),(1.004803181+0.008402317762j),(-0.009030890651-0.02582784742j)
2.5824,(0.0001760734012+0.004300418776j),(1.004192352+0.011084795j),(1.004465818+0.007680952549j),(-0.002569940872-0.00984347146j)
2.5856,(0.002783854259+0.01863880083j),(1.004422784+0.01017055474j),(1.005079508+0.007893869653j),(-0.006430607289-0.02464554831j)
2.5888,(0.00167246256+0.01194636803j),(1.004160643+0.009365051985j),(1.004584312+0.007817953825j),(-0.005016320851-0.01812166348j)
2.592,(0.007775066886+0.01788425818j),(1.004097819+0.008518308401j),(1.004636645+0.00721898675j),(-0.01081954129-0.02471786551j)
2.5952,(-0.01335346326-0.007644393947j),(1.003862023+0.0100723505j),(1.004986882+0.006550781429j),(0.01151684858+0.0005053960485j)
2.5984,(0.01186276972+0.00242251344j),(1.003547311+0.009544551373j),(1.004201531+0.00763361156j),(-0.0152661223-0.008559932932j)
2.6016,(0.01014415827+5.031749606e-05j),(1.003667116+0.009873628616j),(1.004508495+0.007999897003j),(-0.01265302021-0.006276088301j)
2.6048,(0.01181730069+0.003891336266j),(1.00391984+0.009504556656j),(1.004159212+0.007030516863j),(-0.01433202811-0.01122845244j)
2.608,(0.009369589388+0.01158006396j),(1.003642917+0.008807823062j),(1.003857136+0.007385149598j),(-0.01277212054-0.0183331836j)
2.6112,(0.006398767233+0.01403928548j),(1.004068971+0.008955642581j),(1.004019737+0.008292272687j),(-0.01056821086-0.02113001235j)
2.6144,(0.005213298369+0.0112173371j),(1.004156351+0.009803473949j),(1.004427791+0.008060783148j),(-0.009704126045-0.01718930528j)
2.6176,(0.01126424782+0.009362587705j),(1.004095912+0.008407622576j),(1.004372835+0.007672339678j),(-0.01511932351-0.0153926257j)
2.6208,(0.005315794609+0.006162719801j),(1.003894448+0.009626179934j),(1.004332304+0.007174819708j),(-0.009625347331-0.01332073379j)
2.624,(0.009337119758+0.008694304153j),(1.004402518+0.01037076116j),(1.004213333+0.008009284735j),(-0.01331488322-0.01468063705j)
2.6272,(0.01351805683+0.01082288846j),(1.00385499+0.009372830391j),(1.004236221+0.007871687412j),(-0.01701787487-0.01710684039j)
2.6304,(0.005916429684+0.008011409082j),(1.003829241+0.01018854976j),(1.003835917+0.008383274078j),(-0.01058821939-0.01399292424j)
2.6336,(0.01031813584+0.006354178302j),(1.003832698+0.00665525347j),(1.004111648+0.006010115147j),(-0.01381968614-0.01303562056j)
2.6368,(0.007866322994+0.006944633089j),(1.003771305+0.009363770485j),(1.003490329+0.007069766521j),(-0.01210821979-0.0129677821j)
2.64,(0.009951159358+0.01002138667j),(1.003653526+0.009348779917j),(1.004077673+0.006825238466j),(-0.01406150591-0.01459506527j)
2.6432,(0.01223211084+0.01235608757j),(1.003890038+0.00984852761j),(1.004686832+0.008358608931j),(-0.01665057056-0.01729423553j)
2.6464,(0.01236664131+0.008480654098j),(1.003725052+0.009769380093j),(1.00439024+0.00773870945j),(-0.01662973501-0.01410941686j)
2.6496,(0.009389449842+0.01320497692j),(1.003620863+0.01015549898j),(1.004294276+0.007899701595j),(-0.01320443023-0.01796036586j)
2.6528,(0.009786721319+0.009092735127j),(1.003661752+0.006689310074j),(1.003373742+0.006281644106j),(-0.01406481303-0.01539596915j)
2.656,(0.01091038063+0.01056955382j),(1.003790617+0.008253693581j),(1.003793836+0.007540106773j),(-0.01475991681-0.01547028124j)
2.6592,(0.005395571701+0.01199194603j),(1.003659487+0.01049020886j),(1.004527211+0.008457124233j),(-0.009058609605-0.01639096439j)
2.6624,(0.01070680842+0.009023135528j),(1.004122972+0.009010598063j),(1.004283667+0.008699715137j),(-0.0153265167-0.01450186502j)
2.6656,(0.01390077081+0.009968554601j),(1.003947258+0.009874939919j),(1.003943682+0.008129328489j),(-0.0177804362-0.01427919045j)
2.6688,(0.008095626719+0.009337042458j),(1.004086018+0.01056501269j),(1.004242301+0.007993191481j),(-0.01273659244-0.01387178805j)
2.672,(0.008453566581+0.008087863214j),(1.003645658+0.009302660823j),(1.004331589+0.007909446955j),(-0.01273124665-0.01311794855j)
2.6752,(0.0137018105+0.01069606002j),(1.004171491+0.009462937713j),(1.003758192+0.008125275373j),(-0.01765708253-0.01575203985j)
2.6784,(0.01054192241+0.007479329128j),(1.003914833+0.008163094521j),(1.004325271+0.008384406567j),(-0.01471782476-0.01202353463j)
2.6816,(0.009138885885+0.00761316251j),(1.003292441+0.008852899075j),(1.004066348+0.008364409208j),(-0.01433767658-0.01246786304j)
2.6848,(0.009103980847+0.01180021092j),(1.003645897+0.008953951299j),(1.003534436+0.008017346263j),(-0.01368317474-0.01650178619j)
2.688,(0.01036976278+0.007511599455j),(1.003543615+0.008436977863j),(1.003941417+0.008526831865j),(-0.01487942692-0.01238754019j)
2.6912,(0.01505727135+0.006274390034j),(1.004297495+0.009340047836j),(1.004532814+0.008143931627j),(-0.01934237033-0.01144953631j)
2.6944,(0.01506055053+0.007053013891j),(1.003462553+0.008176982403j),(1.003998876+0.00730766356j),(-0.01965397969-0.01122941636j)
2.6976,(0.007753599435+0.01192209311j),(1.003963828+0.0088506639j),(1.003906369+0.007680803537j),(-0.01255294122-0.01601462252j)
2.7008,(0.007336170878+0.007959871553j),(1.004034519+0.009178966284j),(1.004369259+0.008271813393j),(-0.01202932931-0.01203292049j)
2.704,(0.008208310232+0.005371898413j),(1.003644228+0.007516086102j),(1.004231334+0.008258283138j),(-0.01370507758-0.009753476828j)
2.7072,(0.008838757873+0.008866224438j),(1.003890872+0.008590608835j),(1.00375092+0.008186370134j),(-0.01457699854-0.01244449522j)
2.7104,(0.01374098565+0.01119929273j),(1.004330873+0.009958148003j),(1.004464388+0.007432222366j),(-0.01778653637-0.01476298645j)
2.7136,(0.01092513278+0.007973126136j),(1.003599644+0.0088750422j),(1.003904223+0.008119791746j),(-0.01493805461-0.01182407234j)
2.7168,(0.008758858778+0.009790271521j),(1.003905177+0.008975692093j),(1.003973007+0.007253810763j),(-0.01379952673-0.01309426036j)
2.72,(0.01060688496+0.004930476658j),(1.004216671+0.01030686498j),(1.004175782+0.008269608021j),(-0.0157929454-0.00844171457j)
2.7232,(0.01358116977+0.007684874348j),(1.004107475+0.009609460831j),(1.004393101+0.008912801743j),(-0.01795214415-0.01069068909j)
2.7264,(0.008497347124+0.01615891606j),(1.00441587+0.008387953043j),(1.004273653+0.008509337902j),(-0.01356349327-0.01936396956j)
2.7296,(0.01028513722+0.00955292955j),(1.003952384+0.009468615055j),(1.003557801+0.008420228958j),(-0.01610305347-0.01227102149j)
2.7328,(0.01191237662+0.00915942248j),(1.004053354+0.009611576796j),(1.003813386+0.008773356676j),(-0.01705586538-0.01199032366j)
2.736,(0.01084351633+0.0114015555j),(1.0038445+0.008665174246j),(1.003931761+0.007537275553j),(-0.01587772183-0.01434437651j)
2.7392,(0.01152575016+0.007184839807j),(1.003977895+0.009702593088j),(1.004168987+0.007993161678j),(-0.01678325981-0.01006314345j)
2.7424,(0.01827108301+0.01315714233j),(1.004275322+0.008346140385j),(1.004917383+0.008675187826j),(-0.02321405336-0.01576997712j)
2.7456,(0.01378664747+0.01125349943j),(1.003632665+0.008242428303j),(1.004498482+0.00852355361j),(-0.0190328192-0.01436702814j)
2.7488,(0.004179915413+0.003634644672j),(1.003868461+0.009353160858j),(1.00381279+0.00908729434j),(-0.009807215072-0.007031589746j)
2.752,(0.00552133657+0.003534696996j),(1.003543377+0.009481497109j),(1.003726482+0.008490048349j),(-0.01160614938-0.006981248036j)
