,s 11,s 12,s 21,s 22
1.4496,(0.008959974162+0.01439800486j),(1.001586795+0.004666879773j),(1.002088189+0.004510745406j),(0.007971427403-0.01734308526j)
1.4528,(0.006273946259+0.009354525246j),(1.001661062+0.004449307919j),(1.002230644+0.004586741328j),(0.01121171936-0.01125596464j)
1.456,(0.008257519454+0.009748817421j),(1.001478553+0.005225986242j),(1.00272882+0.004086732864j),(0.009556494653-0.01212728675j)
1.4592,(0.007250913419+0.006626329385j),(1.001119494+0.004768073559j),(1.002261281+0.003761351109j),(0.01001114491-0.009319070727j)
1.4624,(0.01177565381+0.01053410023j),(1.001003027+0.004720503464j),(1.002079606+0.00390971452j),(0.005795290694-0.01245660707j)
1.4656,(-0.0007518897764+0.01745858975j),(1.00169611+0.005300074816j),(1.002795339+0.004364460707j),(0.01752056181-0.0210938789j)
1.4688,(0.008650924079+0.01571187004j),(1.001543641+0.005475729704j),(1.003077984+0.003873825073j),(0.008956352249-0.01789825037j)
1.472,(0.002296433318+0.01518947817j),(1.001450539+0.004809223115j),(1.001597762+0.004073016346j),(0.01456182916-0.01807706244j)
1.4752,(0.0006117448211+0.01006765198j),(1.001412511+0.004859134555j),(1.002357006+0.004479378462j),(0.01642995141-0.01413694583j)
1.4784,(0.003924550954+0.01778633147j),(1.002028823+0.005402773619j),(1.002504349+0.004348754883j),(0.01361438073-0.02095004544j)
1.4816,(0.001799267018+0.01451431122j),(1.001465559+0.005368381739j),(1.002705932+0.004373222589j),(0.01531412825-0.01901986077j)
1.4848,(0.001680684974+0.007193562109j),(1.00171113+0.005384011194j),(1.002316594+0.003730667522j),(0.01418932155-0.01056340244j)
1.488,(0.0002196421847+0.01080162078j),(1.0013659+0.005515247583j),(1.002411485+0.004612058401j),(0.01670959592-0.01529676281j)
1.4912,(0.007871737704+0.009558299556j),(1.001936316+0.005408197641j),(1.002707243+0.004171401262j),(0.008702220395-0.01375480834j)
1.4944,(0.001388760982+0.00918095652j),(1.001935363+0.005001366138j),(1.001745462+0.00412774086j),(0.01570907794-0.0123017719j)
1.4976,(0.004921831656+0.01248948462j),(1.001287699+0.005044445395j),(1.00253737+0.004314988852j),(0.01163409185-0.01668065228j)
1.5008,(0.005956837907+0.01027067564j),(1.00208199+0.004044741392j),(1.00235343+0.004208564758j),(0.01032122876-0.01363176201j)
1.504,(0.005620783195+0.01121537667j),(1.001911879+0.005535960197j),(1.002424836+0.003765046597j),(0.01149639301-0.01546880044j)
1.5072,(0.008303151466+0.008525136858j),(1.002319694+0.004318192601j),(1.002142906+0.004668056965j),(0.008662012406-0.01267450489j)
1.5104,(0.003205991816+0.006364530884j),(1.00185883+0.004751384258j),(1.002301455+0.003615766764j),(0.0139463665-0.01049396582j)
1.5136,(0.005068186671+0.006142404862j),(1.001031399+0.005370497704j),(1.002286673+0.003834277391j),(0.01140126679-0.01109153591j)
1.5168,(0.005624463316+0.007243271451j),(1.001570821+0.005472976714j),(1.002082467+0.003812119365j),(0.01075915713-0.01079714205j)
1.52,(0.003798318328+0.00892088376j),(1.002020001+0.005386799574j),(1.002426863+0.003364562988j),(0.01403293665-0.01361257024j)
1.5232,(0.006751445122+0.01081406604j),(1.001645684+0.005478203297j),(1.003172398+0.004265159369j),(0.009144246578-0.01472216658j)
1.5264,(0.01022783294+0.006794194225j),(1.002122879+0.005298100412j),(1.002699137+0.003451570868j),(0.006655562203-0.01159215346j)
1.5296,(0.005304866005+0.006230926141j),(1.001548052+0.005658447742j),(1.002424479+0.004075616598j),(0.01117548533-0.01034219004j)
1.5328,(0.007352192886+0.0117091462j),(1.001753569+0.00462859869j),(1.001889229+0.003833472729j),(0.008386804722-0.01612281799j)
1.536,(0.007419462316+0.018102495j),(1.002349496+0.005733840168j),(1.002915502+0.004272907972j),(0.008556592278-0.02273467928j)
1.5392,(0.00400430616+0.009882113896j),(1.001587272+0.005751758814j),(1.002570391+0.004529744387j),(0.01293730643-0.01401349902j)
1.5424,(0.007975653745+0.009731834754j),(1.001773357+0.004890114069j),(1.001872182+0.004047185183j),(0.007521245629-0.01404338889j)
1.5456,(0.0003881262382+0.01161806099j),(1.001978874+0.005644708872j),(1.002709627+0.004244983196j),(0.01586358435-0.01619101316j)
1.5488,(-2.097897232e-05+0.01786069386j),(1.002348542+0.00484341383j),(1.00232923+0.003968060017j),(0.01703432389-0.02220675908j)
1.552,(0.004351336509+0.007861590013j),(1.001387954+0.005455464125j),(1.002583146+0.004338890314j),(0.01105359755-0.01288503874j)
1.5552,(0.006087342277+0.01069983281j),(1.001957655+0.005350261927j),(1.002712011+0.004051327705j),(0.01068381965-0.01546252333j)
1.5584,(-0.001286921673+0.00603986159j),(1.001382589+0.005760299042j),(1.002576113+0.004317199811j),(0.01761141233-0.01131949294j)
1.5616,(0.001173282973+0.01469343901j),(1.002021551+0.005717009306j),(1.002046347+0.004070043564j),(0.01358444057-0.01974210143j)
1.5648,(0.002082317602+0.009383670054j),(1.001740694+0.005929529667j),(1.00249505+0.004584640265j),(0.01364681963-0.01489188895j)
1.568,(0.006676740479+0.008691324852j),(1.002097368+0.004713863134j),(1.00246799+0.004704356194j),(0.009145248681-0.01406935323j)
1.5712,(0.001417768653+0.006652244832j),(1.001898527+0.004912033677j),(1.001976609+0.004333436489j),(0.01440746244-0.01293939631j)
1.5744,(0.005332471803+0.0100423079j),(1.001983643+0.005208611488j),(1.002832294+0.004547864199j),(0.01073807664-0.01513812505j)
1.5776,(0.008887304924+0.00767746754j),(1.001866817+0.004970192909j),(1.002719522+0.004242420197j),(0.006465106737-0.01218940504j)
1.5808,(0.00638836436+0.006318937987j),(1.002092242+0.004975497723j),(1.002629161+0.00452568382j),(0.008942927234-0.01283942349j)
1.584,(0.0108216973+0.01049183123j),(1.002136707+0.005288213491j),(1.00289464+0.004182636738j),(0.005714327563-0.01654228754j)
1.5872,(0.007836472243+0.0102319615j),(1.001865387+0.005258917809j),(1.002660275+0.004189401865j),(0.007994649932-0.01626969129j)
1.5904,(0.009192099795+0.01086286083j),(1.00232017+0.004875101149j),(1.002421856+0.003785889596j),(0.00635421183-0.01667020097j)
1.5936,(0.008222178556+0.006680461578j),(1.001709223+0.00533631444j),(1.002083778+0.004195839167j),(0.007594378199-0.01373192854j)
1.5968,(0.003086952725+0.003316387301j),(1.0019207+0.005217909813j),(1.001666784+0.005052030087j),(0.01197463367-0.01000084821j)
1.6,(0.008396344259+0.01248481963j),(1.00161016+0.005291193724j),(1.002622843+0.004424735904j),(0.00727348309-0.0190589577j)
1.6032,(0.008014934137+0.01022488903j),(1.001865864+0.005543678999j),(1.002061486+0.004676491022j),(0.007447951473-0.01637258753j)
1.6064,(0.008452294394+0.0119752977j),(1.002327204+0.005319744349j),(1.002231121+0.003976076841j),(0.006600245368-0.01820049435j)
1.6096,(0.00271571381+0.01042985916j),(1.002379417+0.00522235781j),(1.002595186+0.004926450551j),(0.0131257996-0.01617170684j)
1.6128,(0.003859797958+0.01316046529j),(1.001625061+0.005833595991j),(1.002287626+0.005060315132j),(0.01082690433-0.01930546574j)
1.616,(0.008677828126+0.01256574504j),(1.00225997+0.004400938749j),(1.001547456+0.004249274731j),(0.005647042301-0.01830031164j)
1.6192,(0.005656613968+0.01177178696j),(1.002004147+0.005550190806j),(1.002363682+0.004364952445j),(0.009422067553-0.01860804856j)
1.6224,(0.002196495887+0.01420256216j),(1.001919746+0.005318433046j),(1.00233078+0.004369318485j),(0.01279599965-0.02078870498j)
1.6256,(0.004562517162+0.006524049677j),(1.001951098+0.005545765162j),(1.003202081+0.004606366158j),(0.01084473729-0.01212623715j)
1.6288,(0.009244553745+0.008164603263j),(1.001772285+0.004499077797j),(1.002851367+0.005093336105j),(0.005448201206-0.01396872476j)
1.632,(0.0008660790045+0.008963286877j),(1.001918554+0.005553022027j),(1.00232017+0.004290834069j),(0.01310705952-0.0151339164j)
1.6352,(0.004928926472+0.002218356822j),(1.001780629+0.005454927683j),(1.002508044+0.0046620965j),(0.01073052734-0.009779717773j)
1.6384,(0.003677922767+0.002603170695j),(1.001598239+0.005354225636j),(1.002930045+0.004278182983j),(0.01185206231-0.009650789201j)
1.6416,(0.005236395635+0.009483178146j),(1.001884818+0.005410338752j),(1.002677083+0.004900162574j),(0.009542742744-0.0155983353j)
1.6448,(0.008203038946+0.007607433945j),(1.00229156+0.005476891994j),(1.002886415+0.004521638155j),(0.006970889866-0.01499733888j)
1.648,(0.01171945781+0.004527003504j),(1.001630306+0.005422145128j),(1.00295043+0.004368215799j),(0.00389965158-0.011582423j)
1.6512,(0.00689559849+0.006525256671j),(1.001932859+0.005024522543j),(1.00195837+0.004423752427j),(0.008120791055-0.01317363326j)
1.6544,(0.004681625869+0.006548076868j),(1.001867414+0.005814746022j),(1.001693726+0.004496172071j),(0.009754366241-0.01282394305j)
1.6576,(0.005981933326+0.008320890367j),(1.002057552+0.005063980818j),(1.002739191+0.004703521729j),(0.008370995522-0.01498938166j)
1.6608,(0.006254266016+0.0103774583j),(1.002070904+0.005457282066j),(1.002342105+0.004558563232j),(0.009018138051-0.01686392725j)
1.664,(0.009973935783+0.007132828701j),(1.001991987+0.006169348955j),(1.002172112+0.004930265248j),(0.00404726807-0.01410450041j)
1.6672,(0.01114847139+0.01412480883j),(1.002681255+0.004556268454j),(1.002437115+0.003736823797j),(0.003191654105-0.02179890871j)
1.6704,(0.007887061685+0.01479074545j),(1.002022028+0.005230396986j),(1.002316713+0.00415045023j),(0.007159369066-0.02206281945j)
1.6736,(0.005708921701+0.01205988973j),(1.002100945+0.005384244025j),(1.002497077+0.004355765879j),(0.008681412786-0.02078164928j)
1.6768,(0.004951002076+0.009486323223j),(1.00159514+0.00648355484j),(1.002868414+0.005017012358j),(0.009372929111-0.01618875936j)
1.68,(0.007382277399+0.01375794411j),(1.00195086+0.005734324455j),(1.002543688+0.004500746727j),(0.006747220643-0.02212450281j)
1.6832,(0.001646447461+0.01252639666j),(1.002274394+0.005702584982j),(1.002322674+0.00440761447j),(0.012593803-0.02058870718j)
1.6864,(0.004452060908+0.00666672131j),(1.002151847+0.005308121443j),(1.00291729+0.004941701889j),(0.009997340851-0.01427363511j)
1.6896,(0.005431168713+0.00680805929j),(1.001867414+0.005566120148j),(1.00244236+0.004319816828j),(0.008135380223-0.01490689814j)
1.6928,(0.005332658999+0.00720248092j),(1.002123833+0.005908042192j),(1.002753258+0.004777371883j),(0.008482805453-0.01448355522j)
1.696,(0.0002575686667+0.01492279489j),(1.002391577+0.005750015378j),(1.002910733+0.004876345396j),(0.01276496798-0.02273764461j)
1.6992,(0.0003259005025+0.009667724371j),(1.001891732+0.00553804636j),(1.002249479+0.004592686892j),(0.01307107043-0.01733830199j)
1.7024,(0.004547251388+0.0031244969j),(1.001765728+0.006090581417j),(1.002016306+0.004361063242j),(0.009239872918-0.01184413116j)
1.7056,(0.007910080254+0.006843955256j),(1.002127767+0.004933571443j),(1.002540112+0.004648382775j),(0.00476932805-0.0138430791j)
1.7088,(0.01355539076+0.0006024586037j),(1.00223577+0.005879074335j),(1.003013492+0.003822058439j),(-0.0002929246984-0.008759941906j)
1.712,(0.007190804929+0.006728165317j),(1.001928329+0.005992531776j),(1.002841473+0.004605174065j),(0.005753405392-0.01507021859j)
1.7152,(0.01055664383+0.01333424542j),(1.001478672+0.00552880764j),(1.002891898+0.004547581077j),(0.002174534835-0.02161393128j)
1.7184,(0.009453156032+0.008866456337j),(1.001548529+0.005598142743j),(1.001988649+0.004343464971j),(0.003624065779-0.01668257825j)
1.7216,(0.006250488106+0.0100382138j),(1.002146244+0.005574315786j),(1.002731919+0.004597961903j),(0.007058870047-0.01746810041j)
1.7248,(0.01029414404+0.01241833437j),(1.001878738+0.005935609341j),(1.002482176+0.004698574543j),(0.00238792412-0.0205010362j)
1.728,(0.003954056185+0.01178171113j),(1.00250411+0.005084685981j),(1.002635479+0.004568796605j),(0.008231363259-0.02090238221j)
1.7312,(0.007718618028+0.0104068052j),(1.00193274+0.00608304143j),(1.002316713+0.004713654518j),(0.004835999571-0.01873989031j)
1.7344,(0.007365044206+0.01005118899j),(1.002020597+0.005962729454j),(1.002572536+0.004614800215j),(0.004958911333-0.01749755256j)
1.7376,(0.004849539138+0.01268526353j),(1.001759291+0.00572013855j),(1.002407312+0.005111545324j),(0.006957022473-0.02022090554j)
1.7408,(0.003895354923+0.01186686847j),(1.001925349+0.005705282092j),(1.002118349+0.004281446338j),(0.008767246269-0.02078626677j)
1.744,(0.005319453776+0.01386777125j),(1.00231564+0.006193906069j),(1.002533197+0.004455029964j),(0.007209438831-0.02159695886j)
1.7472,(0.006041383371+0.0128663294j),(1.002249002+0.005217134953j),(1.002351761+0.004943430424j),(0.006581746042-0.02181841433j)
1.7504,(0.003653861349+0.01031478122j),(1.002034068+0.00500976108j),(1.00217557+0.004352524877j),(0.009717945941-0.01870305277j)
1.7536,(0.005937768146+0.0096457256j),(1.002219439+0.005896389484j),(1.002476573+0.005037516356j),(0.006400697865-0.01855696179j)
1.7568,(0.008668488823+0.00914551504j),(1.001841545+0.005853623152j),(1.002505779+0.005236685276j),(0.004349508323-0.01749570668j)
1.76,(0.004344040062+0.01476794016j),(1.002014518+0.006050724536j),(1.002485991+0.005161326379j),(0.007039105054-0.02380048111j)
1.7632,(0.003804905573+0.01028179564j),(1.00217402+0.005810290575j),(1.002621531+0.004522532225j),(0.008011930622-0.01754222438j)
1.7664,(0.004593609367+0.01147583127j),(1.002369404+0.005240291357j),(1.002751589+0.004212230444j),(0.006935281679-0.01967754588j)
1.7696,(0.003786479356+0.008767329156j),(1.002313972+0.006064400077j),(1.002436876+0.004975363612j),(0.007806404494-0.01714420505j)
1.7728,(0.004959987476+0.009559123777j),(1.002293229+0.00554934144j),(1.002593875+0.005056679249j),(0.006735317409-0.01817193255j)
1.776,(0.002450278029+0.009518613108j),(1.002130985+0.005911529064j),(1.00293684+0.005072712898j),(0.009487779811-0.01825774461j)
1.7792,(0.00971060805+0.009935298935j),(1.001958966+0.005567520857j),(1.002946496+0.004470050335j),(0.002594735473-0.01934292912j)
1.7824,(0.006915261969+0.006479796488j),(1.001764297+0.005602702498j),(1.002695441+0.00523070991j),(0.005421341397-0.01553296763j)
1.7856,(0.00727986265+0.009949885309j),(1.002101183+0.005148172379j),(1.002517223+0.00475358963j),(0.004699636716-0.01857825369j)
1.7888,(0.002396666212+0.009326304309j),(1.002233624+0.005517929792j),(1.003045559+0.004724442959j),(0.009134154767-0.01820032671j)
1.792,(0.009497540072+0.006981912069j),(1.002230525+0.005917320028j),(1.002598763+0.00459882617j),(0.002772888169-0.01571815275j)
1.7952,(0.008541314863+0.009635344148j),(1.002252817+0.005748152733j),(1.002413273+0.004677653313j),(0.003129315097-0.01981019415j)
1.7984,(0.008616706356+0.009569794871j),(1.001978993+0.005777150393j),(1.002472639+0.005045175552j),(0.002482745796-0.01848941669j)
1.8016,(0.009136759676+0.01046413556j),(1.002153277+0.005965307355j),(1.002537727+0.00478900969j),(0.003475236706-0.01952305809j)
1.8048,(0.006762037519+0.01345186867j),(1.00205946+0.006228804588j),(1.002141356+0.004661127925j),(0.005299564451-0.02268493362j)
1.808,(0.007337380666+0.008974718861j),(1.002146959+0.005117297173j),(1.002404451+0.005539685488j),(0.004674323834-0.01785256527j)
1.8112,(0.006896628998+0.0100485608j),(1.002338886+0.005700618029j),(1.002703786+0.004584252834j),(0.004957037512-0.01902877726j)
1.8144,(0.007675572298+0.01094258577j),(1.002215981+0.006242677569j),(1.002543807+0.004719659686j),(0.003640648909-0.01995912567j)
1.8176,(0.004544221796+0.01365439314j),(1.001910686+0.005853593349j),(1.002325416+0.005026221275j),(0.006828535814-0.02272317186j)
1.8208,(0.004417418502+0.006456189789j),(1.002042294+0.006637454033j),(1.002846837+0.00464707613j),(0.006494218949-0.01550896931j)
1.824,(0.001228759298+0.01262478437j),(1.001447916+0.006121605635j),(1.002329826+0.004741668701j),(0.009638198651-0.02248907648j)
1.8272,(0.005921189673+0.009830267169j),(1.002245903+0.005931273103j),(1.002812028+0.005091875792j),(0.005449110642-0.01918132417j)
1.8304,(0.006966589019+0.01014989708j),(1.001976848+0.006237983704j),(1.002718925+0.004720360041j),(0.003726575524-0.02010633796j)
1.8336,(0.00351350964+0.007562179118j),(1.001849532+0.00660943985j),(1.002437949+0.004673838615j),(0.007380250841-0.01783021167j)
1.8368,(0.004187080543+0.01058478095j),(1.001812935+0.005816608667j),(1.002288342+0.004597887397j),(0.006567259785-0.01973745599j)
1.84,(0.005095116328+0.005766511429j),(1.002263784+0.006019949913j),(1.002677321+0.004483431578j),(0.005430277437-0.01639705151j)
1.8432,(0.001274518436+0.009255019017j),(1.002305627+0.006364166737j),(1.00271225+0.00528806448j),(0.009140565991-0.01848580316j)
1.8464,(0.003815800883+0.009843299165j),(1.002258658+0.005671575665j),(1.002701998+0.004991399124j),(0.006687412504-0.01887817308j)
1.8496,(0.005439097062+0.005848838948j),(1.002362847+0.006568968296j),(1.002480865+0.005234509706j),(0.00556741422-0.01651616395j)
1.8528,(0.005094700493+0.01199411042j),(1.002166271+0.006779104471j),(1.003014922+0.005045562983j),(0.0058839228-0.02205560915j)
1.856,(0.005817006808+0.009041463956j),(1.002405524+0.005924090743j),(1.003267884+0.00477284193j),(0.004478813149-0.01896856911j)
1.8592,(0.01189597882+0.006477438379j),(1.002214432+0.005673021078j),(1.002315521+0.004855334759j),(-0.0007250164635-0.01726688445j)
1.8624,(0.00644715922+0.009222547524j),(1.002471089+0.005566328764j),(1.002829552+0.00493362546j),(0.003998546861-0.01995141804j)
1.8656,(0.0122983586+0.01006215159j),(1.002386093+0.005610600114j),(1.002601862+0.004591733217j),(-0.001318081515-0.02041662671j)
1.8688,(0.005982917733+0.01297144219j),(1.002489924+0.00635920465j),(1.002914071+0.004586994648j),(0.004191385582-0.02288110182j)
1.872,(0.008406960405+0.005084414501j),(1.002369881+0.006574630737j),(1.002731442+0.005481243134j),(0.001210112125-0.0159490183j)
1.8752,(0.00680428464+0.0155700203j),(1.002436996+0.005768686533j),(1.00296247+0.004476577044j),(0.003444996197-0.02572811395j)
1.8784,(0.01135358308+0.006715090945j),(1.00251615+0.006715863943j),(1.00223577+0.005261585116j),(-0.00105372211-0.01814557053j)
1.8816,(0.006169849075+0.008504157886j),(1.002277613+0.005644619465j),(1.002456069+0.004853516817j),(0.003984993324-0.01916973479j)
1.8848,(0.00444577774+0.0111923879j),(1.002470255+0.005937278271j),(1.002669334+0.004973590374j),(0.004464397673-0.02150617912j)
1.888,(5.170024815e-05+0.01381350029j),(1.002576947+0.006265250966j),(1.003178835+0.004684394225j),(0.00973533839-0.02458786033j)
1.8912,(0.008828501217+0.01125676651j),(1.002316117+0.006101280451j),(1.002571583+0.005129188299j),(0.000763874501-0.02265048958j)
1.8944,(0.005162560847+0.008967000991j),(1.002398491+0.006486743689j),(1.002866983+0.004706799984j),(0.004064126872-0.01948679797j)
1.8976,(0.006208354607+0.008451915346j),(1.002625227+0.005770035088j),(1.002743602+0.005181655288j),(0.004236771725-0.01920111477j)
1.9008,(0.006322368048+0.009120360017j),(1.002155781+0.006381094456j),(1.002731204+0.00515332818j),(0.003705167212-0.01979820617j)
1.904,(0.004277738277+0.01102990285j),(1.002306938+0.005795061588j),(1.002539873+0.004627615213j),(0.005724551156-0.02156196162j)
1.9072,(0.002983564511+0.009003749117j),(1.002412319+0.006248325109j),(1.002448559+0.005199283361j),(0.006255163811-0.02020152844j)
1.9104,(0.008192826062+0.006824925542j),(1.002523184+0.00577133894j),(1.003048539+0.005379915237j),(0.002099233679-0.01793813705j)
1.9136,(0.006028146017+0.007268603425j),(1.002336144+0.006263524294j),(1.002574921+0.005203515291j),(0.003303181846-0.01817366667j)
1.9168,(0.001771115232+0.003591583809j),(1.002457619+0.006246805191j),(1.002735972+0.00500780344j),(0.007960209623-0.01530682854j)
1.92,(-0.0002014359925+0.01243162248j),(1.00282371+0.005648091435j),(1.002954125+0.00528998673j),(0.009628607891-0.02285907976j)
1.9232,(0.01292529982+0.01262683049j),(1.002832651+0.005403101444j),(1.003099561+0.004701346159j),(-0.004213344306-0.02360769734j)
1.9264,(0.003125096671+0.008089271374j),(1.00252521+0.005510777235j),(1.002437234+0.005738466978j),(0.005596220493-0.01909328438j)
1.9296,(0.01521966886+0.00468315091j),(1.002290249+0.005804046988j),(1.002528071+0.004809632897j),(-0.0064546098-0.01527142059j)
1.9328,(0.007407417521+0.01355734281j),(1.002716899+0.006227642298j),(1.002472401+0.005324333906j),(0.0008155740798-0.02377681434j)
1.936,(0.002034745179+0.005118079949j),(1.002428293+0.005495846272j),(1.002955675+0.00518861413j),(0.005803320091-0.01636213437j)
1.9392,(0.00778872706+0.01383374352j),(1.002791762+0.00603698194j),(1.002822161+0.005080848932j),(0.001589962747-0.02441234328j)
1.9424,(0.007787555456+0.01073845662j),(1.002799034+0.005482107401j),(1.00251019+0.005400910974j),(0.001149171731-0.02187537774j)
1.9456,(0.0104936827+0.008322826587j),(1.002326488+0.006171137094j),(1.002304554+0.005691885948j),(-0.002342369407-0.01846571639j)
1.9488,(0.009342799895+0.009605943225j),(1.002538085+0.005315899849j),(1.002329946+0.005116611719j),(-0.0003557084128-0.02062313445j)
1.952,(0.00338953943+0.007118950598j),(1.00235641+0.005996562541j),(1.00292027+0.005335479975j),(0.005657866597-0.01772925444j)
1.9552,(0.005069344305+0.009710463695j),(1.00298214+0.005725950003j),(1.002921224+0.005677491426j),(0.003236636287-0.0203341078j)
1.9584,(0.005761173554+0.006172820926j),(1.00288713+0.005199551582j),(1.003346205+0.005291134119j),(0.003083308693-0.01680829376j)
1.9616,(0.004578623455+0.007454109844j),(1.002854824+0.006025314331j),(1.003035069+0.005252867937j),(0.003906959668-0.01855775155j)
1.9648,(0.006138677243+0.01060891431j),(1.003103852+0.005440592766j),(1.002487183+0.005235396326j),(0.002171664964-0.0223372858j)
1.968,(0.005482884124+0.009107815102j),(1.002530694+0.005851864815j),(1.002546191+0.005691230297j),(0.002499524038-0.02035226673j)
1.9712,(0.004198209383+0.007333735004j),(1.00258255+0.005575925112j),(1.00280726+0.005036443472j),(0.003675319254-0.01881843247j)
1.9744,(0.008594951592+0.009946899489j),(1.002791405+0.005418431014j),(1.002598882+0.005922824144j),(0.0003439707798-0.02087984234j)
1.9776,(0.008056614548+0.007741914131j),(1.002503276+0.006218612194j),(1.002746105+0.005889356136j),(-0.000342448242-0.02007464319j)
1.9808,(0.008496813476+0.009015956894j),(1.00271666+0.005338251591j),(1.00281167+0.00559797883j),(-0.0005509583279-0.01960999891j)
1.984,(0.007477894425+0.006979322527j),(1.002889872+0.005368590355j),(1.00254488+0.00492054224j),(0.0006657205522-0.01858352497j)
1.9872,(0.009915540926+0.009986801073j),(1.00276351+0.006142348051j),(1.002647996+0.004900932312j),(-0.0009835367091-0.02108428441j)
1.9904,(0.009510084987+0.01071575005j),(1.002624393+0.006055444479j),(1.003350258+0.004687726498j),(-0.0008815890178-0.02158504911j)
1.9936,(0.00931222178+0.00635251496j),(1.002669692+0.005336344242j),(1.00216794+0.004748642445j),(-0.001377412584-0.017497655j)
1.9968,(0.006220427807+0.0115834279j),(1.002732515+0.006092458963j),(1.002966523+0.005500823259j),(0.001832186244-0.02226364054j)
2.0,(0.007371947169+0.009872562252j),(1.002565384+0.006363153458j),(1.003516197+0.005275547504j),(0.0003140456975-0.02014941722j)
2.0032,(0.007674189284+0.00996757485j),(1.001323938+0.009086042643j),(1.002804399+0.004847377539j),(-0.001272895373-0.0209550932j)
2.0064,(0.002522591036+0.009430130944j),(1.001763225+0.01001089066j),(1.003691792+0.005992181599j),(0.00541582983-0.01984684728j)
2.0096,(0.005885213614+0.01082280837j),(1.001245022+0.01053887606j),(1.003131628+0.005069226027j),(0.001386962831-0.02083521523j)
2.0128,(0.006583424285+0.007591803093j),(1.001270175+0.01050961018j),(1.002817392+0.005548447371j),(0.0006936891004-0.01764752343j)
2.016,(0.01016623154+0.01153851952j),(1.000750422+0.01003744453j),(1.002090096+0.004731744528j),(-0.00338301342-0.02364477515j)
2.0192,(0.004351023585+0.009178536013j),(1.001052737+0.01089328527j),(1.002862811+0.005635499954j),(0.002441124991-0.01962120645j)
2.0224,(0.005631884094+0.009781038389j),(1.001066923+0.009977757931j),(1.002689838+0.00545629859j),(0.001220883802-0.02129973471j)
2.0256,(0.007971195504+0.008001040667j),(1.001340389+0.009623855352j),(1.002525568+0.005542427301j),(-0.000435765367-0.01944495365j)
2.0288,(0.003303532489+0.01042449381j),(1.001267552+0.009580597281j),(1.002537251+0.00484123081j),(0.00355585129-0.0221994929j)
2.032,(0.00483029848+0.00743799936j),(1.00116694+0.01002079248j),(1.002927065+0.005144327879j),(0.003507297952-0.01988958567j)
2.0352,(0.006426629145+0.006525171921j),(1.001399875+0.009579002857j),(1.003225803+0.005921840668j),(0.0008679172024-0.01853521727j)
2.0384,(0.009779572487+0.0087856967j),(1.001643181+0.009602025151j),(1.003607273+0.005474537611j),(-0.002190084662-0.02010025084j)
2.0416,(0.005933952983+0.004709010478j),(1.001300097+0.01012572646j),(1.002985954+0.005373388529j),(0.001972843893-0.01760623977j)
2.0448,(0.007894807495+0.009524638765j),(1.001466036+0.01052939892j),(1.003161669+0.006255209446j),(-0.0009093815461-0.02138740942j)
2.048,(0.00701520592+0.007182021625j),(1.001213193+0.009697854519j),(1.002840281+0.005124658346j),(0.0004663839936-0.0199832432j)
2.0512,(0.008414754644+0.002419199562j),(1.001873374+0.008509842679j),(1.002422094+0.005044274963j),(-0.001460239757-0.01521400735j)
2.0544,(0.007136259228+0.01126337796j),(1.002257586+0.007535010576j),(1.003226519+0.005828231573j),(-0.0002793958411-0.02200275287j)
2.0576,(0.006774964277+0.008981586434j),(1.002046227+0.006991237402j),(1.002807498+0.005375385284j),(-0.00149055291-0.0203996338j)
2.0608,(0.01312608458+0.009766971692j),(1.002414346+0.00557051599j),(1.002972841+0.0048058182j),(-0.006566825323-0.02083871514j)
2.064,(0.004357677884+0.007511347532j),(1.002212167+0.007644027472j),(1.002244711+0.006138324738j),(0.001322330907-0.01836895943j)
2.0672,(0.009960602969+0.006812666543j),(1.002550483+0.006414800882j),(1.002224684+0.005761563778j),(-0.004197694361-0.01889164001j)
2.0704,(0.01280798111+0.01209729351j),(1.002138138+0.006888106465j),(1.002859712+0.004707291722j),(-0.00646500662-0.02391570248j)
2.0736,(0.008385812864+0.01152762957j),(1.002419233+0.00723773241j),(1.003208756+0.003236889839j),(-0.002563031856-0.02403673902j)
2.0768,(0.008003294468+0.008919227868j),(1.002274275+0.007477611303j),(1.002944946+0.003620922565j),(-0.002213452943-0.0203171391j)
2.08,(0.006894282997+0.007750332355j),(1.002197862+0.006801024079j),(1.003657937+0.004143446684j),(-0.001201956533-0.01980268024j)
2.0832,(0.005755447317+0.008585412055j),(1.002779365+0.007163137197j),(1.003994107+0.004442423582j),(0.001371359685-0.01941861585j)
2.0864,(0.007575114258+0.0072035864j),(1.002240896+0.007287025452j),(1.003543854+0.004231125116j),(-0.001641623676-0.01895254478j)
2.0896,(0.007737592328+0.01173545048j),(1.002898693+0.006779491901j),(1.003043652+0.002705127001j),(-0.001908514183-0.02376160771j)
2.0928,(-0.0002390467562+0.009150879458j),(1.00278461+0.006577074528j),(1.00427711+0.002356380224j),(0.006613635458-0.02189425007j)
2.096,(0.001656687353+0.01179899089j),(1.002580404+0.006947040558j),(1.003343344+0.002915114164j),(0.003490198404-0.02389460802j)
2.0992,(0.008304219693+0.006063940004j),(1.002293825+0.006507188082j),(1.003704667+0.003157943487j),(-0.001986134332-0.01738354005j)
2.1024,(0.006458220072+0.001212709001j),(1.002775908+0.00651088357j),(1.004318118+0.002651251853j),(-6.11730502e-05-0.0134739792j)
