Frequency,S11,S21,S12,S22
5200000000.0,(-9.59056159210291+124.07650957707j),(-3.18958320870372-106.97002660817j),(-3.22537828128685-106.628300824388j),(-9.53369916482383-175.057084573156j)
5210000000.0,(-9.59572417093371+123.841034702886j),(-3.19701692305943-107.823835726537j),(-3.21573333797949-107.787157065213j),(-9.4661445907084-175.745167796204j)
5220000000.0,(-9.51142328865982+123.479124661524j),(-3.210596564228-108.639103861426j),(-3.23859261993638-108.553886081805j),(-9.44439248204299-176.337159073801j)
5230000000.0,(-9.49308582999031+123.328553771841j),(-3.20957658141606-109.588263129117j),(-3.24901515612076-109.402124790613j),(-9.39089948564493-176.886763061991j)
5240000000.0,(-9.41040554540521+122.849337179731j),(-3.21330148234864-110.323237740029j),(-3.25995041985231-110.341476832978j),(-9.3466325497721-176.878630411207j)
5250000000.0,(-9.43320786855131+122.670875101393j),(-3.25022464442642-111.089697026044j),(-3.2604797926067-111.191433018266j),(-9.34131859227303-178.028493631926j)
5260000000.0,(-9.30088474481136+122.191537697256j),(-3.25187239065119-112.016211557561j),(-3.25018106838818-111.905913807885j),(-9.32204571717604-178.954236071362j)
5270000000.0,(-9.27445486739603+122.326233124748j),(-3.24772798066743-112.707542025536j),(-3.27770951042409-112.671237446571j),(-9.33835462261898-179.927534008499j)
5280000000.0,(-9.25114572009665+122.481454286291j),(-3.26403110716834-113.374987821509j),(-3.25882914251266-113.345762181145j),(-9.27536626129968+179.137074499418j)
5290000000.0,(-9.18835142092319+121.893644847072j),(-3.24993759168015-114.305998686844j),(-3.28760865319055-114.351746942494j),(-9.28856133190992+178.184639773472j)
5300000000.0,(-9.17606063391393+121.489893097536j),(-3.28071147765442-115.045573669759j),(-3.27848490239852-115.227993047919j),(-9.2841847736459+177.325341603485j)
5310000000.0,(-9.14086065224977+121.823979325416j),(-3.30438729210291-115.821530438199j),(-3.3099736007791-115.932408063314j),(-9.26258267927888+176.559367336163j)
5320000000.0,(-9.11114391489832+121.311410977094j),(-3.29834918922519-116.726824657919j),(-3.29177059243815-116.666723308459j),(-9.19993790185808+175.837654886593j)
5330000000.0,(-9.17617942148807+121.284379537818j),(-3.29150326005653-117.504711864765j),(-3.29996045075232-117.757339890175j),(-9.20764515525827+175.325151342834j)
5340000000.0,(-9.1916965968152+121.060902596181j),(-3.29917544725711-118.443953052228j),(-3.29361278961749-118.334568862072j),(-9.16525221278274+174.807773426521j)
5350000000.0,(-9.14790368075344+120.355762721569j),(-3.29291454040295-119.052124189518j),(-3.29583699075184-119.110723999259j),(-9.10260173818735+174.483374776925j)
5360000000.0,(-9.20244133145362+120.302669781118j),(-3.31453961162106-119.942189511967j),(-3.3260161071858-119.95186468123j),(-9.07475441237942+173.756314940704j)
5370000000.0,(-9.21854506419417+120.170800172009j),(-3.30121864225937-120.808684592j),(-3.33934651332817-120.875211621605j),(-9.08151680576731+173.183042508947j)
5380000000.0,(-9.09637264905798+119.952265002548j),(-3.32893369097902-121.694894345544j),(-3.34096621091464-121.665054750032j),(-9.16577589401652+172.128818175299j)
5390000000.0,(-9.10521636740862+119.796191612476j),(-3.30927004851997-122.45109259039j),(-3.32123662575072-122.309665038132j),(-9.15269261845444+170.667421049723j)
