,s 11,s 12,s 21,s 22
1.4368,(-0.1132190749+0.1658211052j),(0.9751883745+0.2043971419j),(0.9756032825+0.2035934925j),(0.08520973474+0.1750701219j)
1.44,(-0.1079121977+0.1624147892j),(0.9753271937+0.204274565j),(0.9766566753+0.2027687728j),(0.0797502771+0.1773776114j)
1.4432,(-0.112306647+0.1687710881j),(0.9755964279+0.2051531971j),(0.976465106+0.2040687799j),(0.08396562934+0.1712540388j)
1.4464,(-0.1088354588+0.1646117866j),(0.9755120277+0.2045493126j),(0.9759800434+0.2038086355j),(0.08083459735+0.1760998666j)
1.4496,(-0.1075181961+0.1709376425j),(0.9762203693+0.2056391537j),(0.9763771892+0.2051940858j),(0.07940656692+0.1686502546j)
1.4528,(-0.1098565981+0.1658667922j),(0.9753700495+0.2053874135j),(0.9755630493+0.2051576674j),(0.08129097521+0.1755155623j)
1.456,(-0.1084375232+0.1665480137j),(0.9752162695+0.2062537074j),(0.976187706+0.205407083j),(0.08053407073+0.1744377464j)
1.4592,(-0.1095110774+0.1635219753j),(0.9743769765+0.205859527j),(0.9757016897+0.2048727274j),(0.08027257025+0.1773751527j)
1.4624,(-0.1060757041+0.1681200266j),(0.9748125076+0.2066700011j),(0.9757624269+0.2059029043j),(0.07743973285+0.1736689657j)
1.4656,(-0.1198173165+0.1732126176j),(0.9739602804+0.2089981437j),(0.9747191668+0.2079278827j),(0.09059156477+0.1691965014j)
1.4688,(-0.1107491851+0.1730353981j),(0.9743568897+0.209037751j),(0.9764145017+0.2072876096j),(0.08234056085+0.1700998992j)
1.472,(-0.1171613038+0.1715892851j),(0.9737501144+0.2090618312j),(0.9740974903+0.2082603276j),(0.08768159151+0.1718668789j)
1.4752,(-0.11867553+0.1664114445j),(0.9734431505+0.208760798j),(0.9742739201+0.2083001137j),(0.08880093694+0.1761152446j)
1.4784,(-0.1170312464+0.174757421j),(0.9742081165+0.2108198404j),(0.9747858047+0.2094514966j),(0.0882236138+0.1694941521j)
1.4816,(-0.118851915+0.1710648984j),(0.9732507467+0.2107054442j),(0.9746930003+0.2096236944j),(0.0893195942+0.1719800532j)
1.4848,(-0.1183627993+0.1640895158j),(0.9728503823+0.2102480084j),(0.9740120173+0.2082455307j),(0.08611370623+0.180014357j)
1.488,(-0.1205031127+0.1675360054j),(0.9726890326+0.2111040652j),(0.9739458561+0.2100357413j),(0.0898302421+0.1765663624j)
1.4912,(-0.113528654+0.1672580987j),(0.9736327529+0.2113556117j),(0.9748734832+0.2100746632j),(0.08237728477+0.1762556583j)
1.4944,(-0.1202193126+0.1661354005j),(0.9727554321+0.21163854j),(0.9727345109+0.2097182274j),(0.08886034787+0.1797891706j)
1.4976,(-0.1177118644+0.1700522602j),(0.9727780819+0.212364614j),(0.9742760658+0.2111084759j),(0.08631044626+0.1749729812j)
1.5008,(-0.1168764383+0.1683058739j),(0.97316432+0.211450398j),(0.9738158584+0.2108912468j),(0.08454933763+0.177673623j)
1.504,(-0.1178413779+0.1691200137j),(0.9727545977+0.213664338j),(0.9738750458+0.2110208571j),(0.08648184687+0.1766953021j)
1.5072,(-0.1153925136+0.167000249j),(0.9735516906+0.2124422193j),(0.9734977484+0.2116808891j),(0.08336372674+0.1788456738j)
1.5104,(-0.1204192862+0.1646953076j),(0.9723168612+0.2128113806j),(0.9729725122+0.2111634612j),(0.08780737966+0.1825951934j)
1.5136,(-0.1191026643+0.1648185253j),(0.9716328382+0.2139823437j),(0.973176837+0.2116084397j),(0.0858078748+0.1816559583j)
1.5168,(-0.1196424142+0.1660966724j),(0.971724093+0.2143093646j),(0.9727908969+0.2120012641j),(0.08552692086+0.1820002198j)
1.52,(-0.1218737811+0.1677376777j),(0.9719965458+0.214792043j),(0.9728577733+0.2122409046j),(0.08978703618+0.180606246j)
1.5232,(-0.1198620871+0.1702567041j),(0.9714621902+0.2153182924j),(0.9735355377+0.2137055099j),(0.0855448842+0.178650707j)
1.5264,(-0.1163668856+0.167265147j),(0.9724526405+0.2151281387j),(0.973849833+0.2128918469j),(0.08279001713+0.1812643856j)
1.5296,(-0.1215310395+0.1659172326j),(0.9709627628+0.215724051j),(0.9724172354+0.2136199176j),(0.08687438071+0.1837773472j)
1.5328,(-0.1208240762+0.171595633j),(0.9716806412+0.2159142941j),(0.9723719954+0.2141478062j),(0.08635398746+0.1779683828j)
1.536,(-0.1223158687+0.1779724211j),(0.9722030759+0.217887044j),(0.9733707905+0.2162527442j),(0.08871712536+0.1725373119j)
1.5392,(-0.1248880476+0.1696444154j),(0.9706183076+0.2174566984j),(0.9720269442+0.2155984938j),(0.090414159+0.1818386018j)
1.5424,(-0.1213890165+0.1701347828j),(0.971356988+0.2167847455j),(0.9718155265+0.2153880298j),(0.08560714126+0.1806341112j)
1.5456,(-0.1295651793+0.1705926955j),(0.970488131+0.2183159143j),(0.9718714356+0.2164671123j),(0.09460325539+0.1814662963j)
1.5488,(-0.1312948912+0.1767086387j),(0.9707297087+0.2189693749j),(0.9710533023+0.2172624469j),(0.09755244851+0.1765021086j)
1.552,(-0.1262096465+0.1675393879j),(0.9702209234+0.2181886733j),(0.9714127183+0.2164759636j),(0.08950765431+0.1836126894j)
1.5552,(-0.1255451143+0.1706636846j),(0.9705857635+0.2187415957j),(0.9715934396+0.217392832j),(0.09009467065+0.1814779788j)
1.5584,(-0.1323979795+0.1647357494j),(0.9690544009+0.2191409022j),(0.9704856873+0.2174156755j),(0.09579703212+0.1876253486j)
1.5616,(-0.1318737715+0.1736924648j),(0.9698989391+0.2205071151j),(0.9698739648+0.2183141708j),(0.09447391331+0.1790196002j)
1.5648,(-0.13079606+0.1686953455j),(0.9695128202+0.2203847617j),(0.9701516032+0.2182698995j),(0.0935112834+0.1838237047j)
1.568,(-0.1267689615+0.1688220203j),(0.9705089927+0.2196615189j),(0.9706960917+0.2186352909j),(0.08945532143+0.1837254316j)
1.5712,(-0.1319773346+0.1662168205j),(0.9696450233+0.2199990451j),(0.9699150324+0.2187185287j),(0.09413726628+0.1864080876j)
1.5744,(-0.129283905+0.170214057j),(0.9695227146+0.2206220925j),(0.9703983068+0.2195498049j),(0.0917410329+0.1837582588j)
1.5776,(-0.1259243041+0.168520093j),(0.9694011807+0.2207975537j),(0.9705986381+0.2189920247j),(0.08733744919+0.1856247187j)
1.5808,(-0.1286554635+0.1667701453j),(0.9696651697+0.2210437059j),(0.9701202512+0.2197470665j),(0.09019868076+0.1860373765j)
1.584,(-0.1255732775+0.1716109663j),(0.970005393+0.2220344543j),(0.9709226489+0.220110476j),(0.08880420029+0.1818249375j)
1.5872,(-0.1285233796+0.1711717546j),(0.9691221714+0.2225144058j),(0.9705033898+0.2210095376j),(0.09064118564+0.1829839796j)
1.5904,(-0.1276299059+0.1719988585j),(0.9697127342+0.2225907743j),(0.9703013301+0.2209110111j),(0.0896358192+0.1824207455j)
1.5936,(-0.1282190382+0.1676362455j),(0.9687513709+0.2228985727j),(0.9695023298+0.2208942175j),(0.09025108814+0.1854038984j)
1.5968,(-0.1334267408+0.163552478j),(0.9681749344+0.2228362858j),(0.967918098+0.2215636075j),(0.09331135452+0.1902453005j)
1.6,(-0.1299744844+0.1734181792j),(0.9684818387+0.2242341042j),(0.9696688652+0.2227160037j),(0.09190813452+0.1811596006j)
1.6032,(-0.1305003017+0.1711774468j),(0.9683053493+0.2248633802j),(0.9687949419+0.2229678333j),(0.09146934748+0.1838568002j)
1.6064,(-0.1308712214+0.1730364561j),(0.968685627+0.2251934707j),(0.9687477946+0.2228845954j),(0.09143266082+0.1822366267j)
1.6096,(-0.1364790052+0.1707431078j),(0.9679399133+0.2252439409j),(0.9681507945+0.2242210209j),(0.09711055458+0.1863295138j)
1.6128,(-0.1365899891+0.1734973192j),(0.9670618176+0.2261586785j),(0.967767477+0.224799186j),(0.09586690366+0.1828724742j)
1.616,(-0.1320497394+0.17408292j),(0.9682436585+0.2253777385j),(0.9677590132+0.2242029905j),(0.09120230377+0.1827614158j)
1.6192,(-0.1355261803+0.1728943586j),(0.9674269557+0.2265880704j),(0.9679554105+0.2251213044j),(0.09498888254+0.1838809848j)
1.6224,(-0.1396889538+0.1747390628j),(0.9667241573+0.2272946239j),(0.967349112+0.2255591154j),(0.09897964448+0.1832475066j)
1.6256,(-0.1369458437+0.1680740714j),(0.9666267037+0.226847887j),(0.9678813219+0.2255144119j),(0.09492012113+0.1911225468j)
1.6288,(-0.1332010031+0.1704317927j),(0.9671646953+0.226246655j),(0.9680387974+0.226223886j),(0.09089688957+0.1883069873j)
1.632,(-0.1417159736+0.1697922647j),(0.9658895135+0.2278570533j),(0.9663203955+0.2257857919j),(0.09854540229+0.1896130592j)
1.6352,(-0.1371943057+0.1642004848j),(0.9661774635+0.2273806632j),(0.9669475555+0.2259542644j),(0.09521966428+0.1942107081j)
1.6384,(-0.1390064061+0.16440548j),(0.965700984+0.2277822644j),(0.9669338465+0.2257205993j),(0.09676918387+0.1950652152j)
1.6416,(-0.1392747164+0.1713102609j),(0.9657601118+0.228977412j),(0.966455996+0.2273484021j),(0.09630261362+0.1892612278j)
1.6448,(-0.1366163939+0.1701062322j),(0.9662952423+0.2293225527j),(0.9671997428+0.227379024j),(0.09447568655+0.1892331541j)
1.648,(-0.1332471818+0.1679660529j),(0.9661490917+0.2287560701j),(0.9674514532+0.2274018526j),(0.09089714289+0.1917627305j)
1.6512,(-0.1384549439+0.1689857244j),(0.9657626748+0.2294335961j),(0.9658187628+0.2276698798j),(0.09553679824+0.1917644888j)
1.6544,(-0.1414036155+0.1684557945j),(0.9649963379+0.2304198742j),(0.9650555253+0.2283304632j),(0.09701666236+0.1927747875j)
1.6576,(-0.1409138441+0.1705957353j),(0.9654808044+0.2303188741j),(0.9662258625+0.2290609479j),(0.09675897658+0.1907686591j)
1.6608,(-0.1415206641+0.1723699421j),(0.9652236104+0.2313634455j),(0.9654658437+0.2297339737j),(0.09821457416+0.1895415038j)
1.664,(-0.1379167587+0.1700716764j),(0.96550107+0.2318972349j),(0.9658265114+0.2295055985j),(0.09301159531+0.190931052j)
1.6672,(-0.1383170038+0.1768668741j),(0.9666657448+0.2315575182j),(0.9664919376+0.2299169004j),(0.09492596984+0.1837813109j)
1.6704,(-0.1423443258+0.1769616604j),(0.9649925232+0.2329665124j),(0.965472579+0.2309010327j),(0.09866638482+0.1848597825j)
1.6736,(-0.1445317715+0.173794359j),(0.9651325345+0.233053565j),(0.9653762579+0.2310534716j),(0.1001939029+0.186600998j)
1.6768,(-0.1454349011+0.1712276042j),(0.9637061357+0.2338768542j),(0.9652073383+0.23181355j),(0.09940698743+0.1916194707j)
1.68,(-0.144346416+0.1757879853j),(0.9646980762+0.2342309207j),(0.9649863839+0.2321914285j),(0.09895786643+0.1854789555j)
1.6832,(-0.1500535607+0.1736359447j),(0.9638348818+0.2343563437j),(0.9640385509+0.2324987054j),(0.104249686+0.1888371408j)
1.6864,(-0.1469021142+0.168545559j),(0.9641581774+0.2335101366j),(0.9645090103+0.2323404253j),(0.100485377+0.194109112j)
1.6896,(-0.1464838088+0.1689117551j),(0.9640068412+0.2339828014j),(0.9643541574+0.2321247756j),(0.09933370352+0.1933144629j)
1.6928,(-0.1470042467+0.1695373803j),(0.9637733698+0.2348201871j),(0.9645399451+0.2331205308j),(0.09974394739+0.194299221j)
1.696,(-0.1538198143+0.1759698093j),(0.9631748796+0.2364111543j),(0.9637544751+0.2345463037j),(0.1061779261+0.1882694215j)
1.6992,(-0.1531057358+0.1711197197j),(0.9625627995+0.2355067134j),(0.962987721+0.2339547276j),(0.1051198691+0.1933504939j)
1.7024,(-0.1481802016+0.1655694693j),(0.9630768299+0.2358215302j),(0.963231802+0.2333222181j),(0.1005485877+0.1975384355j)
1.7056,(-0.1461413801+0.1696616113j),(0.9636611938+0.2352240086j),(0.9637201428+0.2339768261j),(0.0974060595+0.1949647665j)
1.7088,(-0.1402325332+0.1649065912j),(0.9640697837+0.2360669374j),(0.9653235674+0.2332993448j),(0.09160842001+0.1985083222j)
1.712,(-0.1475979686+0.1696318984j),(0.9630501866+0.2370795757j),(0.9639564753+0.2351679504j),(0.09933710098+0.1948325485j)
1.7152,(-0.1461942792+0.1764407009j),(0.9631368518+0.2378936708j),(0.9643266201+0.236283958j),(0.09810261428+0.1879342943j)
1.7184,(-0.146828264+0.1721443981j),(0.9624987841+0.2377416492j),(0.9633255005+0.2358301878j),(0.09822571278+0.1930335164j)
1.7216,(-0.1505054533+0.1726581752j),(0.962339282+0.2383031845j),(0.9630523324+0.236561358j),(0.1018721983+0.1936701536j)
1.7248,(-0.1477120817+0.1755620986j),(0.9627356529+0.2393818647j),(0.9635820985+0.2373103201j),(0.09859731048+0.1900669932j)
1.728,(-0.1540977657+0.1739273816j),(0.9625399113+0.2387977093j),(0.9627125263+0.2373031974j),(0.1043162271+0.1913900971j)
1.7312,(-0.1508331597+0.1732238531j),(0.9621045589+0.2397975922j),(0.9626917839+0.2371783853j),(0.1007166654+0.1926460266j)
1.7344,(-0.1519684941+0.1730294824j),(0.9619534016+0.2402394563j),(0.962793231+0.237818867j),(0.100791119+0.1942242384j)
1.7376,(-0.1553548723+0.1751148552j),(0.9612267613+0.2404778004j),(0.9620842338+0.2388497293j),(0.1035400182+0.1926438808j)
1.7408,(-0.1566626728+0.174271971j),(0.9608309269+0.2410170436j),(0.9616937637+0.2384883463j),(0.1056272089+0.1928137541j)
1.744,(-0.1562741101+0.1764916778j),(0.9612929225+0.2419391274j),(0.961763978+0.2392166555j),(0.1047724634+0.1920651644j)
1.7472,(-0.1560525447+0.1757193655j),(0.9614335299+0.2414271683j),(0.9615357518+0.2398655415j),(0.1045106575+0.1920853108j)
1.7504,(-0.1583314985+0.1731639653j),(0.9607298374+0.2415730506j),(0.960729897+0.2395835817j),(0.1068622172+0.1959629059j)
1.7536,(-0.156593591+0.1728307456j),(0.9606912136+0.2424940467j),(0.9613751173+0.240069747j),(0.1040561944+0.195457533j)
1.7568,(-0.1543875933+0.1728366762j),(0.9606415033+0.2424460799j),(0.9613645673+0.2409732491j),(0.1022408977+0.1959343255j)
1.76,(-0.1600789726+0.1774083525j),(0.9599457383+0.2438472956j),(0.9608261585+0.2415043861j),(0.1066724211+0.191399008j)
1.7632,(-0.1602181941+0.1730766147j),(0.9597395062+0.2434329987j),(0.960883379+0.2404658198j),(0.1065036952+0.1978217214j)
1.7664,(-0.1601239592+0.1743338108j),(0.9602908492+0.2434623241j),(0.9610549808+0.2408508956j),(0.1066204458+0.1958532929j)
1.7696,(-0.1609056741+0.1715586632j),(0.9598884583+0.2441348583j),(0.9598869681+0.2414445579j),(0.1069838181+0.1984384656j)
1.7728,(-0.1603929847+0.1722870469j),(0.9599695206+0.244204402j),(0.9602502584+0.2419135571j),(0.1066838503+0.1975867897j)
1.776,(-0.1632285863+0.1716950685j),(0.9592486024+0.2447713912j),(0.9596971273+0.2423529625j),(0.1096756011+0.1985823214j)
1.7792,(-0.1569109261+0.1731224209j),(0.9601985216+0.2447676808j),(0.9611287713+0.2424818128j),(0.1043167785+0.1957139373j)
1.7824,(-0.1594362855+0.1694263518j),(0.959277451+0.2447538376j),(0.9601562619+0.2428689897j),(0.1057405695+0.2002152801j)
1.7856,(-0.1601585448+0.1726587713j),(0.9594604373+0.2451156676j),(0.9600462914+0.2432251871j),(0.1063934714+0.1975836456j)
1.7888,(-0.1654191464+0.1710111499j),(0.9587755203+0.2454120964j),(0.959330678+0.2436739802j),(0.1106154993+0.199271217j)
1.792,(-0.1588396281+0.1699974388j),(0.9596204758+0.2459933162j),(0.9600901604+0.2436303645j),(0.1045626923+0.1999942064j)
1.7952,(-0.1606194526+0.1723903269j),(0.9592814445+0.2467444539j),(0.9596918225+0.2442919612j),(0.1060824022+0.1966197491j)
1.7984,(-0.1612297297+0.1725189835j),(0.9586265683+0.2467732579j),(0.9590505958+0.2451255471j),(0.1051819324+0.1978107393j)
1.8016,(-0.1614230424+0.1735299081j),(0.9584015608+0.2476888448j),(0.9588034749+0.2455197275j),(0.1066270024+0.1972033381j)
1.8048,(-0.164549917+0.1757518202j),(0.957967639+0.2488321066j),(0.9581779242+0.2459451854j),(0.1093254685+0.1954393983j)
1.808,(-0.1635503322+0.1719039679j),(0.9582794309+0.2475422323j),(0.9579962492+0.246491015j),(0.1075134277+0.1998602003j)
1.8112,(-0.164696306+0.1729747504j),(0.9580259919+0.2489857972j),(0.9585720897+0.2466085404j),(0.108473599+0.1992410719j)
1.8144,(-0.1645945907+0.1738737822j),(0.9577027559+0.2498044372j),(0.9582229257+0.2470845431j),(0.1076931506+0.1982589066j)
1.8176,(-0.1684534997+0.1757663339j),(0.9568987489+0.2502095997j),(0.9571293592+0.2481326163j),(0.1115656197+0.1970551312j)
1.8208,(-0.1676593274+0.1688642353j),(0.9567787051+0.2500874996j),(0.957519412+0.2470912188j),(0.1093912572+0.2039372921j)
1.824,(-0.1719603688+0.1740263849j),(0.9555159211+0.2507981956j),(0.95631814+0.2484935522j),(0.114514038+0.198833257j)
1.8272,(-0.16772075+0.1726044714j),(0.9568078518+0.2509424984j),(0.957362175+0.2488639355j),(0.1101520285+0.2010570467j)
1.8304,(-0.167685613+0.1728400886j),(0.9564577937+0.2517317832j),(0.9573516846+0.2492368221j),(0.1092553437+0.1997703612j)
1.8336,(-0.1707812399+0.1697558761j),(0.9556742311+0.2520624399j),(0.956584394+0.2489936054j),(0.1122132465+0.2032765299j)
1.8368,(-0.1711825728+0.1725268811j),(0.9554011822+0.2522580922j),(0.9560667276+0.2497747838j),(0.1123893261+0.2017207146j)
1.84,(-0.1699040234+0.1682807356j),(0.9559973478+0.2521564364j),(0.956487298+0.2492877841j),(0.1107256263+0.2045449764j)
1.8432,(-0.1750649065+0.1707071215j),(0.9550323486+0.2531861961j),(0.9550592899+0.2509246171j),(0.1150575727+0.2040439248j)
1.8464,(-0.173170656+0.1719826907j),(0.9553943872+0.2533198595j),(0.9553520083+0.2513146698j),(0.113525793+0.2032571584j)
1.8496,(-0.1717401892+0.1681891084j),(0.9554833174+0.2536617517j),(0.9553641081+0.2516159713j),(0.1119526401+0.2049647272j)
1.8528,(-0.1739392728+0.1740102619j),(0.955114007+0.2551183701j),(0.9557766318+0.2526000142j),(0.1143537089+0.2005945742j)
1.856,(-0.1733518839+0.1716340631j),(0.9552564025+0.2542327344j),(0.9557917118+0.2521291971j),(0.1126717925+0.2030785084j)
1.8592,(-0.1676179767+0.170375675j),(0.956038475+0.2544270754j),(0.9556428194+0.2521817386j),(0.1075425446+0.2030862421j)
1.8624,(-0.1737860441+0.1719781458j),(0.9549580812+0.2547774911j),(0.9551929832+0.2533915043j),(0.1126551256+0.2022977471j)
1.8656,(-0.1689071655+0.1738810837j),(0.9558262229+0.255664885j),(0.9555345774+0.2533548176j),(0.1084529385+0.2008768469j)
1.8688,(-0.1759709269+0.1753010303j),(0.9544875026+0.2569918036j),(0.9546905756+0.2541671693j),(0.1142582893+0.2006068975j)
1.872,(-0.1727561206+0.1681047976j),(0.9545818567+0.2562115192j),(0.9548048973+0.2536605j),(0.1097774655+0.2060094923j)
1.8752,(-0.1764709651+0.1777370572j),(0.9543676376+0.2572547495j),(0.9547647238+0.2552234232j),(0.115312472+0.1985726357j)
1.8784,(-0.1711124182+0.1700343341j),(0.9548145533+0.2574108243j),(0.9547663927+0.2547363043j),(0.1090754271+0.2040290236j)
1.8816,(-0.176728636+0.1707048118j),(0.9538694024+0.2570054233j),(0.9537199736+0.254919827j),(0.1140724868+0.2047928572j)
1.8848,(-0.1796275526+0.1725235581j),(0.9535412788+0.2578937411j),(0.9533861279+0.2557239234j),(0.1156290993+0.2033183575j)
1.888,(-0.1845143437+0.1740295887j),(0.952517271+0.258990109j),(0.9531617165+0.2565745115j),(0.1216135919+0.2024205774j)
1.8912,(-0.1764171124+0.173197791j),(0.9538316727+0.2591074407j),(0.9535719156+0.2568747401j),(0.1131923795+0.2016590983j)
1.8944,(-0.1798299402+0.1702964902j),(0.9529500604+0.2592130899j),(0.9532388449+0.2565252185j),(0.1156206727+0.2058118284j)
1.8976,(-0.1791116744+0.1698251367j),(0.9532417655+0.2589868605j),(0.9529933929+0.2574990094j),(0.1161214709+0.2063954026j)
1.9008,(-0.1797506213+0.1704497188j),(0.9527289867+0.2600457668j),(0.9527151585+0.257773608j),(0.1160842627+0.2058712244j)
1.904,(-0.1827090383+0.1716857255j),(0.9525168538+0.2600310445j),(0.9523199201+0.2578940392j),(0.118921414+0.204969123j)
1.9072,(-0.1840640903+0.169285208j),(0.9523071051+0.2606544793j),(0.9520102143+0.2583594322j),(0.1191242784+0.2064847648j)
1.9104,(-0.1791890562+0.1684939861j),(0.9529978037+0.2604912221j),(0.9528229237+0.2588044107j),(0.1151714474+0.2075943649j)
1.9136,(-0.1819288433+0.1684173048j),(0.9520522952+0.261087954j),(0.9520145655+0.2590000331j),(0.1165274158+0.2077713162j)
1.9168,(-0.1855858266+0.1642571539j),(0.9515595436+0.2607274354j),(0.9513149261+0.2586914897j),(0.1201188266+0.2118614018j)
1.92,(-0.189707309+0.1721976697j),(0.9510177374+0.2619398832j),(0.9504666328+0.2606746256j),(0.1239095628+0.2058389187j)
1.9232,(-0.1780895889+0.1750449985j),(0.9531298876+0.2624950707j),(0.9532885551+0.2608973682j),(0.1123681515+0.2015077025j)
1.9264,(-0.1865893155+0.1685593575j),(0.9511199594+0.2618853748j),(0.9506728649+0.261082232j),(0.1198918819+0.2086506337j)
1.9296,(-0.1752298176+0.1679594517j),(0.9528352022+0.2623861432j),(0.9523353577+0.2602874935j),(0.1084492728+0.2087385207j)
1.9328,(-0.184754774+0.1746450365j),(0.9514318705+0.2642206848j),(0.9508559704+0.2624464929j),(0.1175035536+0.2037523836j)
1.936,(-0.1882315278+0.1657951027j),(0.9506146312+0.2624104023j),(0.9504496455+0.2612929344j),(0.1200780571+0.2119600922j)
1.9392,(-0.1855001599+0.1748322248j),(0.9511078596+0.2651918828j),(0.9508098364+0.2631575763j),(0.1191641837+0.2040969878j)
1.9424,(-0.1853334308+0.1719782948j),(0.9513768554+0.2644689381j),(0.9504974484+0.2632088065j),(0.118284896+0.2064365447j)
1.9456,(-0.1828085035+0.1702703536j),(0.9509647489+0.2649236023j),(0.9504834414+0.262906611j),(0.1142587215+0.2087940574j)
1.9488,(-0.184504509+0.1711147726j),(0.9508655071+0.2650197148j),(0.9501217604+0.2633197904j),(0.1172274277+0.2078503072j)
1.952,(-0.1901759654+0.1674572676j),(0.9493022561+0.2651633322j),(0.9495452642+0.2633830607j),(0.1218662411+0.2123199403j)
1.9552,(-0.1898613572+0.1702488959j),(0.9501079917+0.2660620809j),(0.9497022629+0.2645530999j),(0.1209280267+0.2097823024j)
1.9584,(-0.1891111881+0.1671755612j),(0.9500390887+0.2651778162j),(0.9500470161+0.2641054988j),(0.1203214824+0.213089481j)
1.9616,(-0.1910118461+0.1677640975j),(0.9494507909+0.2664157152j),(0.9496995211+0.2644433975j),(0.1219899803+0.2120428085j)
1.9648,(-0.1906740963+0.1709349006j),(0.950057447+0.2668781877j),(0.9491103888+0.2650402188j),(0.1218013465+0.208370626j)
1.968,(-0.1918014884+0.169303596j),(0.9490827322+0.2670778632j),(0.9486563206+0.2655143142j),(0.1217857525+0.2103423178j)
1.9712,(-0.1929667741+0.1673852205j),(0.9490115643+0.2669075131j),(0.9488677979+0.2650724053j),(0.1229585409+0.2122614831j)
1.9744,(-0.1900693476+0.1706110835j),(0.9493733048+0.26798594j),(0.9490166306+0.2667351365j),(0.120830521+0.2096554637j)
1.9776,(-0.1909261048+0.168413341j),(0.9491168857+0.2685113847j),(0.9490810633+0.2666490972j),(0.1200604364+0.2101214379j)
1.9808,(-0.1909903437+0.1697818488j),(0.9486749172+0.2680694759j),(0.948826611+0.2669121325j),(0.1202057526+0.2106185257j)
1.984,(-0.1920940131+0.1675562114j),(0.9487935305+0.2685395181j),(0.948515594+0.2665412128j),(0.1213633716+0.2118289471j)
1.9872,(-0.1908473223+0.1705867201j),(0.9487057328+0.269963026j),(0.9486476183+0.2671751976j),(0.1209474057+0.2093695849j)
1.9904,(-0.1919632554+0.170970872j),(0.9481911659+0.2704353631j),(0.9490358233+0.2673972845j),(0.1215270609+0.2091806978j)
1.9936,(-0.1915182769+0.1666761041j),(0.9485394359+0.2692997456j),(0.9482280612+0.2666030526j),(0.120135285+0.2127525359j)
1.9968,(-0.1962200701+0.170671165j),(0.9472403526+0.2710705698j),(0.9477665424+0.2688389421j),(0.1244161725+0.210080564j)
2,(-0.1951487064+0.169309333j),(0.9474639893+0.2714803517j),(0.9481158257+0.2687739134j),(0.1227222979+0.2117980868j)
2.0032,(-0.1952835917+0.1690546721j),(0.9454692006+0.2740597129j),(0.9481338859+0.2681949437j),(0.1213316768+0.2109171152j)
2.0064,(-0.2005683184+0.1674021184j),(0.9445416927+0.2751405537j),(0.9470623136+0.2698518932j),(0.1271769553+0.2144228667j)
2.0096,(-0.1982129663+0.1690905541j),(0.9441798329+0.2761587203j),(0.9473010302+0.2694092989j),(0.1241478771+0.2125528157j)
2.0128,(-0.1973540783+0.166193679j),(0.9442773461+0.2757628262j),(0.9465830922+0.2697580755j),(0.1228328794+0.215571031j)
2.016,(-0.1951874197+0.1705018133j),(0.9446092844+0.2766039968j),(0.9469215274+0.2699815333j),(0.1215580553+0.2090058774j)
2.0192,(-0.2007277459+0.1670344174j),(0.9433232546+0.2769815028j),(0.9459923506+0.2706652284j),(0.1255571395+0.2149027586j)
2.0224,(-0.2000308335+0.1679277569j),(0.9436125755+0.2767337561j),(0.9460015893+0.2713384628j),(0.1254844666+0.2133467048j)
2.0256,(-0.1980896741+0.1668190956j),(0.9441593289+0.27670753j),(0.9460693598+0.27138713j),(0.1238041744+0.21454826j)
2.0288,(-0.2032233775+0.1682868898j),(0.9431166649+0.2771835327j),(0.9452722073+0.271410197j),(0.1284855008+0.2136558294j)
2.032,(-0.2017490417+0.1657928824j),(0.9427253604+0.2777816355j),(0.9454731345+0.2721979022j),(0.1280534267+0.2158219367j)
2.0352,(-0.2007734179+0.1652778387j),(0.9433060884+0.2776515782j),(0.9458857179+0.2728062272j),(0.1256269813+0.2164221108j)
2.0384,(-0.1986565888+0.1679764092j),(0.943556428+0.2787288129j),(0.9461548924+0.2735777497j),(0.1237892881+0.2146024853j)
2.0416,(-0.2014667094+0.1636190861j),(0.9425653219+0.2789524496j),(0.9452596903+0.2728177607j),(0.1267133355+0.2178987861j)
2.0448,(-0.201426208+0.1681419164j),(0.9422864318+0.280333966j),(0.9447739124+0.2751123309j),(0.1254318058+0.2141074389j)
2.048,(-0.2020246834+0.1655769795j),(0.9419563413+0.2798076868j),(0.9445285797+0.2741478384j),(0.1269573122+0.2155602723j)
2.0512,(-0.2005922496+0.161401391j),(0.9434210062+0.2785383761j),(0.9446666241+0.2736018002j),(0.1244592592+0.2192531973j)
2.0544,(-0.2041814923+0.1688931733j),(0.942581296+0.2793392241j),(0.9436292648+0.2762037516j),(0.1277811378+0.2141082287j)
2.0576,(-0.204707697+0.1665534973j),(0.9428738952+0.2788243592j),(0.9439170957+0.2754922807j),(0.1266268343+0.2151453346j)
2.0608,(-0.1995833367+0.1685357392j),(0.9440494776+0.2784330845j),(0.9448727369+0.2755784988j),(0.1230469644+0.2132999003j)
2.064,(-0.2079608887+0.1641118675j),(0.9415594935+0.2800423503j),(0.9421277046+0.2764144838j),(0.1286415756+0.21836631j)
2.0672,(-0.20333983+0.1645349413j),(0.943256259+0.2795481682j),(0.9434472322+0.2767699361j),(0.1248659194+0.2165793926j)
2.0704,(-0.2025224268+0.1700591296j),(0.9425606728+0.2814015746j),(0.9438394904+0.2775058746j),(0.1245739609+0.2116476148j)
