,s 11,s 12,s 21,s 22
0.944,(-0.03806798905+0.1129252091j),(0.9933555126+0.1153873503j),(0.993258059+0.1143944263j),(0.04690007493+0.09525247663j)
0.9472,(-0.0421567373+0.1058271676j),(0.9921509027+0.1149246395j),(0.9923241138+0.1141037643j),(0.05049455911+0.1015841812j)
0.9504,(-0.04302450269+0.1079469547j),(0.992585659+0.1151693016j),(0.9927711487+0.1138169542j),(0.05150381476+0.1003126353j)
0.9536,(-0.0402293466+0.1065398157j),(0.9929628968+0.1148209274j),(0.9929075241+0.1138206422j),(0.048631493+0.1019319966j)
0.9568,(-0.03657589108+0.1041518599j),(0.992859602+0.1155961603j),(0.9936138988+0.1141717285j),(0.04646363109+0.10519173j)
0.96,(-0.03502517566+0.1101980582j),(0.9928194284+0.1157615483j),(0.9932733774+0.1146309376j),(0.0438285619+0.1014324874j)
0.9632,(-0.0389649123+0.1095993519j),(0.9928507805+0.1163987815j),(0.9933184385+0.1151261628j),(0.04667800292+0.1002910733j)
0.9664,(-0.03549921885+0.1102105528j),(0.9926998019+0.1164957881j),(0.993560195+0.1151139438j),(0.04434523359+0.1013859808j)
0.9696,(-0.04160440341+0.1099577993j),(0.9921632409+0.1179728806j),(0.9927600622+0.1169441342j),(0.04938492179+0.1014855206j)
0.9728,(-0.03886223212+0.1123509109j),(0.9922494888+0.117852658j),(0.9927861691+0.1169428527j),(0.04689285532+0.0981663987j)
0.976,(-0.04081691802+0.1087911502j),(0.9931377769+0.1170297265j),(0.9922377467+0.1164496541j),(0.04932140559+0.1037384868j)
0.9792,(-0.03661404178+0.1077425107j),(0.992518425+0.118031472j),(0.9929131866+0.1171437502j),(0.04485869035+0.1053404585j)
0.9824,(-0.04167056829+0.1096802726j),(0.9921973348+0.1190604717j),(0.9923751354+0.1179530323j),(0.05017326027+0.10491696j)
0.9856,(-0.03805707768+0.1108586714j),(0.9927750826+0.1185432225j),(0.9927701354+0.1180793568j),(0.04508458078+0.102962181j)
0.9888,(-0.03852398694+0.111650236j),(0.9933413267+0.1192470491j),(0.9932799339+0.1182815731j),(0.04683607072+0.1017017812j)
0.992,(-0.03994389996+0.1134165376j),(0.9931005239+0.1205424368j),(0.9923539162+0.1193426549j),(0.04719894379+0.1009223238j)
0.9952,(-0.04373138398+0.1091640368j),(0.9921495914+0.1204733849j),(0.9920003414+0.1197491437j),(0.05063982308+0.1057111025j)
0.9984,(-0.03989275545+0.1152864769j),(0.992841661+0.1208331287j),(0.992506206+0.1196795702j),(0.04806017131+0.1003831327j)
1.0016,(-0.04098618031+0.1171301901j),(0.9925795794+0.1217041612j),(0.993252933+0.1205473542j),(0.04799827561+0.09938012064j)
1.0048,(-0.04152291268+0.1194609776j),(0.9929049015+0.1212858856j),(0.9936279058+0.1210086346j),(0.04835949838+0.09781888872j)
1.008,(-0.04754453152+0.108975634j),(0.9924337268+0.1213217378j),(0.9922331572+0.1206327379j),(0.05314813927+0.1068178862j)
1.0112,(-0.04979772121+0.1205021068j),(0.9919897318+0.1236056983j),(0.9922192693+0.1219465733j),(0.05641142279+0.09831168503j)
1.0144,(-0.04536946863+0.1114861295j),(0.9921096563+0.1233672202j),(0.9923863411+0.1215937436j),(0.05268146843+0.1069253534j)
1.0176,(-0.04659982771+0.1094959229j),(0.9920672178+0.1229492277j),(0.992448926+0.1213661879j),(0.05306966975+0.1077121198j)
1.0208,(-0.05320599675+0.1141246855j),(0.9912843704+0.1237693727j),(0.9913645387+0.1229318678j),(0.05894485116+0.1054332182j)
1.024,(-0.04438700527+0.1179227233j),(0.9929270744+0.1230021119j),(0.9926962852+0.1223490015j),(0.05072980374+0.1014271975j)
1.0272,(-0.03967472911+0.1114195287j),(0.9922924042+0.123685956j),(0.992849648+0.123290956j),(0.0468261987+0.1061805636j)
1.0304,(-0.04241941497+0.1161689833j),(0.9929543138+0.1244598925j),(0.9926645756+0.1242637634j),(0.04934208095+0.1028797701j)
1.0336,(-0.03936781362+0.1144244149j),(0.9925919771+0.1246785372j),(0.9920409918+0.1232891828j),(0.04686778039+0.1059090793j)
1.0368,(-0.04315647483+0.1147794873j),(0.9920806289+0.1252154708j),(0.9918171167+0.1239640117j),(0.04935721681+0.1054990292j)
1.04,(-0.04363531247+0.1173987463j),(0.9929645061+0.1253155172j),(0.9928919673+0.1241609156j),(0.05028668046+0.1027914286j)
1.0432,(-0.05052668974+0.1137610823j),(0.9917842746+0.126573354j),(0.9913550019+0.1261200905j),(0.05696642399+0.1094634756j)
1.0464,(-0.03970566392+0.1092629731j),(0.9916306734+0.1261000037j),(0.9916897416+0.1244639158j),(0.04421045631+0.1107005775j)
1.0496,(-0.04581008852+0.116658777j),(0.9925448298+0.1266060323j),(0.9918165803+0.124959752j),(0.05311798304+0.1050642729j)
1.0528,(-0.04824161902+0.1183802038j),(0.9922732115+0.126999259j),(0.9930072427+0.1263276041j),(0.05509967357+0.1033311933j)
1.056,(-0.04665896297+0.1118400022j),(0.9907315969+0.1274064034j),(0.9912217259+0.1266199946j),(0.05195180327+0.1110180914j)
1.0592,(-0.0316388309+0.1101078913j),(0.991771102+0.1269473433j),(0.9923422337+0.1258268654j),(0.03719794005+0.1122784019j)
1.0624,(-0.04149229452+0.1181129441j),(0.9917747974+0.1277993023j),(0.9919736385+0.1268798113j),(0.04716254398+0.1052757949j)
1.0656,(-0.04415830225+0.1165112555j),(0.9918034077+0.127544865j),(0.9930568933+0.1264979094j),(0.05051773041+0.106654644j)
1.0688,(-0.04805399477+0.1256695837j),(0.9908098578+0.1291191578j),(0.9916702509+0.1275691986j),(0.05434429273+0.1006575674j)
1.072,(-0.0405456461+0.1301696151j),(0.9909458756+0.13008371j),(0.991668582+0.1274713576j),(0.04663042352+0.0944320038j)
1.0752,(-0.05923465267+0.1071213558j),(0.9899232984+0.1289395392j),(0.9914120436+0.1277366728j),(0.06384627521+0.1192502156j)
1.0784,(-0.06549587846+0.1117641479j),(0.9893879294+0.1309336424j),(0.9904219508+0.1286024749j),(0.07006198168+0.11702016j)
1.0816,(-0.05886968225+0.1252696216j),(0.9900487661+0.1322989315j),(0.9914067388+0.1299900711j),(0.06612005085+0.1035808176j)
1.0848,(-0.05106312409+0.1209326759j),(0.9903829694+0.1308115125j),(0.9918964505+0.1286385357j),(0.0563467592+0.1059727073j)
1.088,(-0.07127311081+0.1213397682j),(0.9895204306+0.132709831j),(0.9907029867+0.130092293j),(0.07809831947+0.1089407057j)
1.0912,(-0.0696772337+0.1160484329j),(0.9890058041+0.1328036785j),(0.9899468422+0.1308909059j),(0.07403474301+0.1132979915j)
1.0944,(-0.04744897038+0.1120964065j),(0.9899585247+0.1314488053j),(0.9916730523+0.1303203255j),(0.05197431892+0.1163678765j)
1.0976,(-0.0594631806+0.09958617389j),(0.9891386628+0.1311472654j),(0.9902029634+0.1298665702j),(0.06213195622+0.1295926422j)
1.1008,(-0.05739936605+0.1196698397j),(0.9906808734+0.132920444j),(0.9913526773+0.1309309304j),(0.06287645549+0.1101577356j)
1.104,(-0.04702153802+0.1122825593j),(0.9899624586+0.132460773j),(0.9913534522+0.1301616132j),(0.05170759931+0.1174963638j)
1.1072,(-0.0352537483+0.1084611863j),(0.9909479618+0.1309286058j),(0.9923199415+0.1302225292j),(0.03882709518+0.1195563823j)
1.1104,(-0.04283111542+0.1257861257j),(0.9913983345+0.1326693892j),(0.9917626977+0.1315326989j),(0.04715474322+0.1036628187j)
1.1136,(-0.0482339263+0.1207523569j),(0.9909108281+0.1340657622j),(0.9917484522+0.1329995394j),(0.05269727111+0.1100074276j)
1.1168,(-0.04123874381+0.1233127341j),(0.9908671975+0.1334475577j),(0.9916325808+0.1322064251j),(0.04508098215+0.1069690809j)
1.12,(-0.04797742888+0.1278740764j),(0.9905882478+0.1340100467j),(0.9912789464+0.1324599981j),(0.0514722839+0.1040369421j)
1.1232,(-0.05985701084+0.1226353422j),(0.9898233414+0.1355170012j),(0.9898307323+0.1350341439j),(0.06392993778+0.1102961674j)
1.1264,(-0.04898532853+0.125563696j),(0.9905629754+0.1351725161j),(0.9909576774+0.1336818635j),(0.0529660508+0.1055927798j)
1.1296,(-0.04895029217+0.1330297887j),(0.9911776781+0.1362410784j),(0.992181778+0.1341445446j),(0.05378416926+0.09946580231j)
1.1328,(-0.05057248473+0.1278042048j),(0.9900199771+0.1362859607j),(0.989831686+0.1341702044j),(0.05437048897+0.1045625135j)
1.136,(-0.05268968642+0.1205489635j),(0.9900054932+0.1361149549j),(0.9905322194+0.1348023117j),(0.05509119481+0.1142540574j)
1.1392,(-0.06008740142+0.1304650009j),(0.9904831648+0.1388712674j),(0.990476191+0.13652578j),(0.06460276246+0.1033150703j)
1.1424,(-0.05702278391+0.1181381941j),(0.9896185398+0.1372371316j),(0.9899758101+0.1361732483j),(0.0595841147+0.1162531078j)
1.1456,(-0.06237937883+0.1246949285j),(0.9893191457+0.1376875937j),(0.9896692038+0.1358072311j),(0.06597264111+0.1094369143j)
1.1488,(-0.06120931357+0.1105275527j),(0.988286674+0.1375951171j),(0.9891381264+0.1367090344j),(0.06263682246+0.1251525283j)
1.152,(-0.06297546625+0.1170228273j),(0.9884929061+0.1388111711j),(0.9893301129+0.1376768947j),(0.06640709937+0.117576018j)
1.1552,(-0.05975279957+0.1217365935j),(0.9887593985+0.1382096559j),(0.9895062447+0.1372468472j),(0.06236084551+0.1138092354j)
1.1584,(-0.05296824872+0.1216473877j),(0.9894523621+0.1381732821j),(0.9893208146+0.1378796101j),(0.05575275794+0.1135241538j)
1.1616,(-0.05378180742+0.1173442304j),(0.9887971878+0.1386870444j),(0.9899401665+0.1378929019j),(0.05645432323+0.1189192161j)
1.1648,(-0.05686701089+0.1170117185j),(0.9889918566+0.1391733885j),(0.9898306131+0.1383658946j),(0.05902835354+0.1178191006j)
1.168,(-0.05490364507+0.1208737493j),(0.9890041351+0.1400816441j),(0.9900419116+0.1390974224j),(0.058160007+0.1154221296j)
1.1712,(-0.05596664548+0.1186029166j),(0.9890629053+0.1403062046j),(0.9898033142+0.1389618218j),(0.05812320113+0.1162197366j)
1.1744,(-0.05558186397+0.1193034276j),(0.9886233807+0.1400514841j),(0.9895116091+0.1389069855j),(0.05681197345+0.1182794422j)
1.1776,(-0.05404324085+0.1203730181j),(0.9890960455+0.1399095058j),(0.9895679951+0.1383870244j),(0.05610154942+0.1168635488j)
1.1808,(-0.05236131698+0.1213114038j),(0.9884603024+0.1403760016j),(0.9895718098+0.1391316652j),(0.05266990513+0.115569599j)
1.184,(-0.05795895308+0.1242306307j),(0.9880212545+0.1420245767j),(0.9893530011+0.1410954595j),(0.05822628736+0.1150475666j)
1.1872,(-0.05807385966+0.1248073652j),(0.9887820482+0.1417186856j),(0.989541173+0.1411340535j),(0.05880315602+0.1143189445j)
1.1904,(-0.05982702225+0.1234577447j),(0.9888567328+0.1419069767j),(0.9893388748+0.1416589618j),(0.06019165367+0.1153388321j)
1.1936,(-0.05678545684+0.1259499788j),(0.9884382486+0.1425860822j),(0.9890654683+0.1417122185j),(0.05769982189+0.1139143556j)
1.1968,(-0.05968702957+0.1276006997j),(0.9884696603+0.1434673369j),(0.9893969893+0.1424711943j),(0.06085614115+0.1140455157j)
1.2,(-0.05795652419+0.1276122481j),(0.9887928367+0.143680349j),(0.9894250631+0.1422231048j),(0.05977914482+0.1137966439j)
1.2032,(-0.05615935475+0.1263846904j),(0.988587141+0.1439196765j),(0.9883580208+0.1421403289j),(0.0574134998+0.113700673j)
1.2064,(-0.05977439135+0.1264578998j),(0.9887621999+0.1441205442j),(0.9891674519+0.143846035j),(0.06141728163+0.1163070649j)
1.2096,(-0.05837655067+0.1228777319j),(0.9882008433+0.1437585056j),(0.9879758358+0.1440702677j),(0.05860744789+0.1198621094j)
1.2128,(-0.06415811181+0.1245584339j),(0.9881590009+0.1444594562j),(0.9887900352+0.1433533728j),(0.06624493003+0.1198545992j)
1.216,(-0.06807643175+0.1247549877j),(0.9873507023+0.1454843879j),(0.9885647297+0.1443960071j),(0.06759276241+0.1203566045j)
1.2192,(-0.06148977578+0.1219471842j),(0.9882432818+0.1440308392j),(0.9883086681+0.145108968j),(0.06149639189+0.1217614561j)
1.2224,(-0.06714770198+0.1284356564j),(0.987782836+0.1456723511j),(0.9873036146+0.1447658837j),(0.06640002131+0.1154979095j)
1.2256,(-0.07075248659+0.1233576313j),(0.9870463014+0.1464717835j),(0.9876137972+0.1448784769j),(0.07071615756+0.1200095341j)
1.2288,(-0.06899620593+0.1235768273j),(0.9873580933+0.1464921534j),(0.9871542454+0.1448863745j),(0.06822951883+0.1207319126j)
1.232,(-0.06809508055+0.1228715628j),(0.9872708917+0.1464312673j),(0.9870634675+0.1455400884j),(0.06738610566+0.1229083389j)
1.2352,(-0.06660825759+0.1272631288j),(0.9878515601+0.1469914019j),(0.9877957702+0.1463909149j),(0.06570553035+0.1169283241j)
1.2384,(-0.06059501693+0.1267374456j),(0.9875162244+0.1468774378j),(0.9886610508+0.1472910941j),(0.06196624786+0.1182245016j)
1.2416,(-0.06648495048+0.1268191934j),(0.9876395464+0.1469116807j),(0.9881244898+0.1467969418j),(0.06479114294+0.1185892969j)
1.2448,(-0.06329856068+0.1160935685j),(0.9866424799+0.1466131806j),(0.9870294929+0.1449781954j),(0.06156715006+0.1273155659j)
1.248,(-0.06614591181+0.1271098107j),(0.9873971939+0.1479156315j),(0.98805058+0.1476739645j),(0.0648874566+0.1186658889j)
1.2512,(-0.06488890201+0.1267959625j),(0.9874589443+0.1481340826j),(0.988230288+0.1475505829j),(0.0638525635+0.118446514j)
1.2544,(-0.05945897847+0.1252948493j),(0.9873975515+0.1484942138j),(0.9880378842+0.1467155516j),(0.05791231245+0.1198901832j)
1.2576,(-0.06179521233+0.1355879605j),(0.987978816+0.1482833326j),(0.9893280268+0.1480288208j),(0.06192334369+0.1100644469j)
1.2608,(-0.06462046504+0.1216355115j),(0.9869304895+0.1484271139j),(0.9867267013+0.1481670737j),(0.06248961389+0.1246401593j)
1.264,(-0.07217667997+0.131351769j),(0.9870392084+0.1496202946j),(0.9871439338+0.1502534449j),(0.07045295089+0.1160893589j)
1.2672,(-0.07079008222+0.123819381j),(0.9866988063+0.1496291757j),(0.9865548015+0.1498106122j),(0.06864842027+0.1248504594j)
1.2704,(-0.06390931457+0.1315919906j),(0.9877506495+0.1499885768j),(0.987365067+0.1498695165j),(0.06193348765+0.1164127514j)
1.2736,(-0.07353009284+0.1394701004j),(0.9869636297+0.1514085531j),(0.9878560901+0.1508496106j),(0.07291097939+0.1105599552j)
1.2768,(-0.06937146187+0.1335052401j),(0.9876471758+0.1506357193j),(0.987534523+0.1504383385j),(0.06821124256+0.1153036356j)
1.28,(-0.07599270344+0.1262168884j),(0.985663414+0.1508104205j),(0.9861980677+0.1508225501j),(0.07381001115+0.1245649531j)
1.2832,(-0.0746634528+0.1279615164j),(0.986261785+0.151325047j),(0.9867739677+0.1511524469j),(0.0721494928+0.1225138456j)
1.2864,(-0.08002224565+0.1238233671j),(0.985401094+0.1517488956j),(0.9860152006+0.1513559818j),(0.07745010406+0.1280282885j)
1.2896,(-0.07788857818+0.1297103465j),(0.9859158993+0.152444005j),(0.9852104187+0.1521995664j),(0.07495483756+0.1220969409j)
1.2928,(-0.07694911957+0.1207115501j),(0.9854716063+0.1515355706j),(0.9861479998+0.1515775919j),(0.07377482951+0.1305272132j)
1.296,(-0.08030155301+0.1338163018j),(0.985850811+0.1531642675j),(0.9854344726+0.1530223191j),(0.07853749394+0.1189852208j)
1.2992,(-0.0781570524+0.1252670288j),(0.9854594469+0.152851671j),(0.9856905937+0.1527879536j),(0.07274319977+0.1273110956j)
1.3024,(-0.07281077653+0.1241026893j),(0.9861595631+0.1527114809j),(0.9856433272+0.1521983594j),(0.06837747246+0.1275186837j)
1.3056,(-0.06808534265+0.1292415112j),(0.9870772362+0.1534457654j),(0.9868950248+0.1527065486j),(0.06571578979+0.1231013611j)
1.3088,(-0.07350838184+0.1274099201j),(0.9865620136+0.1528886259j),(0.9858108759+0.1532562971j),(0.07002151012+0.1255714744j)
1.312,(-0.07637502253+0.13030608j),(0.9855419397+0.154257983j),(0.9854177833+0.154276371j),(0.07246489823+0.1230229661j)
1.3152,(-0.06968618929+0.127880618j),(0.9862971306+0.1542609483j),(0.9861598611+0.1537646651j),(0.06704539806+0.1249415427j)
1.3184,(-0.0699974075+0.1324411631j),(0.9860967398+0.1549456418j),(0.9870277643+0.1540399492j),(0.06664402783+0.120800361j)
1.3216,(-0.06942971796+0.1305978745j),(0.986186862+0.1544117928j),(0.9857991934+0.1540670395j),(0.06582920253+0.1230376512j)
1.3248,(-0.07407429069+0.1385652721j),(0.9861180782+0.1561561823j),(0.986879468+0.155471608j),(0.07112047076+0.1155889928j)
1.328,(-0.0701276958+0.1329135001j),(0.9864489436+0.1553679109j),(0.9868376851+0.1553697884j),(0.0650780201+0.1207932681j)
1.3312,(-0.07603029907+0.1370337754j),(0.9858112931+0.1570307314j),(0.9862901568+0.1565320194j),(0.07283056527+0.1185278594j)
1.3344,(-0.07823820412+0.1276678741j),(0.9846215248+0.1564034224j),(0.9850038886+0.1557268202j),(0.07278816402+0.1279252917j)
1.3376,(-0.07420007139+0.1275977343j),(0.9854927063+0.1567020714j),(0.9857432246+0.1566548645j),(0.06897293031+0.1288354397j)
1.3408,(-0.08165165782+0.1298215091j),(0.9841712117+0.1574631035j),(0.9848454595+0.1574286222j),(0.07416279614+0.1249816641j)
1.344,(-0.08143264055+0.1303885132j),(0.984069109+0.1571892202j),(0.9846737385+0.1569368392j),(0.07425136119+0.125801459j)
1.3472,(-0.08076350391+0.1314535588j),(0.9839416742+0.1586156785j),(0.9847949743+0.1574848592j),(0.07437287271+0.1255626529j)
1.3504,(-0.08370995522+0.1298012435j),(0.9840687513+0.1587870121j),(0.9845104814+0.1578524411j),(0.07734903693+0.1273605824j)
1.3536,(-0.08740487695+0.1263067126j),(0.9836329818+0.1590888649j),(0.9835110903+0.157571733j),(0.08000797033+0.1309059262j)
1.3568,(-0.07594255358+0.13347736j),(0.9845971465+0.1594703794j),(0.9860033393+0.1593172699j),(0.07061782479+0.1233365983j)
1.36,(-0.08291713148+0.1315272748j),(0.9837396145+0.1600596905j),(0.9845649004+0.1591123044j),(0.07592855394+0.1259276271j)
1.3632,(-0.07889115065+0.1241561919j),(0.9837002754+0.1595266759j),(0.9844295979+0.1583111286j),(0.07156770676+0.1333860755j)
1.3664,(-0.08117736876+0.1296948344j),(0.9837913513+0.1595909297j),(0.9847166538+0.1587511301j),(0.07341477275+0.1281993985j)
1.3696,(-0.07922251523+0.1321241558j),(0.9838536978+0.1606212854j),(0.9841596484+0.1594325006j),(0.07302752137+0.1259490997j)
1.3728,(-0.0756060183+0.128514111j),(0.9840993881+0.1602856517j),(0.9850587249+0.1594504118j),(0.06821909547+0.1297463924j)
1.376,(-0.08006672561+0.1322609633j),(0.9843052626+0.1610842794j),(0.9845595956+0.1603737622j),(0.07257575542+0.1275214404j)
1.3792,(-0.08005408198+0.1301096678j),(0.9840053916+0.1616152525j),(0.985014677+0.1604113579j),(0.0726332292+0.1283082962j)
1.3824,(-0.07548990101+0.1317996383j),(0.984021008+0.1609968841j),(0.9850398898+0.1605081856j),(0.06908408552+0.127640754j)
1.3856,(-0.07657524943+0.1340350956j),(0.9847025275+0.1625096202j),(0.9850773215+0.1613965929j),(0.06954286993+0.1237967163j)
1.3888,(-0.081632182+0.1358125359j),(0.9840195775+0.1630517989j),(0.9846851826+0.1617313772j),(0.07399526238+0.1244542599j)
1.392,(-0.08032922447+0.1332632154j),(0.9846627712+0.162825793j),(0.9848558307+0.161811322j),(0.07322011143+0.1268051118j)
1.3952,(-0.08535479754+0.1330367476j),(0.9837105274+0.1634012163j),(0.9847563505+0.161819309j),(0.0763957426+0.127718851j)
1.3984,(-0.0799478665+0.1379868686j),(0.9838501215+0.1645065546j),(0.9843403101+0.1624287367j),(0.07248776406+0.1241280586j)
1.4016,(-0.08506181836+0.1424458772j),(0.984135747+0.1650506258j),(0.9849956632+0.1630530059j),(0.07826629281+0.11938788j)
1.4048,(-0.08696557581+0.139526248j),(0.9836001396+0.1647793651j),(0.9840801954+0.1632992625j),(0.07848408818+0.1237996072j)
1.408,(-0.08860206604+0.1367256939j),(0.9824487567+0.1649256051j),(0.984241724+0.1631094366j),(0.07913926244+0.1273033917j)
1.4112,(-0.08310304582+0.1393557489j),(0.9839655161+0.1653121412j),(0.9843268991+0.1641034484j),(0.07401835918+0.1235855818j)
1.4144,(-0.08817352355+0.1389458477j),(0.9834880829+0.1658220887j),(0.9839526415+0.1644990146j),(0.07996626943+0.1243213862j)
1.4176,(-0.09096364677+0.1352446973j),(0.9827594757+0.1659679264j),(0.9831008911+0.1646648943j),(0.08223192394+0.1291632354j)
1.4208,(-0.09308464825+0.1378282309j),(0.9828494787+0.1666589975j),(0.9836270213+0.1655027568j),(0.08235153556+0.1257506609j)
1.424,(-0.08710537106+0.1352505684j),(0.9827809334+0.1664421856j),(0.9832807779+0.1654195189j),(0.07792335004+0.1291705817j)
1.4272,(-0.09141157568+0.1333604455j),(0.982273221+0.1668204069j),(0.9827338457+0.1649216115j),(0.08089229465+0.131865859j)
1.4304,(-0.08860556781+0.1345515251j),(0.9821770787+0.1664785296j),(0.9833076+0.1652517915j),(0.07859110832+0.1310691535j)
1.4336,(-0.08349001408+0.1336479634j),(0.9835442901+0.1668809056j),(0.9844168425+0.1655130088j),(0.07330345362+0.1316083372j)
