,s 11,s 12,s 21,s 22
1.4368,(-0.09182670712+0.1343289018j),(0.9822207689+0.1674783677j),(0.9827785492+0.1668497324j),(0.08087524772+0.1319215298j)
1.44,(-0.08631025255+0.1306684464j),(0.9824534655+0.167336598j),(0.9835591316+0.1657501161j),(0.07533504069+0.1344082952j)
1.4432,(-0.09048123658+0.1371699572j),(0.9826809764+0.1681943834j),(0.9834001064+0.167049706j),(0.07936422527+0.1280093938j)
1.4464,(-0.08706662804+0.1327810287j),(0.982648015+0.1677105725j),(0.9832311869+0.1665527821j),(0.07642921805+0.1330791861j)
1.4496,(-0.08538661152+0.1391156763j),(0.9830872416+0.1683784425j),(0.98352772+0.1678442657j),(0.07465417683+0.125461176j)
1.4528,(-0.08789457381+0.1340488791j),(0.9825752974+0.1680138707j),(0.9828764796+0.1680217683j),(0.07678835094+0.1322778463j)
1.456,(-0.08636710048+0.1347652078j),(0.9822939038+0.1691269577j),(0.983335495+0.1681900024j),(0.07584226131+0.1310714036j)
1.4592,(-0.08752861619+0.1315307468j),(0.981752038+0.1686339676j),(0.9826580882+0.1676615328j),(0.07574899495+0.1339975595j)
1.4624,(-0.08370216191+0.1359809041j),(0.9818905592+0.169336006j),(0.9829413295+0.1683747023j),(0.07268036902+0.130363673j)
1.4656,(-0.09717237949+0.1415055394j),(0.9812738299+0.171435535j),(0.9824924469+0.1703876853j),(0.08585885167+0.1250815988j)
1.4688,(-0.08814524114+0.1410270184j),(0.9816393852+0.1715226769j),(0.9834575653+0.1696536094j),(0.07731498778+0.126339376j)
1.472,(-0.09445483238+0.139829874j),(0.9812763929+0.1715534031j),(0.9815064669+0.1705967784j),(0.08280963451+0.1277949065j)
1.4752,(-0.09609079361+0.1346730441j),(0.9808588028+0.1709038913j),(0.9816503525+0.1708102524j),(0.08408378065+0.1319714934j)
1.4784,(-0.09406743944+0.1427879632j),(0.9816257358+0.1732251644j),(0.9823195338+0.1716037095j),(0.08317148685+0.1252535731j)
1.4816,(-0.09603360295+0.139339298j),(0.9810267091+0.1728675365j),(0.9823274612+0.1719296277j),(0.08452405035+0.1276288629j)
1.4848,(-0.09563226998+0.1320945024j),(0.9804920554+0.172574237j),(0.9817293882+0.1704516411j),(0.08160421252+0.1357131302j)
1.488,(-0.09755337238+0.1356813461j),(0.980304718+0.1733594835j),(0.9815539122+0.172162503j),(0.08522457629+0.1320993304j)
1.4912,(-0.09050049633+0.1353478432j),(0.981528163+0.1734078526j),(0.9823348522+0.1719932556j),(0.07751498371+0.1319149286j)
1.4944,(-0.09718038142+0.134267211j),(0.9804751277+0.1736413389j),(0.9804304242+0.1717325747j),(0.08413762599+0.1352809221j)
1.4976,(-0.0944301635+0.1380466372j),(0.9804139733+0.1743277013j),(0.9820790291+0.1729543507j),(0.08135481179+0.1303456426j)
1.5008,(-0.09360198677+0.1362237483j),(0.98096174+0.1733332276j),(0.9816800356+0.1729302704j),(0.0796116814+0.1332493275j)
1.504,(-0.09457079321+0.1370667964j),(0.9807291031+0.1753558218j),(0.9815091491+0.1727775037j),(0.08150136471+0.1319364607j)
1.5072,(-0.09200057387+0.1348486692j),(0.9814076424+0.1741033047j),(0.9810510278+0.1735224426j),(0.07834260166+0.1342514455j)
1.5104,(-0.09714992344+0.1326376796j),(0.9800821543+0.1746790111j),(0.9811134338+0.1730933189j),(0.08297327906+0.1378157437j)
1.5136,(-0.09576658905+0.1325750351j),(0.9796729684+0.1755558848j),(0.9810340405+0.1731635183j),(0.08113563806+0.1369170696j)
1.5168,(-0.09594740719+0.1337830275j),(0.9797673821+0.1759643108j),(0.9806217551+0.1738326848j),(0.08066645265+0.1372473836j)
1.52,(-0.09823965281+0.1356922686j),(0.9801046848+0.1764242351j),(0.9810022116+0.1738627553j),(0.08486983925+0.1355986595j)
1.5232,(-0.09609536827+0.1381571144j),(0.9797613621+0.1766706854j),(0.9815661907+0.1751858294j),(0.08057685196+0.1337029636j)
1.5264,(-0.09252732247+0.1347692758j),(0.9805369377+0.176690653j),(0.9815958738+0.1742070615j),(0.07782298326+0.136273399j)
1.5296,(-0.09783175588+0.1335527003j),(0.9792814851+0.1771296859j),(0.9806499481+0.1753053963j),(0.08211630583+0.1387595236j)
1.5328,(-0.09676131606+0.1393434703j),(0.9799845219+0.1771124303j),(0.9807531834+0.1753540933j),(0.08128795028+0.1327005625j)
1.536,(-0.09791280329+0.1455949992j),(0.9804619551+0.1791371405j),(0.9813917279+0.1772076637j),(0.0831906274+0.1268485337j)
1.5392,(-0.1007032469+0.1373146176j),(0.9790894985+0.1786929965j),(0.9802831411+0.1771676838j),(0.08545579016+0.1363229901j)
1.5424,(-0.09702040255+0.1377349198j),(0.9796242714+0.1779095531j),(0.9802464843+0.1762962937j),(0.08058847487+0.1350564212j)
1.5456,(-0.1051795408+0.1383910179j),(0.9790771008+0.1795973182j),(0.9800547361+0.1775017679j),(0.08958371729+0.1355071515j)
1.5488,(-0.1066671237+0.1447540224j),(0.9793642759+0.1798018217j),(0.9794466496+0.1780289114j),(0.09227025509+0.1300555766j)
1.552,(-0.1017545015+0.1351742893j),(0.9787609577+0.1791421175j),(0.9799697399+0.1773672402j),(0.08453995734+0.1376724094j)
1.5552,(-0.100835152+0.1381322891j),(0.9789717793+0.1796011031j),(0.9800220132+0.1782209873j),(0.08509556949+0.135466218j)
1.5584,(-0.1078093648+0.1325787455j),(0.9778243303+0.1800353974j),(0.9790181518+0.1780993044j),(0.09101909399+0.1413574964j)
1.5616,(-0.1070522815+0.1414668113j),(0.9787836075+0.1814059913j),(0.9787424803+0.1788797379j),(0.08923079073+0.1326528788j)
1.5648,(-0.1058860794+0.1362726539j),(0.9781961441+0.1813224852j),(0.9788966179+0.179294616j),(0.08836519718+0.1374949515j)
1.568,(-0.1018803567+0.1363354027j),(0.9792583585+0.1803625077j),(0.9793527722+0.1792690903j),(0.08418527246+0.1374701709j)
1.5712,(-0.1070441827+0.1337556839j),(0.9783616066+0.1806949973j),(0.9786193371+0.179356128j),(0.08910404146+0.1399455965j)
1.5744,(-0.1042159945+0.137790814j),(0.9783848524+0.1815463603j),(0.9789404869+0.1800652146j),(0.0864976421+0.1373027861j)
1.5776,(-0.1006300524+0.1358953565j),(0.978260994+0.1812879294j),(0.979413867+0.1796390712j),(0.08214696497+0.13940458j)
1.5808,(-0.1033618301+0.1341101676j),(0.9786091447+0.1816952229j),(0.9791243672+0.1800295413j),(0.08506313711+0.139526993j)
1.584,(-0.09999202192+0.1389544755j),(0.9788075686+0.1824964285j),(0.9795895815+0.1803967953j),(0.0832285732+0.135212332j)
1.5872,(-0.1030920818+0.1385191977j),(0.9781782627+0.1829221547j),(0.9791554809+0.1810699403j),(0.08532068878+0.1362261325j)
1.5904,(-0.1019073352+0.1393413693j),(0.9786505699+0.182910189j),(0.9790517092+0.1811418235j),(0.08407942951+0.1356167495j)
1.5936,(-0.1026921123+0.1348980963j),(0.9777017832+0.1830950081j),(0.9782949686+0.1810597479j),(0.08495378494+0.1386524588j)
1.5968,(-0.1079669669+0.1310409904j),(0.9772623181+0.1832898855j),(0.9770451188+0.1818665117j),(0.08817848563+0.1434040815j)
1.6,(-0.1041148305+0.1406696737j),(0.9776141047+0.184435457j),(0.9785521626+0.1826806515j),(0.08626732975+0.134011507j)
1.6032,(-0.1045089588+0.1385194063j),(0.9775389433+0.1847200096j),(0.9777377844+0.1829608083j),(0.08596580476+0.1367257386j)
1.6064,(-0.1047361344+0.1402560771j),(0.9778428674+0.1853355467j),(0.978132844+0.1828119457j),(0.08582948148+0.1351219118j)
1.6096,(-0.1105597317+0.1382674426j),(0.9771692157+0.185286358j),(0.9773942828+0.1841966659j),(0.09172977507+0.1387969851j)
1.6128,(-0.1103592664+0.1409734339j),(0.9765505791+0.186087966j),(0.9768894315+0.1849313676j),(0.090290308+0.1354247779j)
1.616,(-0.1058733314+0.141324535j),(0.9774307609+0.1851771474j),(0.9770199656+0.1840822399j),(0.0855229646+0.1353787929j)
1.6192,(-0.1091627851+0.1401696652j),(0.9768320918+0.1865330935j),(0.9771600962+0.184766829j),(0.0893061012+0.1362692714j)
1.6224,(-0.1131505594+0.1422312558j),(0.9763462543+0.187082082j),(0.9767424464+0.1854092777j),(0.09339443594+0.1353674084j)
1.6256,(-0.1106329933+0.1353135109j),(0.9761449099+0.1868326068j),(0.9773373008+0.1851758659j),(0.08964206278+0.1435058415j)
1.6288,(-0.1066271067+0.1374955624j),(0.9765403867+0.1862818599j),(0.9773640037+0.1859496832j),(0.08532366157+0.1407444477j)
1.632,(-0.1152606532+0.1372284293j),(0.9754890203+0.1875227094j),(0.976046741+0.1855724752j),(0.09312914312+0.1416999847j)
1.6352,(-0.1108256206+0.131319508j),(0.9756740332+0.187204808j),(0.976395309+0.185651958j),(0.08993922174+0.146413967j)
1.6384,(-0.1124500781+0.1316995919j),(0.9752423167+0.1875056028j),(0.9765124321+0.1853657514j),(0.09145328403+0.1471156478j)
1.6416,(-0.1125551909+0.1385240555j),(0.9754934311+0.1885921061j),(0.9762219191+0.1869662404j),(0.09079793096+0.1412531734j)
1.6448,(-0.1097894311+0.1373037249j),(0.9760809541+0.1888662875j),(0.9770131111+0.1870389581j),(0.08882394433+0.1412846595j)
1.648,(-0.1063264012+0.1349405795j),(0.9757661223+0.1883529574j),(0.9771056771+0.1867043078j),(0.0853215903+0.1438723803j)
1.6512,(-0.1115583405+0.1360366046j),(0.975568831+0.188828811j),(0.9756422043+0.187195912j),(0.09001556039+0.1436665505j)
1.6544,(-0.1144249514+0.1356116086j),(0.9749459028+0.1899631321j),(0.974966228+0.1878811419j),(0.09149350226+0.1445330083j)
1.6576,(-0.1138106287+0.1376718581j),(0.9753541946+0.1897562146j),(0.9761269093+0.1881967783j),(0.09115500003+0.1423711181j)
1.6608,(-0.1142077222+0.139576599j),(0.9751883745+0.1905779392j),(0.975394249+0.1886147559j),(0.09255859256+0.1409265548j)
1.664,(-0.1107411757+0.1369328201j),(0.9754117131+0.1912260652j),(0.9758577347+0.1886043251j),(0.08735390753+0.1425512135j)
1.6672,(-0.1106384844+0.1438814104j),(0.9766722322+0.1908403039j),(0.9764931202+0.1887776852j),(0.08887518197+0.135151729j)
1.6704,(-0.1146224216+0.1440925151j),(0.9751146436+0.191963613j),(0.9756965637+0.1897829622j),(0.09271255136+0.1359217912j)
1.6736,(-0.11666511+0.1410068125j),(0.9753939509+0.1919700205j),(0.9754260778+0.1899846345j),(0.09420684725+0.1375849247j)
1.6768,(-0.1176129058+0.138431862j),(0.9741258621+0.1930692792j),(0.9753628969+0.1906535327j),(0.09373174608+0.1426225454j)
1.68,(-0.1163048074+0.1428629607j),(0.9750247002+0.1930470169j),(0.9752948284+0.1908108592j),(0.09292377532+0.1363980919j)
1.6832,(-0.1221621484+0.1409733891j),(0.9742665291+0.1934449226j),(0.9741836786+0.191370368j),(0.09832496196+0.1394634843j)
1.6864,(-0.1190762892+0.1355284154j),(0.9744901657+0.1925990582j),(0.9749677181+0.1913080812j),(0.09475768358+0.1449727416j)
1.6896,(-0.118512921+0.1359502673j),(0.9742746949+0.1929628551j),(0.9746035337+0.1909726858j),(0.09344925731+0.144057706j)
1.6928,(-0.1189586148+0.1365215331j),(0.9742488861+0.1937204897j),(0.9747049809+0.1919109523j),(0.09388104081+0.1449874043j)
1.696,(-0.1253655851+0.1432968825j),(0.9740042686+0.1950936317j),(0.9741836786+0.1932080388j),(0.1000714079+0.13847211j)
1.6992,(-0.124740079+0.1383144408j),(0.9732706547+0.1943360567j),(0.9735386372+0.1924686432j),(0.09932185709+0.1437157094j)
1.7024,(-0.1200780347+0.1325835735j),(0.9735715389+0.1945492029j),(0.9735298157+0.1918698102j),(0.0948196575+0.1480627358j)
1.7056,(-0.1176705882+0.1365549713j),(0.9741578698+0.1939741224j),(0.9741486907+0.1925420612j),(0.09140818566+0.1455824822j)
1.7088,(-0.111879468+0.131511867j),(0.9745485783+0.194511205j),(0.9754323959+0.1919284165j),(0.08575826883+0.149230212j)
1.712,(-0.1189998239+0.1363997906j),(0.9735761881+0.1955700517j),(0.9745110273+0.1935984194j),(0.09335300326+0.1450992227j)
1.7152,(-0.117111139+0.1433640271j),(0.9738167524+0.1960913539j),(0.9749385118+0.1943616569j),(0.09179656208+0.1381758302j)
1.7184,(-0.1178857237+0.1389498115j),(0.9731885791+0.1962150931j),(0.9739610553+0.1938687265j),(0.0920964703+0.1431988925j)
1.7216,(-0.1216392443+0.1395904571j),(0.973271668+0.1966321766j),(0.9739086628+0.1947776973j),(0.09582790732+0.1436855197j)
1.7248,(-0.1185079962+0.1425951421j),(0.9734936357+0.1975190789j),(0.9743375182+0.1954165697j),(0.09227788448+0.1400389671j)
1.728,(-0.1249987483+0.1409099549j),(0.9735421538+0.1968910843j),(0.9735805392+0.1954501867j),(0.09818781912+0.1411191672j)
1.7312,(-0.1217480972+0.1401288211j),(0.9731054902+0.1979647875j),(0.9735226035+0.1954758763j),(0.09455739707+0.1424622834j)
1.7344,(-0.1226216108+0.139922142j),(0.9728403091+0.1980770528j),(0.9737333059+0.1957475841j),(0.09469405562+0.1440272033j)
1.7376,(-0.1260252297+0.1421161294j),(0.9722082019+0.1984499544j),(0.973138392+0.1968199164j),(0.09736552835+0.1422616243j)
1.7408,(-0.1271997392+0.1413516402j),(0.9720697999+0.1990446448j),(0.9728351235+0.1963210702j),(0.09946653247+0.1420983672j)
1.744,(-0.1266968101+0.1434892416j),(0.9726057053+0.2000564635j),(0.9728770256+0.196903795j),(0.0985558182+0.1412726194j)
1.7472,(-0.1261775047+0.1427152604j),(0.9725711942+0.199216783j),(0.9728079438+0.1974268556j),(0.09824466705+0.1411892027j)
1.7504,(-0.1286657155+0.1400993913j),(0.9719112515+0.199247852j),(0.9719961882+0.1974065602j),(0.1007485464+0.145084545j)
1.7536,(-0.1268112659+0.1397964805j),(0.9721027613+0.2003331482j),(0.9725637436+0.1979082227j),(0.09779197723+0.144631803j)
1.7568,(-0.1245789379+0.1396175027j),(0.9719901085+0.2002176493j),(0.9726959467+0.1984960139j),(0.09605698287+0.1451229453j)
1.76,(-0.1299447864+0.1445495635j),(0.9717130065+0.2013947815j),(0.9723113179+0.1988508999j),(0.1003048941+0.1401880533j)
1.7632,(-0.1302153319+0.1400800198j),(0.9714435339+0.201105535j),(0.972420156+0.1984471977j),(0.100330919+0.1466251016j)
1.7664,(-0.1299550235+0.1412631422j),(0.9718247652+0.200967744j),(0.972533226+0.1984587312j),(0.1003020406+0.144561246j)
1.7696,(-0.1307437122+0.1384832561j),(0.9714806676+0.2015814036j),(0.9716140628+0.1991287172j),(0.1008192375+0.1471884102j)
1.7728,(-0.130169034+0.1392477006j),(0.9715296626+0.2016351521j),(0.9718069434+0.1993095577j),(0.1004699618+0.1461886317j)
1.776,(-0.1329162121+0.1388115585j),(0.9710018635+0.2020817101j),(0.9714946151+0.1998861432j),(0.103469342+0.1469658762j)
1.7792,(-0.1262876987+0.1399454623j),(0.9718657136+0.2021579295j),(0.9724088907+0.1997062862j),(0.09782361239+0.1442383081j)
1.7824,(-0.129069522+0.1360687613j),(0.9710290432+0.2021034658j),(0.9716728926+0.2002323568j),(0.09955412149+0.1487565786j)
1.7856,(-0.1295273751+0.1394685656j),(0.9712848067+0.2024882734j),(0.9717242122+0.2003028095j),(0.1000424325+0.1459756792j)
1.7888,(-0.1349125206+0.1380623579j),(0.9706866145+0.2028713524j),(0.9710225463+0.2006420195j),(0.1043005437+0.1473553777j)
1.792,(-0.1281453073+0.1367040575j),(0.971291244+0.2032230198j),(0.9714061618+0.2007395327j),(0.09806139767+0.1482853889j)
1.7952,(-0.1297532171+0.1391878426j),(0.9711577296+0.2038324177j),(0.9713497162+0.2013533711j),(0.09943191707+0.1448022127j)
1.7984,(-0.1301740855+0.1392587572j),(0.9705864191+0.2039411813j),(0.9707999825+0.202035144j),(0.09857963026+0.1459945887j)
1.8016,(-0.1303495765+0.1402520388j),(0.9704529047+0.2048023045j),(0.9708727598+0.202278018j),(0.1000851989+0.145361945j)
1.8048,(-0.1333156228+0.1426204145j),(0.9700535536+0.2058843076j),(0.9701454043+0.2028876543j),(0.1026950404+0.1432771683j)
1.808,(-0.1324042231+0.1387442648j),(0.9700876474+0.2045788467j),(0.9700042009+0.2033581138j),(0.1010404527+0.1478139758j)
1.8112,(-0.1333178878+0.1398383826j),(0.9701438546+0.2057611942j),(0.9706158042+0.2033918202j),(0.1019663066+0.1470544636j)
1.8144,(-0.133289367+0.1407248378j),(0.9698605537+0.2066569924j),(0.9702325463+0.2038707435j),(0.1010320708+0.1460029781j)
1.8176,(-0.1368307471+0.1428464353j),(0.9692749977+0.2070838511j),(0.9694950581+0.2045900822j),(0.1049028039+0.1444547176j)
1.8208,(-0.1363561004+0.135899514j),(0.9691987038+0.2069562674j),(0.9697834253+0.2041119337j),(0.1030148119+0.1514399201j)
1.824,(-0.1404719502+0.1411541849j),(0.9679686427+0.2075502276j),(0.9688050747+0.2052376568j),(0.1079315394+0.145968318j)
1.8272,(-0.1360446513+0.1393967718j),(0.9691708088+0.2077655494j),(0.9695205688+0.2054229975j),(0.1035749018+0.1484053135j)
1.8304,(-0.1358461976+0.1397004724j),(0.9688309431+0.208442539j),(0.9696263075+0.2057948709j),(0.1025809124+0.1471041143j)
1.8336,(-0.1391018033+0.1366339773j),(0.9682355523+0.2086498737j),(0.9688692689+0.2057220638j),(0.105682686+0.1504227221j)
1.8368,(-0.139231205+0.1394717842j),(0.9681187272+0.2088144273j),(0.9685243964+0.2060416043j),(0.1058520824+0.1487207115j)
1.84,(-0.138262704+0.1351509988j),(0.9687362909+0.2088127136j),(0.9690463543+0.2057515979j),(0.1042881832+0.1516970843j)
1.8432,(-0.143065393+0.13783966j),(0.9677295685+0.209858194j),(0.9681043029+0.2072811574j),(0.1086332798+0.1508932561j)
1.8464,(-0.1410974115+0.1389598995j),(0.9682230949+0.2095829546j),(0.9681708813+0.2075992078j),(0.1068636626+0.150052011j)
1.8496,(-0.139738813+0.1351443827j),(0.9682767391+0.2102486789j),(0.9681476951+0.2079154849j),(0.1054995805+0.1518861949j)
1.8528,(-0.141514644+0.1410302073j),(0.9678555727+0.2114925832j),(0.9683156013+0.2087974101j),(0.1075307205+0.1471469402j)
1.856,(-0.1408691406+0.1384807378j),(0.9681636691+0.2106348127j),(0.9685576558+0.2084248215j),(0.1059728116+0.1497328132j)
1.8592,(-0.1350738704+0.1370670348j),(0.9689006209+0.2103771269j),(0.9684223533+0.2083049417j),(0.1008165553+0.1500019729j)
1.8624,(-0.1412068009+0.1388667077j),(0.9679976106+0.2109226584j),(0.9679197073+0.209440887j),(0.1058699265+0.1488722265j)
1.8656,(-0.1361726224+0.1406810135j),(0.9688588381+0.2114290446j),(0.968456924+0.209340468j),(0.101542972+0.1475192755j)
1.8688,(-0.1430681646+0.1423658431j),(0.96756953+0.212875098j),(0.9679165483+0.2100119889j),(0.1075268984+0.1469204873j)
1.872,(-0.1400318891+0.1349664778j),(0.9678201675+0.212289989j),(0.9679285288+0.2098170221j),(0.1031783074+0.152644366j)
1.8752,(-0.1433302909+0.1447865516j),(0.9676238894+0.2129957676j),(0.9676867723+0.2108523548j),(0.1082039475+0.1444547176j)
1.8784,(-0.1380732358+0.1367682219j),(0.9678995013+0.2132767439j),(0.9673043489+0.2104028463j),(0.1020898372+0.150393337j)
1.8816,(-0.1436835378+0.1377290487j),(0.9671977758+0.2129149139j),(0.9670494795+0.210647732j),(0.1073499322+0.1509099454j)
1.8848,(-0.1462266445+0.1396850049j),(0.9669494629+0.2136376053j),(0.9667605758+0.2115181535j),(0.1087313965+0.1492229849j)
1.888,(-0.1512381583+0.1413207352j),(0.9661133289+0.2148796767j),(0.9664899707+0.2121543288j),(0.1146702319+0.1479779929j)
1.8912,(-0.1428164244+0.1401983798j),(0.9671618938+0.214680016j),(0.9669046402+0.2123630345j),(0.1060803458+0.1474799067j)
1.8944,(-0.1464429796+0.1373209655j),(0.9664896727+0.2148777694j),(0.9666149616+0.2122787684j),(0.1086454764+0.1514634043j)
1.8976,(-0.1457187235+0.1368913352j),(0.9667541385+0.2145576924j),(0.9662321806+0.2131678462j),(0.1091068089+0.1520249397j)
1.9008,(-0.1461729705+0.1373309195j),(0.966293335+0.2156926095j),(0.9662730694+0.2133146226j),(0.1090463251+0.1514047831j)
1.904,(-0.1489308029+0.1387710273j),(0.9660897255+0.2155584246j),(0.9658097625+0.2133505195j),(0.1118483692+0.1502102762j)
1.9072,(-0.1503151059+0.1364189833j),(0.9660265446+0.2162099928j),(0.9656173587+0.213894248j),(0.1120866612+0.1517293453j)
1.9104,(-0.1453079432+0.1353240907j),(0.9667162895+0.216032207j),(0.9665229917+0.2140068114j),(0.108127743+0.1529438645j)
1.9136,(-0.1481220424+0.1353771389j),(0.9659034014+0.2165336609j),(0.9658074379+0.2143793404j),(0.1094368696+0.1530481875j)
1.9168,(-0.1519592404+0.1312271208j),(0.965299964+0.2162736952j),(0.9649698734+0.2142294049j),(0.1132849827+0.1570674777j)
1.92,(-0.1556918621+0.1394607425j),(0.9650767446+0.2171525657j),(0.9646770954+0.2159428596j),(0.116855368+0.1505517364j)
1.9232,(-0.1435229629+0.1417493373j),(0.9669133425+0.2176315486j),(0.9668383598+0.2159217298j),(0.1048769355+0.1466891468j)
1.9264,(-0.1524388343+0.1357275248j),(0.9651604891+0.2172053605j),(0.9645680189+0.2162450999j),(0.1128881872+0.1534636319j)
1.9296,(-0.1408905834+0.1344335377j),(0.9666577578+0.2173503786j),(0.9661548138+0.2151770294j),(0.101251781+0.1540289223j)
1.9328,(-0.1502405554+0.1417018026j),(0.9655873775+0.2192488611j),(0.9650326967+0.2172479331j),(0.1103013456+0.1484860033j)
1.936,(-0.1540777087+0.1327537j),(0.9648529887+0.2176828384j),(0.9647166729+0.2166202068j),(0.1132700741+0.1567209214j)
1.9392,(-0.1507709473+0.1418760717j),(0.9653657675+0.2200104147j),(0.9651081562+0.2179642469j),(0.1119262427+0.1485288888j)
1.9424,(-0.1505074948+0.1389359087j),(0.96555686+0.2193048j),(0.9646189213+0.2179102898j),(0.1110611856+0.1509424746j)
1.9456,(-0.1480714977+0.1370187402j),(0.9651440382+0.2198274732j),(0.9647724628+0.2179200351j),(0.1072033718+0.1535440832j)
1.9488,(-0.149586305+0.1379941255j),(0.9651276469+0.2196743488j),(0.9641176462+0.218162626j),(0.1099313945+0.1523705423j)
1.952,(-0.1554643512+0.1346594095j),(0.9637824297+0.2201054692j),(0.9637794495+0.2183955163j),(0.1149747521+0.156658873j)
1.9552,(-0.1549402326+0.1372329146j),(0.9646477103+0.2207969129j),(0.9641685486+0.2193512321j),(0.1138658673+0.1539714038j)
1.9584,(-0.154251188+0.1341546327j),(0.9645982981+0.2201015949j),(0.9644123912+0.2189254463j),(0.1132592708+0.1572860479j)
1.9616,(-0.1560755968+0.134828642j),(0.9640862942+0.2212443948j),(0.9642069936+0.219052285j),(0.1148703694+0.1560731083j)
1.9648,(-0.1554304808+0.1380395889j),(0.9645523429+0.2217133939j),(0.9637140036+0.2197040319j),(0.1145011112+0.1522648782j)
1.968,(-0.1566369832+0.1363358796j),(0.9636496902+0.221997261j),(0.9635118246+0.2201684713j),(0.1145431399+0.1542956382j)
1.9712,(-0.1578293145+0.1344791353j),(0.9638450146+0.2215900123j),(0.9633993506+0.2195955813j),(0.1157621443+0.1560881436j)
1.9744,(-0.1546204239+0.1376671493j),(0.9639830589+0.2225836515j),(0.9634919167+0.221091792j),(0.1134226918+0.1534789503j)
1.9776,(-0.1554238647+0.1354285479j),(0.9636355639+0.222935766j),(0.9637094736+0.2210684419j),(0.1126556769+0.1540588886j)
1.9808,(-0.1553893685+0.136704132j),(0.963606596+0.2226794511j),(0.9632457495+0.2212336659j),(0.1127730459+0.1543804407j)
1.984,(-0.1564279646+0.1345886886j),(0.9637253284+0.2228381485j),(0.9632179737+0.2210268676j),(0.1139793396+0.1555830836j)
1.9872,(-0.1549483091+0.1376201063j),(0.9635677934+0.2242790461j),(0.9633282423+0.2213407159j),(0.1134456098+0.15291287j)
1.9904,(-0.1559162587+0.1379919648j),(0.9633541107+0.2247899473j),(0.9639478922+0.2215513289j),(0.114019528+0.1527463794j)
1.9936,(-0.1556896418+0.1336137205j),(0.9633262157+0.2236686051j),(0.9627792835+0.2210641801j),(0.1125095189+0.1563305408j)
1.9968,(-0.1600780487+0.1379547119j),(0.9626369476+0.2253379524j),(0.9625895023+0.2230093777j),(0.1167951226+0.1531410813j)
2,(-0.1590636969+0.1364494115j),(0.9624302387+0.2257755101j),(0.9632040262+0.2228524387j),(0.1152999103+0.1549441218j)
2.0032,(-0.1590358317+0.13612324j),(0.9606932402+0.2283846885j),(0.9630087018+0.2224743664j),(0.1138145626+0.1541186571j)
2.0064,(-0.1643024981+0.1347348243j),(0.9600279927+0.2293748558j),(0.9622520804+0.2239899784j),(0.119929567+0.1572611034j)
2.0096,(-0.1617989689+0.1364082247j),(0.9596404433+0.23037678j),(0.9623515606+0.2235053182j),(0.1166928634+0.1554109305j)
2.0128,(-0.1609652638+0.1334083676j),(0.959787488+0.2299982458j),(0.9619705677+0.2237026393j),(0.1156062707+0.1583666056j)
2.016,(-0.1584801972+0.1375470161j),(0.9599403143+0.2305629849j),(0.9619429111+0.2238747478j),(0.1138320565+0.1518534273j)
2.0192,(-0.1642460972+0.1343387365j),(0.9588384628+0.2309634984j),(0.9613078833+0.2246959209j),(0.1182259396+0.1575061083j)
2.0224,(-0.1634423435+0.1352019608j),(0.9591814876+0.230897963j),(0.9611488581+0.2253983319j),(0.1180107296+0.1559182554j)
2.0256,(-0.161324501+0.1339916885j),(0.9597746134+0.2306004763j),(0.9613985419+0.2252275795j),(0.1164166331+0.1571425349j)
2.0288,(-0.1665263921+0.1356575489j),(0.9590142369+0.2312942147j),(0.9606589079+0.2253540307j),(0.1211044639+0.1559954882j)
2.032,(-0.1649510562+0.1330263168j),(0.9586207867+0.231816262j),(0.960986197+0.2259449661j),(0.1206876189+0.1581073105j)
2.0352,(-0.1638793647+0.1323446333j),(0.9591129422+0.2316936553j),(0.9612408876+0.2267015874j),(0.1182973012+0.1588404328j)
2.0384,(-0.1615239829+0.135233894j),(0.9595227838+0.2325450629j),(0.961702168+0.2273186147j),(0.1162504032+0.1570438445j)
2.0416,(-0.1645518839+0.130694747j),(0.9584600925+0.2328412235j),(0.9607647657+0.2266786397j),(0.1194506362+0.1601373851j)
2.0448,(-0.1641240567+0.1352528334j),(0.9582172632+0.2343015373j),(0.9603574276+0.2288984954j),(0.1179917753+0.1561980695j)
2.048,(-0.16488038+0.1328659356j),(0.9581474662+0.2336167693j),(0.9602729678+0.2278360873j),(0.1194180027+0.1577144265j)
2.0512,(-0.1633158624+0.1285104752j),(0.9591876268+0.2324128002j),(0.9601532221+0.2272461951j),(0.117083475+0.1615034044j)
2.0544,(-0.1666160971+0.1363453269j),(0.9587507248+0.2328647077j),(0.9598442912+0.2294752896j),(0.1201420203+0.1560709625j)
2.0576,(-0.1671078354+0.133823052j),(0.9588568211+0.2325451821j),(0.9600448012+0.2291722j),(0.118889153+0.1572750658j)
2.0608,(-0.161662057+0.1356088668j),(0.9600018859+0.2318999171j),(0.9608463645+0.2292267978j),(0.1149761677+0.1555228233j)
2.064,(-0.1703665555+0.1317928731j),(0.9579405189+0.2336375117j),(0.9582945108+0.230076462j),(0.1212628931+0.1600923836j)
2.0672,(-0.1654772758+0.1319051087j),(0.9594585896+0.2330746353j),(0.9593665004+0.2301496863j),(0.1170432717+0.1583269835j)
2.0704,(-0.1643446982+0.1374078244j),(0.9589215517+0.2347628027j),(0.9599801898+0.2307320982j),(0.1163728088+0.1533268094j)
