,s 11,s 12,s 21,s 22
1.4336,(-0.09130581468+0.1494334042j),(0.9793739319+0.1830168962j),(0.9801192284+0.1816825867j),(0.07374772429+0.1504339874j)
1.4368,(-0.09955926239+0.1499568671j),(0.978320241+0.1835377961j),(0.9787687063+0.1827626526j),(0.0812439993+0.1509325951j)
1.44,(-0.094159998+0.1464911252j),(0.9783403873+0.1834565401j),(0.9793673158+0.1819655746j),(0.07577188313+0.1533120424j)
1.4432,(-0.09833409637+0.1528630257j),(0.9786351919+0.1841058135j),(0.9793528914+0.1832223237j),(0.0798342526+0.1470617354j)
1.4464,(-0.09491870552+0.148527354j),(0.9784023762+0.1837937534j),(0.9789638519+0.182854712j),(0.07677666098+0.1519873291j)
1.4496,(-0.09342713654+0.1549148411j),(0.9790087342+0.1845589578j),(0.9794278145+0.184302181j),(0.07521740347+0.144526124j)
1.4528,(-0.09579964727+0.1499420255j),(0.9782391191+0.18417418j),(0.9785978198+0.1842221618j),(0.07729661465+0.1513035595j)
1.456,(-0.0943454206+0.1505611241j),(0.9782083035+0.1854216754j),(0.9791722894+0.1843917966j),(0.07634264231+0.1502860636j)
1.4592,(-0.09548482299+0.1474896222j),(0.977390945+0.1848319918j),(0.9786714315+0.1838970482j),(0.07620860636+0.1531026065j)
1.4624,(-0.09187997878+0.1519960016j),(0.9777982235+0.1854492277j),(0.9788174629+0.1846050322j),(0.07331244648+0.1494855136j)
1.4656,(-0.1054337025+0.1572965086j),(0.9770943522+0.1877070367j),(0.9780102968+0.18693313j),(0.08632243425+0.1445642114j)
1.4688,(-0.09649539739+0.157040894j),(0.9775422215+0.1877001971j),(0.9791398048+0.186077103j),(0.07789984345+0.1454742551j)
1.472,(-0.1027529389+0.1558307558j),(0.9768881202+0.1879132688j),(0.9773416519+0.1867882162j),(0.08340226114+0.1471646279j)
1.4752,(-0.1043071151+0.1505776346j),(0.9766992927+0.1874629259j),(0.9772589803+0.1871345937j),(0.08452563733+0.1514343619j)
1.4784,(-0.1024160981+0.1587276906j),(0.9772899747+0.1894595325j),(0.9778362513+0.1881652474j),(0.08365869522+0.1448106915j)
1.4816,(-0.1042057872+0.1552532166j),(0.976506114+0.189244315j),(0.9778108597+0.1881003231j),(0.08487267047+0.1472438723j)
1.4848,(-0.1037751287+0.1480994672j),(0.9762541652+0.1891512573j),(0.9772549868+0.187381044j),(0.08191701025+0.1553921551j)
1.488,(-0.1059132516+0.1516561806j),(0.9759993553+0.1899328828j),(0.9772119522+0.1886364222j),(0.08551954478+0.1516749263j)
1.4912,(-0.09893992543+0.1513190866j),(0.9768497944+0.1902454346j),(0.9779107571+0.1886063218j),(0.0779286474+0.1515128911j)
1.4944,(-0.1055117995+0.1502420902j),(0.9760971069+0.19023256j),(0.9760240912+0.188499704j),(0.08448501676+0.1549331546j)
1.4976,(-0.1029853001+0.1541805118j),(0.9760613441+0.1908655763j),(0.9771901369+0.189564079j),(0.08175510168+0.1500919759j)
1.5008,(-0.1020652726+0.1522998065j),(0.9765012264+0.190143019j),(0.9770908356+0.1892850399j),(0.07995846868+0.1529031992j)
1.504,(-0.1029582471+0.1531719714j),(0.9761530161+0.1922002286j),(0.9771091342+0.1894487441j),(0.08191213757+0.1517504454j)
1.5072,(-0.1004636064+0.1510233283j),(0.9769492149+0.1909538507j),(0.9767584801+0.1902691126j),(0.0787633881+0.1539478898j)
1.5104,(-0.1056261361+0.1487492323j),(0.9755549431+0.1915507317j),(0.9762714505+0.1896995008j),(0.08336959034+0.1576287895j)
1.5136,(-0.1043144614+0.1487093419j),(0.9750301242+0.1922462732j),(0.9762847424+0.1898894012j),(0.08136844635+0.156622082j)
1.5168,(-0.1046539247+0.1500530392j),(0.9751243591+0.1925486475j),(0.9760569334+0.1905002445j),(0.08083999157+0.1569905281j)
1.52,(-0.1067954525+0.1517222226j),(0.9754412174+0.1931806505j),(0.9763292074+0.1906064749j),(0.08525066078+0.1555045992j)
1.5232,(-0.1047937274+0.1542782038j),(0.9752080441+0.1934966147j),(0.9769772291+0.1920677871j),(0.08090138435+0.1536328197j)
1.5264,(-0.1012367085+0.151132822j),(0.9760563374+0.1933801621j),(0.9771960378+0.1909486651j),(0.07826372981+0.1561451554j)
1.5296,(-0.1064451039+0.1497894078j),(0.9745360613+0.194036305j),(0.9760699272+0.1919922829j),(0.08238577843+0.1586251855j)
1.5328,(-0.1054802835+0.1555370986j),(0.9753289223+0.1937620342j),(0.9760891795+0.1923719645j),(0.08173228055+0.1527722478j)
1.536,(-0.1067914069+0.161933288j),(0.9757710099+0.1959410906j),(0.9769785404+0.1940676421j),(0.08383816481+0.1471233517j)
1.5392,(-0.1094574556+0.1536187232j),(0.9742668867+0.1956194341j),(0.9754077196+0.1940147877j),(0.08575191349+0.1564593911j)
1.5424,(-0.1058607399+0.154043138j),(0.9749678969+0.1949175596j),(0.9754847288+0.1934483349j),(0.08091687411+0.1552851051j)
1.5456,(-0.1140042841+0.1546472162j),(0.9743130803+0.1965648681j),(0.9753877521+0.1943902671j),(0.08990534395+0.1558654308j)
1.5488,(-0.1156723648+0.1608715355j),(0.974571228+0.1969801188j),(0.9749904871+0.195327431j),(0.09269993007+0.1507271677j)
1.552,(-0.1105957553+0.1515901089j),(0.9739797115+0.1961988211j),(0.9751883745+0.1944745779j),(0.08479651809+0.1580105424j)
1.5552,(-0.109872736+0.1545816362j),(0.9742181897+0.1969898641j),(0.9750669003+0.1951316446j),(0.08526583761+0.1558671147j)
1.5584,(-0.1167441383+0.1488363594j),(0.972769022+0.1970606297j),(0.9741228223+0.1953234822j),(0.0911270082+0.1617835313j)
1.5616,(-0.1160104275+0.1577928215j),(0.9737356901+0.198502183j),(0.9737912416+0.195946157j),(0.0895839259+0.1531933695j)
1.5648,(-0.1150385141+0.1526937783j),(0.9732823372+0.1985378265j),(0.9741954803+0.1964322776j),(0.08863064647+0.1580091119j)
1.568,(-0.1109425873+0.152782023j),(0.9740983248+0.1974659115j),(0.9743884206+0.1967285872j),(0.08458064497+0.1580154896j)
1.5712,(-0.1160191745+0.1502184719j),(0.9734668136+0.1978961527j),(0.9734070897+0.1964711845j),(0.08943530172+0.1605721861j)
1.5744,(-0.1133794487+0.1542135775j),(0.9733246565+0.1988294721j),(0.9741652608+0.1973122954j),(0.08669304848+0.1578902006j)
1.5776,(-0.1098589152+0.1524294913j),(0.973169744+0.1985010803j),(0.9746460319+0.1967940181j),(0.08253454417+0.1599778086j)
1.5808,(-0.1124670804+0.1506213546j),(0.9734241962+0.1988784075j),(0.9741296768+0.1974821985j),(0.08532990515+0.1601748466j)
1.584,(-0.1093243957+0.1555251628j),(0.9738510847+0.1998741925j),(0.9748007059+0.1979898214j),(0.08354833722+0.1559253782j)
1.5872,(-0.112385042+0.1551146805j),(0.9731245637+0.2002975941j),(0.9740603566+0.1984407902j),(0.08564827591+0.1568907499j)
1.5904,(-0.1112705171+0.1559064537j),(0.9735574126+0.2003232092j),(0.9741250277+0.198701039j),(0.08437985927+0.1564776897j)
1.5936,(-0.1120686978+0.1515573263j),(0.9727489948+0.2006477118j),(0.9730965495+0.1985595822j),(0.08513754606+0.1593672186j)
1.5968,(-0.1172080487+0.1475791782j),(0.9721605778+0.2006355226j),(0.9719222188+0.1991713345j),(0.0883872956+0.1642085016j)
1.6,(-0.113517724+0.1574311554j),(0.9724580646+0.2018613368j),(0.9735871553+0.2001832128j),(0.08661527932+0.1549354196j)
1.6032,(-0.1139569953+0.1550479829j),(0.9723504782+0.202198714j),(0.9727517366+0.2002872527j),(0.08628450334+0.157600373j)
1.6064,(-0.114251256+0.1570230871j),(0.9727590084+0.202848345j),(0.9729145765+0.2003926635j),(0.08614692092+0.1560361981j)
1.6096,(-0.1200577542+0.154768765j),(0.9719004631+0.2028686404j),(0.9721496701+0.2018217146j),(0.09194418788+0.1600086689j)
1.6128,(-0.1198851839+0.1574891657j),(0.9712513089+0.2036248744j),(0.9719624519+0.202380091j),(0.0905674994+0.1566248834j)
1.616,(-0.1153805107+0.1579204947j),(0.9722177386+0.2026869059j),(0.971863389+0.2016547024j),(0.08580785245+0.1564998925j)
1.6192,(-0.1187974811+0.1567914933j),(0.9715026617+0.2042388916j),(0.9721602201+0.2024091035j),(0.08961516619+0.1574727893j)
1.6224,(-0.1228099391+0.158804059j),(0.9711123109+0.2045222819j),(0.9714027047+0.2031047642j),(0.09364329278+0.1566784382j)
1.6256,(-0.1201430187+0.152051717j),(0.9708477259+0.2042615116j),(0.9721626043+0.2025690377j),(0.08979968727+0.1646560282j)
1.6288,(-0.116397284+0.1543083042j),(0.9714086056+0.2039414942j),(0.9720329046+0.203575924j),(0.08552385122+0.161916092j)
1.632,(-0.1249436438+0.1539348364j),(0.9702585936+0.2051845789j),(0.9706584811+0.2031396329j),(0.09318271279+0.1630812585j)
1.6352,(-0.1203455478+0.1482400596j),(0.9703941941+0.2047656178j),(0.9714099169+0.2032907307j),(0.09001561254+0.1677643359j)
1.6384,(-0.1220418066+0.1484418213j),(0.9699115157+0.2052266896j),(0.9711387157+0.2031219751j),(0.09157452732+0.1684750468j)
1.6416,(-0.1222510338+0.155342564j),(0.9700618982+0.2062142342j),(0.9709064364+0.2047999352j),(0.09097480774+0.1627688706j)
1.6448,(-0.1196420342+0.1541550159j),(0.9706972837+0.2066792846j),(0.9717199802+0.2045997977j),(0.08905529976+0.162702173j)
1.648,(-0.1160564572+0.1518221051j),(0.9702516794+0.2061686367j),(0.9718052745+0.2045390457j),(0.08554963022+0.1652650386j)
1.6512,(-0.1214229017+0.1529481858j),(0.9701471925+0.2065607309j),(0.9704359174+0.2049955279j),(0.09019365907+0.1652265638j)
1.6544,(-0.1242378429+0.1525462866j),(0.96955055+0.2076507807j),(0.9695442915+0.2053445876j),(0.09164884686+0.1661220044j)
1.6576,(-0.123602733+0.1547337174j),(0.9700719118+0.207503289j),(0.9705752134+0.2061924636j),(0.09124602377+0.163951993j)
1.6608,(-0.1241669431+0.1563484073j),(0.9696651101+0.2084279656j),(0.9698937535+0.206623897j),(0.09270639718+0.1626295149j)
1.664,(-0.1205076799+0.1539756954j),(0.9698631763+0.2088474035j),(0.970313549+0.2065233886j),(0.0874427557+0.1642172188j)
1.6672,(-0.1207706034+0.1608291864j),(0.9711363316+0.2087376118j),(0.9708890915+0.2068626881j),(0.08909888566+0.1568884999j)
1.6704,(-0.1247429401+0.1609968543j),(0.9697189927+0.2100379318j),(0.9700375795+0.2077950835j),(0.09290477633+0.1577265412j)
1.6736,(-0.1267512143+0.1579104364j),(0.9697411656+0.2099741697j),(0.9698915482+0.2080278546j),(0.09433956444+0.1595603824j)
1.6768,(-0.127744779+0.1553774029j),(0.9684283137+0.2110160887j),(0.9696260691+0.2088381052j),(0.09370392561+0.1645311415j)
1.68,(-0.1264807582+0.1599027514j),(0.9694561958+0.2110401094j),(0.969568789+0.2090619951j),(0.09305696189+0.1583075225j)
1.6832,(-0.1324006617+0.1577951163j),(0.9686539769+0.2113969326j),(0.9685679674+0.209421128j),(0.09844894707+0.1614998132j)
1.6864,(-0.1291415244+0.1526376903j),(0.9688456059+0.2106148899j),(0.9693388939+0.2095765769j),(0.09475734085+0.1669518203j)
1.6896,(-0.1286730319+0.152996555j),(0.968639195+0.2109295726j),(0.9689080119+0.2091080844j),(0.09356927872+0.1660627425j)
1.6928,(-0.1291867644+0.1535374522j),(0.9686157703+0.2117267698j),(0.9690517187+0.2100280523j),(0.09390025586+0.1670650691j)
1.696,(-0.1357082129+0.1601547897j),(0.9680883884+0.2132230699j),(0.9684710503+0.2113160193j),(0.1001723185+0.1607253551j)
1.6992,(-0.1350097954+0.1551703513j),(0.967484355+0.2123857737j),(0.9680736065+0.2105392516j),(0.09936516732+0.1658849418j)
1.7024,(-0.1303214729+0.149558261j),(0.9677850008+0.212745741j),(0.9679169059+0.2102747858j),(0.09481236339+0.1702165008j)
1.7056,(-0.1280798167+0.1536475271j),(0.9684272408+0.2120168358j),(0.9683969021+0.2110167444j),(0.09147936106+0.1676306874j)
1.7088,(-0.1222115383+0.1488756984j),(0.968727529+0.2125910819j),(0.9697569609+0.2100717425j),(0.085815534+0.1712038666j)
1.712,(-0.1293781251+0.1536007077j),(0.9679322839+0.2138457j),(0.9687001705+0.2117215544j),(0.09341838211+0.1673311442j)
1.7152,(-0.1277784854+0.1604183763j),(0.9679741263+0.2144857645j),(0.9690188766+0.2130008638j),(0.09190814197+0.1603724957j)
1.7184,(-0.1283978075+0.1562059075j),(0.9673892856+0.2145555019j),(0.9680093527+0.2126519084j),(0.09202368557+0.1656302214j)
1.7216,(-0.1322049648+0.1568437517j),(0.967341423+0.2148095369j),(0.9679288864+0.2131409645j),(0.09589201212+0.1660211235j)
1.7248,(-0.1292228401+0.1597586423j),(0.9676732421+0.2158336043j),(0.9683763981+0.2138557732j),(0.09239824116+0.1624210477j)
1.728,(-0.135646224+0.1581309885j),(0.9676494598+0.2152723819j),(0.9678785205+0.2140376717j),(0.09825556725+0.163724646j)
1.7312,(-0.1323182732+0.157314226j),(0.967035234+0.2163797915j),(0.9676619768+0.214158833j),(0.09452928603+0.1650896966j)
1.7344,(-0.1333844513+0.1571178287j),(0.9668095708+0.2165376246j),(0.9679592252+0.2143171728j),(0.0947227031+0.1666353196j)
1.7376,(-0.1367063671+0.1594587415j),(0.9661535621+0.2169580162j),(0.9672225714+0.2153336257j),(0.09743682295+0.1648356169j)
1.7408,(-0.1380099803+0.1584761143j),(0.9659825563+0.2174741328j),(0.9667897224+0.2150032222j),(0.09946854413+0.1648811996j)
1.744,(-0.1374385655+0.1607374102j),(0.966326952+0.218595773j),(0.9668408632+0.2154043317j),(0.098595649+0.1640906632j)
1.7472,(-0.1371713579+0.1599999517j),(0.9665244818+0.2177057862j),(0.9667841792+0.2162030935j),(0.09826239944+0.1639745533j)
1.7504,(-0.139493674+0.1573654115j),(0.9658309817+0.2178340852j),(0.9661001563+0.2160681337j),(0.1006835848+0.1679412127j)
1.7536,(-0.1376799643+0.1570087969j),(0.9660161734+0.2188020349j),(0.9667268395+0.2165616751j),(0.09783714265+0.1674952656j)
1.7568,(-0.1355687827+0.1570862085j),(0.9659932852+0.2188991308j),(0.9666419029+0.2171586156j),(0.09610790014+0.1678856313j)
1.76,(-0.1408725381+0.1616567373j),(0.9652891159+0.2199525684j),(0.9659994841+0.2177976966j),(0.1003468931+0.1632869244j)
1.7632,(-0.1411205083+0.1574046612j),(0.9651428461+0.219537586j),(0.9661877155+0.2171041965j),(0.1001904532+0.1696678698j)
1.7664,(-0.1409831494+0.1585853696j),(0.9655576944+0.2195439041j),(0.9663586617+0.2171475887j),(0.1002378166+0.167662248j)
1.7696,(-0.1417062432+0.155960381j),(0.9654552937+0.2201493829j),(0.9655562639+0.2177172452j),(0.1006551459+0.1702043414j)
1.7728,(-0.1411387175+0.1566097736j),(0.9651640058+0.2203151286j),(0.9658221006+0.2183229327j),(0.1003319323+0.1693210006j)
1.776,(-0.1439594179+0.1561725587j),(0.964718461+0.220849812j),(0.9650983214+0.218718946j),(0.1032979935+0.1702077389j)
1.7792,(-0.1375418156+0.1573960036j),(0.9656193256+0.2208093256j),(0.9662257433+0.2183876336j),(0.09774765372+0.1673076153j)
1.7824,(-0.1401936412+0.1535383463j),(0.9647449255+0.2209788561j),(0.9655643702+0.218891114j),(0.0993694067+0.1719052196j)
1.7856,(-0.1407277882+0.157026574j),(0.9649679661+0.2211557925j),(0.9655020237+0.2192408144j),(0.09998527914+0.1692190319j)
1.7888,(-0.1458964646+0.1555591822j),(0.9642961025+0.2215794921j),(0.9648646712+0.2197231352j),(0.1041462198+0.1707413793j)
1.792,(-0.1392681003+0.1543756127j),(0.9650512934+0.2220475376j),(0.9652708769+0.2198202014j),(0.0979334563+0.1715756059j)
1.7952,(-0.141034469+0.1567904651j),(0.9647092223+0.2226317227j),(0.965094924+0.2205390036j),(0.09931295365+0.1681521684j)
1.7984,(-0.1415679604+0.1568443477j),(0.9640789032+0.2228805721j),(0.9646437764+0.2207800448j),(0.09861806035+0.1693528742j)
1.8016,(-0.1417796016+0.1578717381j),(0.9640593529+0.2235912085j),(0.9645180106+0.221495375j),(0.09992217273+0.1688680649j)
1.8048,(-0.1447521448+0.1601950228j),(0.9635041952+0.2246995568j),(0.9637982249+0.2221796811j),(0.1025680006+0.1667806506j)
1.808,(-0.1438183635+0.1562447995j),(0.9638130665+0.2234664857j),(0.9636439681+0.2223279476j),(0.1008916423+0.1712822318j)
1.8112,(-0.1447573304+0.157290861j),(0.9636743069+0.2246996462j),(0.9640879035+0.222331807j),(0.1017636135+0.170580864j)
1.8144,(-0.1446256936+0.1583017111j),(0.9632915258+0.2255130857j),(0.9638826251+0.2229006439j),(0.1009155661+0.1697238982j)
1.8176,(-0.1484396458+0.1603667587j),(0.962616384+0.226075381j),(0.9628525972+0.224157393j),(0.1048423946+0.1682626307j)
1.8208,(-0.1478881985+0.1534671783j),(0.9624375105+0.2260873169j),(0.9632242918+0.222933948j),(0.1027532071+0.1751617789j)
1.824,(-0.1520539522+0.1586925536j),(0.9615325332+0.2266188711j),(0.9621157646+0.2243949473j),(0.1077015549+0.1698004752j)
1.8272,(-0.1477160305+0.1570529342j),(0.9626742005+0.2269062698j),(0.9630228877+0.2245755196j),(0.1033614278+0.1721632779j)
1.8304,(-0.1474781632+0.1573962867j),(0.9621717334+0.2273932099j),(0.9632076025+0.2249961197j),(0.1024152786+0.1709418595j)
1.8336,(-0.1506080329+0.154244706j),(0.9614727497+0.2277886569j),(0.9622592926+0.2247603387j),(0.1054465622+0.1742745489j)
1.8368,(-0.1507658511+0.1571376473j),(0.961365819+0.2278502882j),(0.9617220759+0.2252679169j),(0.1055860519+0.1726990044j)
1.84,(-0.1498378813+0.1529423445j),(0.9620082378+0.2280076742j),(0.9624364376+0.2251252532j),(0.1039500237+0.1755868047j)
1.8432,(-0.1547373384+0.1555095166j),(0.9611096382+0.2287629694j),(0.9612950683+0.2265153974j),(0.1082891598+0.1749132872j)
1.8464,(-0.1528070718+0.1566744894j),(0.9614652395+0.228730917j),(0.9614855051+0.2267266065j),(0.1066067144+0.1741782427j)
1.8496,(-0.1514558792+0.1529040039j),(0.9615727067+0.2294850647j),(0.9612237215+0.2272238135j),(0.1051198542+0.1758204997j)
1.8528,(-0.1533927321+0.1587575972j),(0.9609735608+0.2308195382j),(0.961785078+0.2279178202j),(0.1073775738+0.1713369191j)
1.856,(-0.1526995748+0.1562838852j),(0.9613112807+0.2298553735j),(0.9619624615+0.2276631892j),(0.1056796014+0.1739085168j)
1.8592,(-0.1469812691+0.1549745649j),(0.9619094133+0.2297509611j),(0.9616609812+0.2275644839j),(0.1006043255+0.1739830673j)
1.8624,(-0.1531096399+0.1568121761j),(0.9611827135+0.230335474j),(0.9610203505+0.2288554758j),(0.1055907607+0.1730476022j)
1.8656,(-0.1481093019+0.1585423797j),(0.9619506001+0.2309314311j),(0.9615504146+0.2288544476j),(0.1012913659+0.1716757417j)
1.8688,(-0.155184105+0.1601075083j),(0.9605938196+0.23238042j),(0.9609212875+0.2294299901j),(0.1071744412+0.1711893529j)
1.872,(-0.1519934386+0.1528448313j),(0.9609617591+0.2317160368j),(0.9609872103+0.2292544544j),(0.1027538925+0.1769420505j)
1.8752,(-0.1554610282+0.1625560969j),(0.9606621265+0.2325800061j),(0.9607473612+0.2303325683j),(0.1079415828+0.1689590961j)
1.8784,(-0.150244534+0.1547702998j),(0.9610126615+0.2327819169j),(0.9605247974+0.2300931215j),(0.1018671468+0.174780339j)
1.8816,(-0.1556874067+0.1555038691j),(0.9601014853+0.232306093j),(0.9599344134+0.2301515341j),(0.1069672555+0.1754445285j)
1.8848,(-0.15843153+0.157478556j),(0.9599158764+0.2331217527j),(0.9594985247+0.2309332788j),(0.1082772389+0.1738280207j)
1.888,(-0.1634175777+0.1590370536j),(0.9589631557+0.2342925519j),(0.9592980146+0.2316609025j),(0.1142754257+0.1727403402j)
1.8912,(-0.1552617848+0.1579944491j),(0.9599262476+0.2343126535j),(0.9598047733+0.2319877446j),(0.105901897+0.1720964015j)
1.8944,(-0.1585972756+0.1551721245j),(0.9594063163+0.2345147729j),(0.9595909119+0.2318202257j),(0.1083215177+0.1761965752j)
1.8976,(-0.1578514576+0.154772982j),(0.9596207142+0.2341825068j),(0.9591922164+0.2327213287j),(0.1087789312+0.1767993718j)
1.9008,(-0.1584616601+0.1552311182j),(0.959161818+0.2351479232j),(0.9591886401+0.2329211831j),(0.1087010205+0.1761485934j)
1.904,(-0.1612496525+0.1566563398j),(0.958953917+0.2351412624j),(0.9587632418+0.2329160124j),(0.1115707606+0.1750812531j)
1.9072,(-0.1626141518+0.154391259j),(0.9587829113+0.2357354462j),(0.9585419297+0.2334135026j),(0.1117842793+0.1766575575j)
1.9104,(-0.1577653289+0.1533606201j),(0.9595624208+0.2356940508j),(0.9592258334+0.2338616252j),(0.1077374071+0.1777977496j)
1.9136,(-0.1604667306+0.1534033269j),(0.9586936831+0.2361317873j),(0.9584412575+0.2339857519j),(0.1090904474+0.1778894067j)
1.9168,(-0.1641632318+0.1491776407j),(0.9581820369+0.2359144241j),(0.9579454064+0.2338279486j),(0.1128351539+0.1820023805j)
1.92,(-0.16807428+0.1573906988j),(0.9577718973+0.2369140983j),(0.957321167+0.2355113626j),(0.1165333539+0.1757011712j)
1.9232,(-0.1562784314+0.1599857807j),(0.9596463442+0.2373227179j),(0.9598222971+0.2357863188j),(0.1046749428+0.171715498j)
1.9264,(-0.1649587154+0.1536656618j),(0.9578709006+0.2370403707j),(0.9570878744+0.2359826863j),(0.1124391854+0.1785421073j)
1.9296,(-0.1534637362+0.1527780741j),(0.9594018459+0.2372889519j),(0.9588544965+0.2349963486j),(0.1008192226+0.1789302081j)
1.9328,(-0.1628833562+0.1597009599j),(0.9581807256+0.2390896678j),(0.9577416182+0.2371128798j),(0.1099095345+0.1736585796j)
1.936,(-0.1665531695+0.1509065032j),(0.9572821856+0.2373660952j),(0.9573767781+0.2363093048j),(0.1126486957+0.1818470955j)
1.9392,(-0.1635227799+0.1599652469j),(0.9581006169+0.2399891168j),(0.9577240348+0.2378813177j),(0.1114939749+0.1739039868j)
1.9424,(-0.1632614732+0.1570787728j),(0.9581475854+0.2393007874j),(0.9572874308+0.237801522j),(0.1106359214+0.1762478501j)
1.9456,(-0.1607914418+0.1552423835j),(0.9577755928+0.2397597134j),(0.9571938515+0.2376114428j),(0.1066645682+0.1787419468j)
1.9488,(-0.1624598205+0.1562736928j),(0.9576134682+0.2396290004j),(0.9567090273+0.2380909324j),(0.1094600707+0.1776852757j)
1.952,(-0.1681329906+0.1528588682j),(0.9563050866+0.2399360389j),(0.9563546777+0.2383129001j),(0.114350833+0.1820579171j)
1.9552,(-0.1677020639+0.1554596573j),(0.9571095705+0.2406620085j),(0.9565464258+0.2391934395j),(0.1132862717+0.1793762743j)
1.9584,(-0.1670567989+0.1522816718j),(0.9569257498+0.2400347739j),(0.9569838047+0.2388744503j),(0.11266765+0.1827340424j)
1.9616,(-0.1688001007+0.1530750096j),(0.9564720988+0.2412075996j),(0.9564195871+0.2391952276j),(0.1143128797+0.1816631556j)
1.9648,(-0.1684810817+0.1561824381j),(0.9569195509+0.2414526343j),(0.9561550021+0.2398638129j),(0.1139923483+0.1779852808j)
1.968,(-0.169544071+0.1546100229j),(0.9561895132+0.2419326603j),(0.9557584524+0.2403867543j),(0.1139406115+0.1798932403j)
1.9712,(-0.1706538945+0.1527177989j),(0.9559839964+0.241714716j),(0.955992043+0.2399011552j),(0.1151770577+0.1818094403j)
1.9744,(-0.1676184386+0.1560142487j),(0.9563454986+0.2425620258j),(0.9557849169+0.241400972j),(0.112897031+0.1791005731j)
1.9776,(-0.1684597731+0.153754428j),(0.9561361074+0.2430396378j),(0.9560057521+0.241306752j),(0.112152122+0.1797305495j)
1.9808,(-0.1685001701+0.155148074j),(0.9559469819+0.2426144034j),(0.9559108019+0.2414185405j),(0.1122964174+0.1802752316j)
1.984,(-0.1696753651+0.1529705226j),(0.9560058117+0.2430792749j),(0.9555841684+0.2410002649j),(0.1134093031+0.1812822372j)
1.9872,(-0.1682101041+0.1559420526j),(0.9559091926+0.2444016039j),(0.9557717443+0.2416266799j),(0.1129478961+0.1788444519j)
1.9904,(-0.1691932976+0.1562925577j),(0.9554880857+0.2448432148j),(0.9559482932+0.2418662608j),(0.1134930849+0.17855829j)
1.9936,(-0.1689028442+0.1520554572j),(0.9556999803+0.2438009679j),(0.9549869299+0.2410635948j),(0.1119783297+0.1821883768j)
1.9968,(-0.1732744128+0.1562035978j),(0.9546154737+0.2455696464j),(0.9548854828+0.2430643141j),(0.116356276+0.1792780608j)
2.0,(-0.1722115576+0.1546400785j),(0.9544404745+0.2458188236j),(0.9554880261+0.2429374456j),(0.1147745848+0.181015864j)
2.0032,(-0.1722919047+0.1545597464j),(0.9528684616+0.2485251725j),(0.9551818967+0.2425738573j),(0.1131430864+0.1801604331j)
2.0064,(-0.1776798368+0.1530090421j),(0.9519180655+0.24950248j),(0.9543391466+0.2443089932j),(0.1190939695+0.1835716963j)
2.0096,(-0.1751713604+0.1548039019j),(0.9517226219+0.2505456507j),(0.9546437263+0.243671298j),(0.1159967184+0.1816597879j)
2.0128,(-0.174388662+0.1518305987j),(0.9519074559+0.2501509786j),(0.9540224075+0.24393031j),(0.1147782356+0.1846032292j)
2.016,(-0.1719391644+0.1560346186j),(0.9519962072+0.2507943511j),(0.9540991783+0.2443214804j),(0.1132534891+0.1781872958j)
2.0192,(-0.1776432693+0.1527381092j),(0.9506893158+0.2513101399j),(0.9534540772+0.2450037897j),(0.117437318+0.1839284897j)
2.0224,(-0.1769421846+0.1535865813j),(0.9510729909+0.2511708736j),(0.9534426332+0.245618403j),(0.117324844+0.1822725832j)
2.0256,(-0.1749043763+0.1525579989j),(0.9516649246+0.2510232329j),(0.9534264803+0.2456609309j),(0.1156079695+0.1835394055j)
2.0288,(-0.1799716651+0.1540622413j),(0.9508235455+0.251613915j),(0.9527452588+0.2457755655j),(0.1203418821+0.182571888j)
2.032,(-0.1784300953+0.1515201181j),(0.9503951073+0.2521498203j),(0.9528332949+0.2462788224j),(0.1198664755+0.1846682578j)
2.0352,(-0.1774698198+0.1509602964j),(0.9508490562+0.2520275712j),(0.9531764984+0.2470762134j),(0.117406413+0.1853290647j)
2.0384,(-0.1751410514+0.1537996382j),(0.9511914849+0.2530106604j),(0.9535729885+0.2475910336j),(0.1155446023+0.1834974289j)
2.0416,(-0.1780592948+0.1493221372j),(0.95020926+0.2532685995j),(0.9525120258+0.2470579743j),(0.118558988+0.1867317706j)
2.0448,(-0.1778990626+0.1538523436j),(0.9500821829+0.2546766996j),(0.9523166418+0.2494138479j),(0.1171643883+0.1828413606j)
2.048,(-0.1785213649+0.151463151j),(0.9498591423+0.2539076209j),(0.952293992+0.2481975853j),(0.1185349971+0.1844405234j)
2.0512,(-0.1770960689+0.147144258j),(0.9510895014+0.2528215647j),(0.9521024227+0.247782886j),(0.1161448061+0.1881119162j)
2.0544,(-0.1805031449+0.1547866464j),(0.9505913258+0.2534579933j),(0.9514981508+0.2500505447j),(0.1193591058+0.1828641146j)
2.0576,(-0.1809374243+0.1523492932j),(0.950514555+0.2531210482j),(0.951593399+0.2495214045j),(0.1181797236+0.1839253455j)
2.0608,(-0.1756890118+0.1544379741j),(0.9518289566+0.2523292899j),(0.9525137544+0.249857828j),(0.1142999083+0.1822705418j)
2.064,(-0.1841284782+0.1502610445j),(0.9495994449+0.2541019022j),(0.9500763416+0.250526756j),(0.1202675253+0.1870243251j)
2.0672,(-0.1794099361+0.1505322903j),(0.9510952234+0.2536453605j),(0.9512798786+0.2507238984j),(0.1161511093+0.1852544248j)
