%Frequency  / Hz	S1,1 Zr: 50 Ω Mag	S1,1 Zr: 50 Ω Phase / °	S2,1 Zr: 50 Ω Mag	S2,1 Zr: 50 Ω Phase / °	S1,2 Zr: 50 Ω Mag	S1,2 Zr: 50 Ω Phase / °	S2,2 Zr: 50 Ω Mag	S2,2 Zr: 50 Ω Phase / °
836480000.000000000	0.359556618	-98.213547035	0.894392453	-19.229697696	0.894346780	-19.216446986	0.283461671	-120.326357745
837120000.000000000	0.359813708	-98.236336745	0.894560174	-19.268061063	0.894422191	-19.250879371	0.283586561	-120.376122141
837760000.000000000	0.359714480	-98.222866701	0.894131315	-19.238431270	0.893933839	-19.251469521	0.283729367	-120.321038540
838400000.000000000	0.359855549	-98.254881259	0.894121828	-19.255240592	0.894222812	-19.264392601	0.284047756	-120.381878751
839040000.000000000	0.360397940	-98.260754817	0.894059900	-19.286480023	0.893759229	-19.268432493	0.283822168	-120.414165499
839680000.000000000	0.360363842	-98.259755978	0.893916097	-19.277245299	0.893583530	-19.281901624	0.283899505	-120.364620272
840320000.000000000	0.360288444	-98.285820513	0.893646840	-19.289024361	0.893535766	-19.263566616	0.284043649	-120.341746180
840960000.000000000	0.361060290	-98.297609923	0.893486568	-19.284581027	0.893526922	-19.278504859	0.284180792	-120.288623504
841600000.000000000	0.361026714	-98.339232674	0.893196265	-19.324953771	0.893538164	-19.301736779	0.284339905	-120.321561200
842240000.000000000	0.361702827	-98.337237930	0.893372106	-19.309328926	0.893428747	-19.290568099	0.284294052	-120.325497797
842880000.000000000	0.361849336	-98.362619694	0.893345852	-19.323339393	0.893149716	-19.300339772	0.284123191	-120.354579431
843520000.000000000	0.361887432	-98.427248164	0.893277238	-19.317800962	0.893090466	-19.325427467	0.284506754	-120.290330669
844160000.000000000	0.362074362	-98.356661297	0.892674133	-19.322186388	0.892813826	-19.307807671	0.284628935	-120.318811246
844800000.000000000	0.362606295	-98.419520065	0.892547872	-19.345716636	0.892705238	-19.359721005	0.284408276	-120.346108012
845440000.000000000	0.362517377	-98.406306264	0.892813643	-19.371382090	0.892459067	-19.304681334	0.284241226	-120.274583494
846080000.000000000	0.363026272	-98.389565467	0.892353419	-19.355809359	0.892455074	-19.328370628	0.284382703	-120.332437386
846720000.000000000	0.363007803	-98.447108566	0.892366884	-19.386202311	0.892186393	-19.357855181	0.284465227	-120.331022748
847360000.000000000	0.363440119	-98.435707283	0.892233399	-19.373911670	0.891993284	-19.367062676	0.284318996	-120.264166092
848000000.000000000	0.363600281	-98.455052363	0.892521958	-19.401150170	0.892289082	-19.405387879	0.284880584	-120.388514287
848640000.000000000	0.363587136	-98.466055892	0.891907143	-19.401551654	0.891626451	-19.419774812	0.284622961	-120.339275155
849280000.000000000	0.364137662	-98.421964721	0.891687386	-19.402064257	0.891866461	-19.398026764	0.284663175	-120.364691656
849920000.000000000	0.364108168	-98.469127574	0.891530814	-19.407244945	0.891165817	-19.413625096	0.284954187	-120.346576539
850560000.000000000	0.364288863	-98.439412908	0.891503094	-19.402129715	0.891090155	-19.405353698	0.285017142	-120.305207855
851200000.000000000	0.364774803	-98.499321137	0.891301560	-19.423062825	0.890624812	-19.418694698	0.284549926	-120.387930193
851840000.000000000	0.365300957	-98.450568868	0.891276705	-19.443306195	0.890915784	-19.421058135	0.284669185	-120.412857048
852480000.000000000	0.365401799	-98.452348161	0.891060087	-19.445390215	0.890942798	-19.426676441	0.284806148	-120.405967840
853120000.000000000	0.365630540	-98.490324275	0.891206047	-19.446047637	0.890586535	-19.465437546	0.285017836	-120.414626780
853760000.000000000	0.365810357	-98.458698783	0.890912069	-19.477643056	0.890763861	-19.431780511	0.284849096	-120.403230286
854400000.000000000	0.365870481	-98.474214959	0.890793537	-19.489300401	0.890540721	-19.445027462	0.285412551	-120.456450741
855040000.000000000	0.366275380	-98.492095653	0.890730475	-19.470912143	0.890137914	-19.499850747	0.285471256	-120.446188747
855680000.000000000	0.366544944	-98.494584550	0.890477549	-19.486418947	0.890229354	-19.448923018	0.285518419	-120.407328595
856320000.000000000	0.366774153	-98.484922142	0.890563930	-19.492191446	0.890277467	-19.480558702	0.285683841	-120.415507201
856960000.000000000	0.366763672	-98.464677510	0.889963837	-19.499919495	0.889409734	-19.464988627	0.285424143	-120.437074755
857600000.000000000	0.367191213	-98.499063122	0.890043377	-19.524203916	0.889991592	-19.499677530	0.285706910	-120.470810563
858240000.000000000	0.367100065	-98.489652417	0.889896710	-19.529081416	0.889208677	-19.494778397	0.285906155	-120.502956408
858880000.000000000	0.367654638	-98.497088803	0.889806243	-19.528398775	0.889705307	-19.481724096	0.285815165	-120.498641555
859520000.000000000	0.367974374	-98.514651591	0.889813450	-19.537787946	0.889048714	-19.496207119	0.285804128	-120.528839684
860160000.000000000	0.368312808	-98.505184033	0.889680965	-19.555551007	0.889476970	-19.495838788	0.285758071	-120.539711053
860800000.000000000	0.368219981	-98.533653755	0.889433214	-19.556654391	0.888569223	-19.496917835	0.286301688	-120.561240619
861440000.000000000	0.368644258	-98.548210589	0.889022659	-19.574323942	0.888983754	-19.516681290	0.286029569	-120.525782791
862080000.000000000	0.369007742	-98.568981626	0.889161073	-19.588648985	0.888538292	-19.534342327	0.286075925	-120.580181874
862720000.000000000	0.368889739	-98.524993627	0.888940844	-19.593003057	0.888148793	-19.547682590	0.286147941	-120.602060764
863360000.000000000	0.369244686	-98.558291551	0.888638655	-19.588265554	0.888047713	-19.554472886	0.286364214	-120.579314266
864000000.000000000	0.369716762	-98.577817114	0.888923964	-19.578736845	0.888531327	-19.553436167	0.286468186	-120.511723354
864640000.000000000	0.369743189	-98.612606430	0.888566191	-19.600145778	0.888162129	-19.541646481	0.286563187	-120.567967436
865280000.000000000	0.369679715	-98.593467425	0.888254670	-19.610645975	0.887893926	-19.563063354	0.286396782	-120.552451661
865920000.000000000	0.370170539	-98.655341684	0.888466131	-19.604322498	0.887774332	-19.604337745	0.286808085	-120.617941127
866560000.000000000	0.370051047	-98.635670449	0.887921888	-19.633846653	0.887171132	-19.574057036	0.286727042	-120.557232979
867200000.000000000	0.370690041	-98.589160757	0.888305165	-19.623105134	0.887447986	-19.578873927	0.287035359	-120.584137063
867840000.000000000	0.370787066	-98.628358712	0.887901202	-19.657174829	0.887306947	-19.561599034	0.287170714	-120.618109107
868480000.000000000	0.371299413	-98.711340350	0.888218602	-19.655583294	0.887374927	-19.613563987	0.286725587	-120.577614625
869120000.000000000	0.370776756	-98.669853790	0.887677938	-19.647331737	0.887292418	-19.618288102	0.287439313	-120.636394795
869760000.000000000	0.371431990	-98.719962517	0.887511190	-19.664963532	0.887457287	-19.625432669	0.287305939	-120.598473652
870400000.000000000	0.371684053	-98.751997144	0.887302138	-19.690661127	0.887267739	-19.617577173	0.287367953	-120.605979964
871040000.000000000	0.371731868	-98.729167050	0.887224348	-19.676973205	0.886930686	-19.646095969	0.287693389	-120.580918928
871680000.000000000	0.372232743	-98.772703372	0.887298731	-19.685305085	0.886662273	-19.618065675	0.287584767	-120.612796348
872320000.000000000	0.372428878	-98.768349055	0.886737888	-19.697552422	0.886769534	-19.621186463	0.287435964	-120.575578182
872960000.000000000	0.372520259	-98.819750470	0.887187565	-19.700805530	0.886677660	-19.644446766	0.287790969	-120.575761942
873600000.000000000	0.372434507	-98.817946443	0.886824731	-19.720569658	0.886179214	-19.656894118	0.287735768	-120.566716869
874240000.000000000	0.372567416	-98.836880905	0.886184944	-19.716442974	0.885955517	-19.645646146	0.287923279	-120.492068171
874880000.000000000	0.372936297	-98.839135906	0.886035868	-19.699979370	0.886107328	-19.645757469	0.287887655	-120.484738026
875520000.000000000	0.373058472	-98.868957028	0.886021390	-19.702658450	0.885654984	-19.671005087	0.288213575	-120.451909078
876160000.000000000	0.373705752	-98.927223486	0.886286142	-19.732612937	0.886236254	-19.687482632	0.288302915	-120.521227525
876800000.000000000	0.373490479	-98.864135478	0.886106354	-19.740816085	0.885539150	-19.636078880	0.288421032	-120.478851417
877440000.000000000	0.373954537	-98.933862550	0.886148478	-19.740669885	0.885675723	-19.679178186	0.288267266	-120.535029165
878080000.000000000	0.374005781	-98.929234475	0.885906486	-19.746097889	0.885210977	-19.700295650	0.288603219	-120.489773059
878720000.000000000	0.374480908	-98.951574511	0.886043484	-19.763947326	0.885193739	-19.675110022	0.288373771	-120.496939254
879360000.000000000	0.374800944	-98.981852499	0.885663787	-19.760811148	0.885292332	-19.679137528	0.288586630	-120.475453628
880000000.000000000	0.374590741	-98.967892489	0.885526364	-19.767439627	0.884744770	-19.686918809	0.288780728	-120.501222015
880640000.000000000	0.375171082	-98.977142149	0.885490511	-19.762386341	0.885368503	-19.725718299	0.288884286	-120.490121698
881280000.000000000	0.375482208	-98.984681239	0.885577436	-19.762414599	0.885298647	-19.729898614	0.289088518	-120.513113957
881920000.000000000	0.375406505	-99.004726121	0.885466592	-19.792288334	0.884422894	-19.719805710	0.289052951	-120.499421112
882560000.000000000	0.375622320	-98.993749929	0.885380122	-19.792994369	0.884993010	-19.732530783	0.289409826	-120.550020479
883200000.000000000	0.375647201	-99.043180850	0.884726176	-19.815527148	0.884415417	-19.737272181	0.289190575	-120.473553915
883840000.000000000	0.376296177	-99.033253838	0.885049589	-19.819621043	0.884023641	-19.745738311	0.289086141	-120.507224574
884480000.000000000	0.376457263	-98.984680141	0.884868272	-19.821899648	0.883830347	-19.723604214	0.289092753	-120.502781349
885120000.000000000	0.376596410	-99.047832150	0.884492598	-19.831264789	0.883881372	-19.726040684	0.289147868	-120.468947667
885760000.000000000	0.376767366	-99.028761250	0.884173913	-19.839681669	0.883786099	-19.725071904	0.288963439	-120.514653404
886400000.000000000	0.377392570	-99.053017428	0.884852708	-19.832724853	0.883602608	-19.783439564	0.289515577	-120.565998777
887040000.000000000	0.377605983	-99.031805412	0.884053855	-19.820759371	0.883670567	-19.776254784	0.289280271	-120.490181882
887680000.000000000	0.378155208	-99.050523636	0.884339019	-19.839529295	0.883655711	-19.754889071	0.289148526	-120.558905095
888320000.000000000	0.378173570	-99.085802890	0.883872519	-19.846745402	0.883683157	-19.775875054	0.289258742	-120.458212741
888960000.000000000	0.378707770	-99.104653392	0.884272793	-19.876193911	0.883143512	-19.805868826	0.289282409	-120.556019025
889600000.000000000	0.378904940	-99.091446362	0.883798779	-19.860391173	0.883283162	-19.797586970	0.289520940	-120.539388104
890240000.000000000	0.378899512	-99.116344180	0.883655987	-19.877878028	0.882854716	-19.787702266	0.289372311	-120.463879653
890880000.000000000	0.379368100	-99.075903917	0.883818461	-19.872905039	0.882886618	-19.806998872	0.289653770	-120.554811918
891520000.000000000	0.380009644	-99.069809077	0.883430031	-19.887186729	0.882816049	-19.812330502	0.289425431	-120.599018279
892160000.000000000	0.379834980	-99.101964795	0.883371773	-19.894412169	0.882796824	-19.821351503	0.289818329	-120.555605431
892800000.000000000	0.380256141	-99.120478560	0.883113145	-19.895956538	0.882143663	-19.835834678	0.289480139	-120.582734149
893440000.000000000	0.380527440	-99.122069365	0.882989733	-19.899457386	0.882348203	-19.826262650	0.289690076	-120.613594070
894080000.000000000	0.380747818	-99.120404265	0.882960592	-19.935689758	0.882251325	-19.832310541	0.289821977	-120.579104902
894720000.000000000	0.380653210	-99.160322872	0.882608108	-19.926276273	0.881512911	-19.835053580	0.289686860	-120.595661165
895360000.000000000	0.380961017	-99.129146781	0.882110306	-19.929539287	0.881989781	-19.866763306	0.289957702	-120.604924512
896000000.000000000	0.381365855	-99.158254004	0.882570891	-19.931305164	0.882482407	-19.847121932	0.289967203	-120.637727774
896640000.000000000	0.381871937	-99.180192580	0.882265217	-19.954204882	0.882186157	-19.874229631	0.289925436	-120.651283479
897280000.000000000	0.381764204	-99.162130284	0.882170419	-19.953967115	0.881825318	-19.875205825	0.290045918	-120.670665366
897920000.000000000	0.382052664	-99.247448955	0.881787488	-19.964282411	0.881608108	-19.896238827	0.290086201	-120.654830448
898560000.000000000	0.382201228	-99.220364778	0.881875069	-19.965950292	0.881672178	-19.894585695	0.290214073	-120.676899688
899200000.000000000	0.382734437	-99.185895699	0.881787205	-19.951932079	0.881322875	-19.910970071	0.290153067	-120.677285479
899840000.000000000	0.382872822	-99.221944714	0.881922222	-19.968916159	0.881279973	-19.901310033	0.290179193	-120.672059945
900480000.000000000	0.382884242	-99.265955204	0.881422567	-19.977255193	0.880919968	-19.900829635	0.290474980	-120.580594702
901120000.000000000	0.383105043	-99.296718422	0.881480840	-19.994007053	0.881175231	-19.909183528	0.290573742	-120.624112855
901760000.000000000	0.383207051	-99.270141807	0.881345935	-19.987161905	0.881206808	-19.919754701	0.290838285	-120.630780415
902400000.000000000	0.383392609	-99.307171784	0.880973586	-19.996258807	0.880750987	-19.954086454	0.290621803	-120.621883663
903040000.000000000	0.383630805	-99.348509250	0.881004215	-20.019675449	0.880914340	-19.958312826	0.290755950	-120.612457450
903680000.000000000	0.383935957	-99.286378244	0.880936807	-19.985918953	0.880718549	-19.935266918	0.291096021	-120.644529664
904320000.000000000	0.383901525	-99.366050684	0.881088675	-20.020438220	0.880331034	-19.983170488	0.291000862	-120.641293530
904960000.000000000	0.383806630	-99.358045202	0.880587907	-20.014968369	0.880353740	-19.959251215	0.291357212	-120.658763252
905600000.000000000	0.384039745	-99.348030686	0.880591347	-20.035866082	0.880440306	-19.974098779	0.291401416	-120.708828162
906240000.000000000	0.384241172	-99.353446678	0.880267396	-20.001877784	0.880174796	-19.961446480	0.291651267	-120.596402883
906880000.000000000	0.384398251	-99.351085433	0.880460931	-20.045435011	0.880058401	-19.957269076	0.291665922	-120.641395776
907520000.000000000	0.384442455	-99.389755494	0.879983466	-20.044865880	0.879543790	-19.985084133	0.291549197	-120.658447303
908160000.000000000	0.384596238	-99.427180160	0.879724905	-20.060895353	0.879641107	-19.990892528	0.291743177	-120.597145984
908800000.000000000	0.384830766	-99.457558098	0.879504031	-20.075302691	0.879328330	-20.004221183	0.292037686	-120.576912674
909440000.000000000	0.384945950	-99.463695007	0.880028116	-20.066125906	0.879337413	-20.023287647	0.292075104	-120.609891644
910080000.000000000	0.385050329	-99.423740412	0.879349759	-20.069825855	0.879596765	-20.007703827	0.292494159	-120.624240332
910720000.000000000	0.384918741	-99.529714851	0.879366487	-20.113290033	0.879004650	-20.034343643	0.292313611	-120.575191020
911360000.000000000	0.385274580	-99.500657496	0.879610366	-20.089680770	0.878964725	-20.035054845	0.292616518	-120.597871895
912000000.000000000	0.385430825	-99.547160856	0.878987794	-20.099954301	0.878593337	-20.056002412	0.292244698	-120.606479555
912640000.000000000	0.385442535	-99.524095080	0.878860792	-20.091065426	0.878828483	-20.050866946	0.292658216	-120.585436422
913280000.000000000	0.385763010	-99.512026184	0.878817992	-20.131735649	0.878878087	-20.034934806	0.292836421	-120.589259809
913920000.000000000	0.385958156	-99.541296116	0.878701539	-20.101661242	0.878208181	-20.032732591	0.292827277	-120.609408524
914560000.000000000	0.386029981	-99.554355675	0.878449192	-20.122624882	0.878202066	-20.082164694	0.292965123	-120.572069733
915200000.000000000	0.386473216	-99.555638927	0.878689152	-20.098345867	0.878349902	-20.053082809	0.293149932	-120.566447704
915840000.000000000	0.386592955	-99.603175300	0.878404390	-20.120310687	0.877676776	-20.057263671	0.293058346	-120.564040664
916480000.000000000	0.386886900	-99.591261179	0.877999802	-20.144114801	0.877862991	-20.047809258	0.292803069	-120.570364224
917120000.000000000	0.387077888	-99.604382210	0.877979597	-20.138497774	0.877904043	-20.068894008	0.293121600	-120.551615062
917760000.000000000	0.387416623	-99.638788212	0.877893048	-20.153482876	0.877865188	-20.097439985	0.293215117	-120.582834642
918400000.000000000	0.387634607	-99.632316485	0.877762014	-20.160677453	0.877466595	-20.085962094	0.293383955	-120.548764492
919040000.000000000	0.387872624	-99.635129216	0.877876389	-20.182487845	0.877053438	-20.100764081	0.293131189	-120.575569980
919680000.000000000	0.388137829	-99.611346445	0.877735695	-20.187003761	0.877462723	-20.103010890	0.293463366	-120.586872564
920320000.000000000	0.388144346	-99.659749109	0.877588661	-20.170541366	0.876811096	-20.124706758	0.293608115	-120.576358145
920960000.000000000	0.388631818	-99.664799406	0.877248408	-20.182647370	0.877423169	-20.091806456	0.293287002	-120.540554355
921600000.000000000	0.388983337	-99.656156558	0.876843360	-20.194380947	0.876913623	-20.115141128	0.293017515	-120.579832330
922240000.000000000	0.388981107	-99.673107101	0.876776785	-20.187189153	0.876896696	-20.114442943	0.293399765	-120.595390665
922880000.000000000	0.389227347	-99.705011371	0.876724092	-20.192124186	0.876863335	-20.124196375	0.293691836	-120.525831214
923520000.000000000	0.389486653	-99.715963009	0.876911484	-20.191432531	0.876543122	-20.103369187	0.293827862	-120.505237830
924160000.000000000	0.389826412	-99.741130518	0.876365144	-20.217431690	0.876679441	-20.161595811	0.293321811	-120.534917249
924800000.000000000	0.390316176	-99.748957101	0.876727206	-20.220126938	0.876488381	-20.123623080	0.293388378	-120.533094072
925440000.000000000	0.390550398	-99.719884245	0.876293793	-20.202187240	0.876319505	-20.131479188	0.293304965	-120.595160782
926080000.000000000	0.390979636	-99.766390865	0.876330961	-20.225152933	0.876572914	-20.141356229	0.293643975	-120.583969897
926720000.000000000	0.391294841	-99.787033286	0.875886738	-20.214071435	0.875764302	-20.165728644	0.293147391	-120.526031335
927360000.000000000	0.391434548	-99.809476951	0.876028660	-20.243761675	0.876381891	-20.166534148	0.293375491	-120.538541840
928000000.000000000	0.391758702	-99.799463284	0.876132771	-20.236435787	0.876046662	-20.139905745	0.293459056	-120.576653819
928640000.000000000	0.391940065	-99.837038618	0.875890523	-20.238730904	0.876180683	-20.155646376	0.293763170	-120.506700973
929280000.000000000	0.392103447	-99.831878016	0.875428997	-20.242812188	0.875664255	-20.178524128	0.293492691	-120.582562795
929920000.000000000	0.392577218	-99.903392453	0.875715383	-20.258686941	0.875486101	-20.199541898	0.293540100	-120.561055274
930560000.000000000	0.392588735	-99.876439761	0.875307225	-20.258629110	0.875240475	-20.189341209	0.293649396	-120.571379859
931200000.000000000	0.392677878	-99.878361773	0.875179365	-20.262342635	0.875281344	-20.167697986	0.293760700	-120.538925476
931840000.000000000	0.393272467	-99.896348173	0.875053535	-20.279527601	0.875150855	-20.209839951	0.293684682	-120.560294277
932480000.000000000	0.393253580	-99.911613111	0.874983028	-20.266104901	0.875317294	-20.209720842	0.293897090	-120.551942787
933120000.000000000	0.393630508	-99.936049923	0.874993012	-20.268303671	0.875029300	-20.198971160	0.293672954	-120.535894704
933760000.000000000	0.393939509	-99.948523290	0.874951246	-20.279564257	0.875221370	-20.216155238	0.294140706	-120.586397885
934400000.000000000	0.394073304	-99.962782102	0.874618064	-20.298376486	0.874518156	-20.203458828	0.293998233	-120.547881947
935040000.000000000	0.393851240	-99.992311898	0.874551688	-20.286312380	0.874405711	-20.225991858	0.294322545	-120.537535540
935680000.000000000	0.394067744	-99.980329997	0.874755579	-20.278333557	0.874496494	-20.218571170	0.294490536	-120.569450196
936320000.000000000	0.394405746	-100.032575158	0.874349420	-20.305668889	0.874103362	-20.246371299	0.294337548	-120.532175592
936960000.000000000	0.394667428	-100.034470406	0.874277470	-20.303844219	0.874130384	-20.250721261	0.294272934	-120.576640733
937600000.000000000	0.394621229	-100.058989642	0.874356683	-20.312131387	0.873717578	-20.256675734	0.294530247	-120.487289460
938240000.000000000	0.394887956	-100.055630243	0.874149254	-20.320821729	0.873845686	-20.242203933	0.294679510	-120.534118427
938880000.000000000	0.394780939	-100.070167331	0.874136261	-20.322943131	0.873870055	-20.252723850	0.295018469	-120.537506135
939520000.000000000	0.395005868	-100.089952816	0.873721821	-20.334618145	0.873352525	-20.263961730	0.294969691	-120.584519219
940160000.000000000	0.395296249	-100.095717992	0.874011025	-20.334378148	0.873259434	-20.265360069	0.295031721	-120.515115702
940800000.000000000	0.395344024	-100.090622421	0.873920045	-20.346651604	0.873583362	-20.255055288	0.295385195	-120.602424187
941440000.000000000	0.395372179	-100.091487612	0.873564505	-20.334406226	0.872991123	-20.267654370	0.295418592	-120.563100016
942080000.000000000	0.395097094	-100.108381322	0.873378644	-20.348018347	0.872827736	-20.304427767	0.295531886	-120.539040401
942720000.000000000	0.395757476	-100.136680992	0.873585282	-20.364734730	0.872836614	-20.268459217	0.295620604	-120.558540559
