%Frequency  / Hz	S1,1 Zr: 50 Ω Mag	S1,1 Zr: 50 Ω Phase / °	S2,1 Zr: 50 Ω Mag	S2,1 Zr: 50 Ω Phase / °	S1,2 Zr: 50 Ω Mag	S1,2 Zr: 50 Ω Phase / °	S2,2 Zr: 50 Ω Mag	S2,2 Zr: 50 Ω Phase / °
243893389.338934000	0.120896164	-52.909164448	0.875831287	109.098729868	0.870009937	109.249817959	0.068013183	-19.766370722
245692569.256926000	0.098269154	-86.823975138	0.877555040	93.921184780	0.870056857	94.174244187	0.059850683	-39.714927802
247491749.174917000	0.077963989	-128.888900063	0.877765052	78.650713836	0.871479767	79.140931225	0.050195778	-61.006644139
249290929.092909000	0.070012754	179.251512774	0.876776535	63.371438316	0.869993460	63.973389037	0.038548053	-81.938035374
251090109.010901000	0.080684162	128.307157411	0.874162988	48.112613937	0.869203127	48.847200649	0.026771396	-103.772544969
252889288.928893000	0.103117210	87.568619538	0.870785080	32.875037959	0.870582251	33.700992489	0.014879621	-127.637160869
254688468.846885000	0.127866048	54.396007451	0.866171420	17.702583705	0.868652982	18.623066918	0.004107195	-154.002243088
256487648.764877000	0.148960407	25.194591703	0.862512721	2.715847609	0.867077823	3.512143831	0.005038589	7.760324244
258286828.682868000	0.165109090	-2.117126086	0.858743245	-12.254687857	0.867423580	-11.647957595	0.012858893	-21.014576902
260086008.600860000	0.174134537	-28.733354047	0.856266672	-27.173758618	0.866905011	-26.793513019	0.018827054	-51.363019900
261885188.518852000	0.176713896	-55.510926999	0.853589289	-42.028172095	0.865041127	-41.880050431	0.023596886	-81.903794889
263684368.436844000	0.172971203	-83.002697304	0.852783404	-56.936843186	0.863773146	-57.034813525	0.029138458	-115.575480729
265483548.354836000	0.165134235	-111.726973403	0.853082444	-71.852778107	0.863289664	-72.142212535	0.035751634	-148.276523079
267282728.272827000	0.154690972	-142.078466703	0.853482114	-86.833217861	0.862190993	-87.147773580	0.043662992	-179.355633731
269081908.190819000	0.144936318	-174.613848693	0.854042204	-101.932198055	0.862002356	-102.300201184	0.053286466	151.622149698
270881088.108811000	0.137473836	151.527286847	0.854339490	-116.982234377	0.859501570	-117.429103399	0.062958663	124.769363801
272680268.026803000	0.133487186	117.048956937	0.853892608	-132.105487495	0.858435275	-132.373199348	0.072156482	99.944315471
274479447.944794000	0.131736944	83.044154673	0.852718943	-147.205109966	0.857649072	-147.507049045	0.079266072	76.103267780
276278627.862786000	0.130552809	50.024999410	0.852759077	-162.241193070	0.856973282	-162.618113757	0.084381552	53.434442490
278077807.780778000	0.128307372	17.933485762	0.852726793	-177.290010071	0.856287247	-177.591198903	0.085867956	30.920350125
279876987.698770000	0.122875814	-14.026920082	0.852824288	167.635297516	0.855251359	167.365948027	0.083654082	8.515570971
281676167.616762000	0.114309567	-46.708733898	0.852989569	152.568690447	0.855278930	152.266203541	0.078163748	-13.664109298
283475347.534753000	0.103764337	-81.682661122	0.853460168	137.482172774	0.855908602	137.216384912	0.068581785	-36.778581812
285274527.452745000	0.094928616	-119.957683767	0.852716493	122.367850421	0.856113618	122.171207436	0.056921672	-60.992654013
287073707.370737000	0.091533864	-161.479488840	0.852862504	107.233872371	0.856861727	107.079649947	0.043166983	-88.098335063
288872887.288729000	0.096890957	156.797317063	0.851178514	92.110591201	0.856256724	92.008082926	0.028969653	-122.028487173
290672067.206721000	0.109155985	118.964867702	0.850298171	76.988618398	0.856821977	76.884785917	0.018557614	-174.770950474
292471247.124712000	0.124514567	85.206035284	0.847808663	61.922226127	0.855663681	61.766987274	0.019083349	114.349180758
294270427.042704000	0.138637815	55.148588293	0.846296162	46.911291213	0.855272411	46.597656132	0.027901166	65.911176428
296069606.960696000	0.148751433	27.623447473	0.843494485	32.017228195	0.855626421	31.532042389	0.037569958	32.682347810
297868786.878688000	0.153860497	1.470650186	0.842654734	17.081874601	0.854548921	16.328101631	0.045446001	3.994138014
299667966.796680000	0.152405399	-23.581408642	0.842147738	2.140387352	0.853848847	1.335369283	0.050287156	-23.369074652
301467146.714671000	0.145619318	-48.215579191	0.842619324	-12.786742076	0.852834195	-13.776250317	0.053037187	-51.074432758
303266326.632663000	0.133955022	-72.654739343	0.843862221	-27.773823009	0.852840459	-28.893993090	0.054219479	-79.706752493
305065506.550655000	0.119472919	-96.909718463	0.845378166	-42.773459296	0.852593048	-43.907909603	0.055157437	-109.478455247
306864686.468647000	0.103932551	-121.211585940	0.846847040	-57.817623302	0.851332339	-59.019718632	0.056253524	-140.177596014
308663866.386639000	0.090198023	-145.577335387	0.849496123	-72.931802088	0.850151321	-74.134140932	0.058748866	-170.314038081
310463046.304630000	0.080529906	-170.151328853	0.851666905	-88.061686424	0.849336570	-89.272673075	0.064378253	160.884985068
312262226.222622000	0.076722647	164.599678618	0.853970741	-103.164540119	0.848747101	-104.373697727	0.071057225	135.229618279
314061406.140614000	0.079394301	138.166418867	0.855178238	-118.276309809	0.846707450	-119.409925778	0.077675706	111.791264840
315860586.058606000	0.087091558	110.165374315	0.855541852	-133.379980884	0.846363642	-134.419083352	0.085479871	90.794511427
317659765.976598000	0.098705579	80.233549259	0.855328932	-148.521732064	0.845481809	-149.395761987	0.093956231	71.528579855
319458945.894589000	0.109943948	48.604255828	0.855558253	-163.590473164	0.845248747	-164.400224131	0.102287603	52.264769751
321258125.812581000	0.118002997	15.110501341	0.855476025	-178.681680606	0.845839063	-179.439233245	0.110760146	32.644964110
323057305.730573000	0.120303336	-20.742066348	0.855644809	166.209229006	0.846180981	165.636689517	0.118313692	11.842311569
324856485.648565000	0.117084171	-59.928417381	0.854994166	150.999151416	0.848422195	150.555040810	0.122453306	-11.264693086
326655665.566557000	0.113466152	-103.588451737	0.854219411	135.716014687	0.850722742	135.548417372	0.121452064	-36.961637601
328454845.484548000	0.116154350	-150.666371254	0.852223486	120.458759320	0.853497022	120.472528141	0.113444176	-66.047220414
330254025.402540000	0.131174945	163.521907874	0.849695359	105.217916075	0.855499433	105.286211938	0.098087796	-100.580509835
332053205.320532000	0.155467743	122.775235371	0.846596403	90.041491379	0.857319169	90.076679038	0.080084996	-143.470557345
333852385.238524000	0.183071758	87.101743354	0.842480871	74.906614512	0.858398714	74.746024666	0.069692232	161.737564524
335651565.156516000	0.208378314	55.100143161	0.839367255	59.849156190	0.858346556	59.402242712	0.077232263	104.255149712
337450745.074507000	0.227515600	25.447615713	0.835680431	44.928954677	0.856802224	44.102349896	0.097542039	56.676579617
339249924.992499000	0.238690716	-2.706862307	0.833945161	30.155317261	0.852792367	28.854224589	0.120429267	17.950215685
341049104.910491000	0.241248754	-30.239722324	0.833172825	15.397399092	0.849695301	13.752297012	0.139374633	-16.265003123
342848284.828483000	0.235711970	-57.707876654	0.835173699	0.619694659	0.846567832	-1.401751879	0.152872631	-48.332335093
344647464.746475000	0.222902263	-85.597374389	0.838023263	-14.177724700	0.844297841	-16.350272381	0.161334969	-79.459906318
346446644.664466000	0.204636857	-114.456338911	0.842106644	-29.092495422	0.842994320	-31.367540570	0.165242491	-110.364054820
348245824.582458000	0.182770703	-144.869040393	0.846357507	-44.090923127	0.840808090	-46.421910364	0.166655892	-141.427710276
350045004.500450000	0.160717714	-177.497473618	0.850463030	-59.252276728	0.839873092	-61.371776845	0.166593820	-172.512094997
351844184.418442000	0.140885598	147.588873223	0.853695432	-74.390160676	0.839107624	-76.308654873	0.166909239	156.609112685
353643364.336434000	0.125612228	110.061517943	0.855740773	-89.621188218	0.838100128	-91.267572892	0.167283588	126.020069621
355442544.254425000	0.116036971	71.319769252	0.857052903	-104.863238096	0.838975038	-106.282778222	0.167667822	96.286887773
357241724.172417000	0.111016601	32.227491745	0.857862113	-120.136158577	0.839291074	-121.240236421	0.166616065	67.498670041
359040904.090409000	0.108583750	-6.172390339	0.857247229	-135.349914461	0.840431790	-136.204981739	0.163087822	39.653385166
360840084.008401000	0.108397235	-44.406551566	0.858017603	-150.582341016	0.841441162	-151.213511325	0.156215784	12.581824955
362639263.926393000	0.109436851	-82.581140518	0.856963625	-165.816978938	0.843360772	-166.258252626	0.144733713	-14.007921326
364438443.844384000	0.113569331	-120.406855190	0.856069965	178.996521778	0.845415695	178.651928629	0.128719714	-40.601779180
366237623.762376000	0.121319381	-157.177420282	0.854217136	163.842242130	0.847598784	163.473078923	0.108455671	-68.194507672
368036803.680368000	0.132566687	168.114715624	0.852600072	148.668807802	0.849396828	148.324710029	0.085138338	-97.627081547
369835983.598360000	0.145774829	135.886945343	0.850224159	133.567915103	0.850895719	133.083781481	0.061301300	-132.584432658
371635163.516352000	0.159063245	106.089073406	0.848207516	118.471620859	0.851655632	117.874152638	0.041475779	178.952516800
373434343.434343000	0.169641724	78.372036354	0.846882051	103.523955456	0.851252766	102.641149790	0.037959243	111.430533729
375233523.352335000	0.176201948	52.271533272	0.846470233	88.584943097	0.850131563	87.340007730	0.053704352	58.168333148
377032703.270327000	0.177029086	27.352602858	0.846623178	73.608182020	0.848810621	72.136458830	0.074693027	21.296242882
378831883.188319000	0.171370304	3.267783182	0.847691125	58.693598602	0.846742341	56.957683485	0.094631554	-8.428134413
380631063.106311000	0.159236477	-20.334530053	0.849754037	43.751481392	0.844305807	41.806594481	0.110835681	-35.389882476
382430243.024302000	0.141067534	-43.726327713	0.852462057	28.732616806	0.841953323	26.694485191	0.123284350	-61.008603769
384229422.942294000	0.117929460	-67.343623035	0.855553821	13.623961445	0.840096403	11.675300468	0.130997242	-86.137316591
386028602.860286000	0.091005795	-91.542126194	0.857810741	-1.551202979	0.839434269	-3.351421056	0.134766744	-111.061938119
387827782.778278000	0.062278960	-117.443109604	0.859559669	-16.837965481	0.838146213	-18.309733360	0.133789934	-136.008773466
389626962.696270000	0.034575232	-149.494377746	0.860986304	-32.071949688	0.837652610	-33.342318643	0.129782126	-161.549264746
391426142.614261000	0.013308461	142.366732482	0.861705160	-47.321467743	0.837828319	-48.308579867	0.123066534	172.588420609
393225322.532253000	0.021825810	39.925773869	0.861394106	-62.588906653	0.838097501	-63.346542871	0.114322480	146.134947112
395024502.450245000	0.038433932	0.497002767	0.861461056	-77.783971592	0.839102734	-78.418208139	0.104429446	119.024083054
396823682.368237000	0.051039617	-28.816637688	0.860565896	-92.973669478	0.840164957	-93.438115760	0.093509272	91.200113397
398622862.286229000	0.058755933	-56.576625453	0.860347632	-108.115023923	0.841063655	-108.571526324	0.082685377	62.375921769
400422042.204220000	0.061627262	-84.939822454	0.859512092	-123.313538402	0.841978330	-123.712516309	0.071910019	32.940312442
402221222.122212000	0.061280141	-114.750986551	0.858477858	-138.478189375	0.843222298	-138.827784246	0.061454985	2.000666433
404020402.040204000	0.059590236	-147.207291069	0.858126774	-153.656428737	0.843456680	-154.002067686	0.051677787	-30.306989189
405819581.958196000	0.058508555	179.083618305	0.857622718	-168.794928422	0.843688241	-169.140464965	0.042377842	-64.634496731
407618761.876188000	0.059126233	144.858978061	0.856787226	176.065342690	0.843787713	175.703331229	0.034677503	-102.330364793
409417941.794179000	0.061338316	112.497248094	0.856056321	160.916016904	0.843829327	160.517255917	0.028734880	-144.544371081
411217121.712171000	0.064705920	86.368482238	0.851315380	138.357479181	0.844970175	151.374084839	0.030974400	165.130222047
413016301.630163000	0.062717031	59.522141522	0.851437515	124.974867042	0.845218572	134.619771667	0.029396494	123.782934788
414815481.548155000	0.058765524	35.382812107	0.850982655	111.537407436	0.844586908	117.846196970	0.030012529	79.300246937
416614661.466147000	0.051154157	15.150862783	0.851408445	98.174520415	0.843175203	101.135981585	0.034488720	36.633393642
418413841.384138000	0.040225683	0.741220018	0.851296928	84.352786041	0.842579851	84.757402443	0.041597723	-1.012303561
420213021.302130000	0.028012968	0.675058053	0.851093056	69.211498278	0.842023675	69.566545518	0.049633704	-33.143868441
422012201.220122000	0.024947698	26.564672387	0.850336477	53.979903363	0.841288967	54.480769134	0.059109564	-62.226923340
423811381.138114000	0.038951532	40.452243837	0.849679331	38.747624879	0.839340963	39.338968249	0.068316625	-89.003701706
425610561.056106000	0.060368367	33.094776086	0.847752652	23.520244026	0.837830107	24.289366299	0.077348970	-113.076632245
