Frequency,S11 Re,S11 Im,S21 Re,S21 Im
1.72646,-0.1520452797,-0.3147139847,0.8923254609,-0.2407158613
1.72664,-0.1520623565,-0.3147686124,0.8924157023,-0.2408613563
1.72682,-0.1521491259,-0.314715296,0.8923570514,-0.2408224195
1.727,-0.1521066725,-0.3146158755,0.8923584819,-0.2409106195
1.72718,-0.152068004,-0.3146097362,0.8922699094,-0.2407694459
1.72736,-0.1520169824,-0.3145229816,0.8923168778,-0.2406895459
1.72754,-0.1520727128,-0.314655602,0.892382741,-0.240836978
1.72772,-0.1521338671,-0.3147529662,0.89232409,-0.2407422662
1.7279,-0.1521579027,-0.3146895766,0.8922157288,-0.2409224063
1.72808,-0.1521196663,-0.3148086369,0.8920527697,-0.2411092967
1.72826,-0.1522048712,-0.314835161,0.8922581077,-0.2408783436
1.72844,-0.1522345394,-0.314895153,0.892380476,-0.2406514734
1.72862,-0.1522217393,-0.3149703741,0.8923726678,-0.240800187
1.7288,-0.1522742808,-0.3149065375,0.8923768997,-0.2408629209
1.72898,-0.1522724181,-0.3148430884,0.8922973871,-0.2409773469
1.72916,-0.1521758288,-0.3148633838,0.8922807574,-0.2407781184
1.72934,-0.152238667,-0.3148205876,0.89217484,-0.2410460413
1.72952,-0.1521664113,-0.3149417639,0.8921331763,-0.2410090864
1.7297,-0.1521427184,-0.3149606287,0.892115593,-0.2410575598
1.72988,-0.1520179808,-0.3150187135,0.8917997479,-0.2410067022
1.73006,-0.1521285623,-0.3150416315,0.8920826912,-0.2411082834
1.73024,-0.1521392167,-0.3151503801,0.8920800686,-0.2411274612
1.73042,-0.1521926373,-0.3151414692,0.8921555877,-0.2412608415
1.7306,-0.1522953361,-0.315105617,0.8921272755,-0.2412888855
1.73078,-0.1523030102,-0.3151207864,0.8920117021,-0.2412890047
1.73096,-0.1522850245,-0.3151869774,0.8920416236,-0.2411274463
1.73114,-0.152291432,-0.3151224852,0.8920065761,-0.2411893904
1.73132,-0.1521910876,-0.3151945174,0.8919565678,-0.2412151098
1.7315,-0.1522284001,-0.3152359426,0.8918492794,-0.241207391
1.73168,-0.1523536593,-0.3151921034,0.891788125,-0.2412908077
1.73186,-0.1523904949,-0.3151999414,0.8918850422,-0.2412332892
1.73204,-0.1523914188,-0.3153324127,0.8918505311,-0.2413059473
1.73222,-0.1522954255,-0.3153892457,0.8917545676,-0.2413780093
1.7324,-0.1522448063,-0.3154630661,0.8918973804,-0.2413053364
1.73258,-0.1522468179,-0.3155581057,0.8919020891,-0.2413176894
1.73276,-0.1523117721,-0.3154871762,0.8919173479,-0.2413714379
1.73294,-0.1521908641,-0.3154144883,0.8919053674,-0.2414123118
1.73312,-0.1523053646,-0.3154332638,0.8919166923,-0.2412895709
1.7333,-0.1522599757,-0.3154302239,0.891810596,-0.2414338738
1.73348,-0.1522705555,-0.3155449033,0.8919811845,-0.2414295375
1.73366,-0.1523476094,-0.3155541718,0.8919015527,-0.2415260077
1.73384,-0.1523007303,-0.3155477345,0.891854763,-0.2414003015
1.73402,-0.15226987,-0.3156045079,0.8917740583,-0.241474241
1.7342,-0.1523316354,-0.315683037,0.891844213,-0.2414256036
1.73438,-0.1523376405,-0.3156870008,0.8918792605,-0.2414499521
1.73456,-0.1523563415,-0.3157636523,0.8919035792,-0.2415385991
1.73474,-0.1523011178,-0.3156859577,0.8917521834,-0.241376996
1.73492,-0.1522928476,-0.3157882094,0.8917556405,-0.2413769662
1.7351,-0.1523410529,-0.3158350587,0.891725719,-0.2414158881
1.73528,-0.1522972882,-0.3158159852,0.8917273879,-0.2415343672
1.73546,-0.1522362977,-0.315766573,0.8917196989,-0.24145028
1.73564,-0.1522623003,-0.3157193661,0.8916578293,-0.2415551394
1.73582,-0.1523694992,-0.3157844543,0.891618073,-0.2416928262
1.736,-0.1522976309,-0.3158082366,0.891667366,-0.2416212708
1.73618,-0.1522890329,-0.3158251345,0.8916159272,-0.2418390512
1.73636,-0.1524259895,-0.3160553873,0.8918446302,-0.2419019192
1.73654,-0.1523797363,-0.315987438,0.8918472528,-0.2419026345
1.73672,-0.1523918211,-0.3159855902,0.891710341,-0.2417268902
1.7369,-0.152407825,-0.3161299527,0.8916453123,-0.2417580485
1.73708,-0.1523601711,-0.316069603,0.8916404843,-0.2417307198
1.73726,-0.1523623914,-0.3159795403,0.8916302323,-0.241656512
1.73744,-0.1523056775,-0.3160525262,0.8916628957,-0.2417379022
1.73762,-0.1522559673,-0.3158665299,0.8914461136,-0.2417749166
1.7378,-0.1523406357,-0.3159660399,0.8914839029,-0.2418057173
1.73798,-0.1524216682,-0.3158971071,0.8914340138,-0.241894111
1.73816,-0.1523356438,-0.3159804642,0.891458869,-0.2419089526
1.73834,-0.1524286866,-0.3160253465,0.8913491368,-0.2420350462
1.73852,-0.1523897201,-0.3161343336,0.8913986087,-0.2418488413
1.7387,-0.1523916572,-0.3161664903,0.8915292025,-0.2418897897
1.73888,-0.1523813307,-0.3161740899,0.8915247321,-0.2417652905
1.73906,-0.1524840891,-0.3161360025,0.8913872242,-0.2418057323
1.73924,-0.1525116414,-0.3160589337,0.8913575411,-0.2419782579
1.73942,-0.1525731087,-0.3161260784,0.8915241361,-0.2419893742
1.7396,-0.1526052654,-0.3161762357,0.8915145993,-0.2420631349
1.73978,-0.1525308788,-0.3161951005,0.8914968371,-0.2419041842
1.73996,-0.1525934041,-0.3161641359,0.8913429976,-0.242119953
1.74014,-0.1524150223,-0.31625247,0.8915023208,-0.2420295477
1.74032,-0.1525803059,-0.3162302673,0.891289711,-0.2420142889
1.7405,-0.1525949836,-0.3161385059,0.891338408,-0.2420118004
1.74068,-0.1526354551,-0.316257447,0.8913556933,-0.2419344932
1.74086,-0.1527470946,-0.3161791861,0.8913224339,-0.2420533001
1.74104,-0.1526979953,-0.3162255585,0.8914533257,-0.2419724762
1.74122,-0.1527684778,-0.3163239062,0.8913658857,-0.2421852946
1.7414,-0.1526885182,-0.3163616061,0.8913511634,-0.2420695126
1.74158,-0.1527308673,-0.3162835836,0.8913098574,-0.2420311421
1.74176,-0.1527846605,-0.3161361814,0.8911556602,-0.2421584129
1.74194,-0.152826637,-0.3161545396,0.8912672997,-0.242083922
1.74212,-0.1527971774,-0.3162248135,0.8911730051,-0.2420313358
1.7423,-0.1528517902,-0.3162263632,0.8912895918,-0.2419492453
1.74248,-0.1528364718,-0.3160945773,0.8911944628,-0.2420811951
1.74266,-0.1529027224,-0.3161764145,0.891218245,-0.2422133982
1.74284,-0.1528881937,-0.3161271811,0.8911634684,-0.2421346605
1.74302,-0.1528956592,-0.3160499632,0.8910763264,-0.2421795279
1.7432,-0.1528427601,-0.316113472,0.8911324143,-0.2421310097
1.74338,-0.1530050039,-0.3160528839,0.891166389,-0.2420681566
1.74356,-0.1529144496,-0.3160737455,0.8910476565,-0.2421632409
1.74374,-0.1527848542,-0.3161279857,0.8911786675,-0.2420604527
1.74392,-0.1529839784,-0.3160791695,0.8911958933,-0.2422308028
1.7441,-0.1528130174,-0.316046834,0.8910324574,-0.2421357632
1.74428,-0.1530028433,-0.3161935806,0.8911466002,-0.2422194332
1.74446,-0.1530371308,-0.3160237074,0.8910082579,-0.2422642261
1.74464,-0.1531579942,-0.3160877228,0.8912085891,-0.2421893626
1.74482,-0.1531596631,-0.316089958,0.8911160827,-0.242177248
1.745,-0.1532001048,-0.3160910606,0.8911758661,-0.2421039939
1.74518,-0.1532689333,-0.3161860704,0.891269505,-0.2422024906
1.74536,-0.1532986313,-0.3161150217,0.8912063837,-0.242027387
1.74554,-0.1534484625,-0.316234529,0.8911825418,-0.2422447652
1.74572,-0.1534076929,-0.316178143,0.8912539482,-0.2423183024
1.7459,-0.1534481347,-0.3161167204,0.8911756873,-0.242416054
1.74608,-0.1534126103,-0.3161527216,0.8910978436,-0.2423043996
1.74626,-0.1534254402,-0.3161029816,0.8910342455,-0.2422881424
1.74644,-0.1533988416,-0.3161640763,0.8911595345,-0.2422606349
1.74662,-0.1533342451,-0.3163030744,0.8912013173,-0.2420034111
1.7468,-0.1534308195,-0.3162186146,0.8911485076,-0.2422190905
1.74698,-0.1534596384,-0.3161951005,0.8909927607,-0.2422249764
1.74716,-0.1534582227,-0.3161657155,0.8909757733,-0.2423325032
1.74734,-0.1535291225,-0.3160618246,0.8908973932,-0.2424168736
1.74752,-0.1536261886,-0.31611678,0.8908287883,-0.2423675358
1.7477,-0.1536455601,-0.3161536455,0.89081949,-0.2423277944
1.74788,-0.1535753608,-0.3160852194,0.8907667398,-0.2424262613
1.74806,-0.1536457241,-0.3161794245,0.8909220695,-0.2423698306
1.74824,-0.1535913348,-0.3160476685,0.8908935189,-0.2422510386
1.74842,-0.15368855,-0.3161207139,0.8909043074,-0.2422560155
1.7486,-0.1537248641,-0.3160261214,0.8908466697,-0.2422945648
1.74878,-0.153724134,-0.3159545362,0.8908732533,-0.2423403561
1.74896,-0.1538297683,-0.3159918189,0.890899539,-0.2426108271
1.74914,-0.1537962407,-0.3158717752,0.890917182,-0.2425893843
1.74932,-0.1538693756,-0.3160013556,0.8909489512,-0.2425431162
1.7495,-0.1539294869,-0.3160617948,0.8908888102,-0.2425163686
1.74968,-0.1539491564,-0.3161405027,0.8909668326,-0.2425563186
1.74986,-0.1540000141,-0.3160984814,0.8909811378,-0.2425349504
1.75004,-0.1540501267,-0.3160945177,0.8908567429,-0.2424939275
1.75022,-0.1540612578,-0.3161383867,0.8910404444,-0.2423346788
1.7504,-0.1541071087,-0.3161120713,0.8911414146,-0.2423438579
1.75058,-0.1541523337,-0.3160847127,0.8908799291,-0.2425656021
1.75076,-0.1541660279,-0.3160215318,0.8908218145,-0.2423922569
1.75094,-0.1541668624,-0.3159989417,0.890925765,-0.242508322
1.75112,-0.1541091204,-0.3159992993,0.8908222914,-0.2424543947
1.7513,-0.1541750282,-0.3161213994,0.8908007741,-0.2423605621
1.75148,-0.1542040855,-0.3162171841,0.8908161521,-0.2425752878
1.75166,-0.1542464793,-0.3162816465,0.890850544,-0.2426031828
1.75184,-0.154304415,-0.3162149787,0.8910080791,-0.2427102774
1.75202,-0.1543237567,-0.3162254393,0.8906791806,-0.242514953
1.7522,-0.1545712799,-0.3162002265,0.8906818032,-0.2427796423
1.75238,-0.1545644403,-0.3162075877,0.8907563686,-0.2427785993
1.75256,-0.1544274986,-0.3162027597,0.8909696341,-0.2427407205
1.75274,-0.1544273794,-0.3160125315,0.890896976,-0.242703855
1.75292,-0.1544485688,-0.3160399795,0.8908694983,-0.2428130656
1.7531,-0.1544211209,-0.3160259724,0.8908984661,-0.2427215129
1.75328,-0.1544516087,-0.3160688579,0.8907768726,-0.2427228093
1.75346,-0.1545311958,-0.3161755502,0.8908497691,-0.242784366
1.75364,-0.154548943,-0.3161308169,0.8907541633,-0.2427700013
1.75382,-0.1545959711,-0.3162454963,0.8908346295,-0.2426579893
1.754,-0.1546959877,-0.3162127435,0.8907128572,-0.2426551729
1.75418,-0.1547440886,-0.3162133396,0.8906193972,-0.2428467721
1.75436,-0.1548298299,-0.316172123,0.8906864524,-0.2428517193
1.75454,-0.1547760069,-0.3162232339,0.8906825781,-0.2428561449
1.75472,-0.1548639983,-0.3161350191,0.8907684684,-0.2429880053
1.7549,-0.154816553,-0.316200614,0.8907206655,-0.2428340614
1.75508,-0.1548599601,-0.316075027,0.890648663,-0.242962569
1.75526,-0.1548142135,-0.3160768449,0.8906743526,-0.2428934872
1.75544,-0.1548081338,-0.3162403107,0.8906248808,-0.2430000007
1.75562,-0.1548878253,-0.3163693249,0.8905676603,-0.2429480255
1.7558,-0.1549491733,-0.3163658679,0.8906407356,-0.2428916395
1.75598,-0.1549514979,-0.3163095713,0.8906366229,-0.2428867817
1.75616,-0.1550574601,-0.3164177835,0.8905337453,-0.2429383695
1.75634,-0.155089885,-0.3163728118,0.8906089664,-0.2429123521
1.75652,-0.1551238,-0.3163922727,0.8907117844,-0.2429059744
1.7567,-0.1550697535,-0.3164815307,0.8905056119,-0.2429115474
1.75688,-0.1551120877,-0.3164587915,0.8905248642,-0.2430201471
1.75706,-0.1550831646,-0.3164039552,0.8905061483,-0.2430185974
1.75724,-0.1551373601,-0.3165086806,0.8904693723,-0.2431242168
1.75742,-0.1550741196,-0.3164919615,0.8905076981,-0.2429884374
1.7576,-0.1551368386,-0.3164280951,0.8904718757,-0.2430860102
1.75778,-0.1551446617,-0.316404134,0.8903016448,-0.2430344969
1.75796,-0.1551183462,-0.3164638877,0.8904413581,-0.2430523038
1.75814,-0.1552031487,-0.3165059388,0.8905796409,-0.2430411726
1.75832,-0.155217886,-0.3165180981,0.8902860284,-0.2431203127
1.7585,-0.1552009583,-0.3165650666,0.8901937604,-0.2431197166
1.75868,-0.1553086638,-0.3165336847,0.8903697729,-0.2431774735
1.75886,-0.1552439481,-0.3165403306,0.8900265694,-0.2432674617
1.75904,-0.1553768367,-0.3165858388,0.8902916312,-0.2430650294
1.75922,-0.1554517895,-0.3165487647,0.8901847005,-0.243086651
1.7594,-0.1555049419,-0.3165946603,0.8901340365,-0.2429993004
1.75958,-0.1553789526,-0.3166105449,0.8902167082,-0.2431524396
1.75976,-0.1554127336,-0.3167318404,0.8903440237,-0.2430471182
1.75994,-0.1553663164,-0.3167677522,0.8904207945,-0.2431090474
1.76012,-0.1554160267,-0.3168312907,0.890383184,-0.2433034778
1.7603,-0.1555504948,-0.316916436,0.8903614283,-0.2432111502
1.76048,-0.1556029767,-0.3168050647,0.8903377652,-0.2432060242
1.76066,-0.1556625068,-0.3168864548,0.8903201818,-0.2432381809
1.76084,-0.1556545794,-0.3169307113,0.8902675509,-0.2433281243
1.76102,-0.1554840952,-0.3169128597,0.8902365565,-0.2431251705
1.7612,-0.1555710137,-0.3169885278,0.8903211951,-0.2433367968
1.76138,-0.155539453,-0.3169175088,0.8903055191,-0.2433379889
1.76156,-0.1556719989,-0.3169629872,0.8900923729,-0.2433778197
1.76174,-0.1556133479,-0.3170417547,0.8900642395,-0.2432464659
1.76192,-0.1556769758,-0.317025274,0.8899493814,-0.2433791161
1.7621,-0.1556564569,-0.3171128333,0.8900273442,-0.2432463169
1.76228,-0.155696854,-0.3170899749,0.8900135159,-0.2432612926
1.76246,-0.1556389332,-0.3171834648,0.8900015354,-0.2433144748
1.76264,-0.1557478011,-0.3171857297,0.8901284933,-0.2434195727
1.76282,-0.1557239592,-0.3172233403,0.8902171254,-0.2432547212
1.763,-0.1556215435,-0.317163378,0.8900961876,-0.2434290797
1.76318,-0.1556565762,-0.3173336089,0.8900442719,-0.2435717434
1.76336,-0.1557082683,-0.3174352944,0.890144527,-0.2436059266
1.76354,-0.1558179855,-0.3174679577,0.8900777698,-0.2433936447
1.76372,-0.1558011472,-0.3174844086,0.8898617029,-0.2434047759
1.7639,-0.1558266729,-0.3175610304,0.889882803,-0.2433814406
1.76408,-0.1558165848,-0.3176010251,0.8900498748,-0.2434600443
1.76426,-0.1558462083,-0.317666769,0.8899677992,-0.2434086353
1.76444,-0.1557868123,-0.3175742626,0.890013814,-0.2434779257
1.76462,-0.1557565928,-0.3175848722,0.8899465799,-0.2435069978
1.7648,-0.1557903141,-0.3176167607,0.8899529576,-0.2433332354
1.76498,-0.1557982117,-0.31769678,0.8898862004,-0.2435673028
1.76516,-0.1558607519,-0.3176800609,0.8898976445,-0.2435180247
1.76534,-0.1559351385,-0.3177066445,0.8897356987,-0.2435010821
1.76552,-0.1559399962,-0.3177528679,0.8897204399,-0.2434005141
1.7657,-0.1560011655,-0.3178428113,0.8896574378,-0.2435979396
1.76588,-0.1558955908,-0.3178858161,0.8896101117,-0.2434563786
1.76606,-0.1559746414,-0.3179105222,0.8896142244,-0.2434941381
1.76624,-0.1559876353,-0.3179342151,0.889657557,-0.243576169
1.76642,-0.1558683366,-0.318020165,0.8896137476,-0.2435403168
1.7666,-0.1559118181,-0.3180110157,0.8896173239,-0.2435706556
1.76678,-0.1559218019,-0.3180627227,0.8896573186,-0.2435408682
1.76696,-0.1559261829,-0.3180846274,0.8897696137,-0.2435640544
1.76714,-0.1559455693,-0.3181599379,0.8897053599,-0.2435374558
1.76732,-0.1559803337,-0.3181819916,0.8896530271,-0.2434852272
1.7675,-0.1559946388,-0.3182556331,0.8896523714,-0.243637234
1.76768,-0.155992046,-0.3182209432,0.889585197,-0.2436285764
1.76786,-0.1560543031,-0.318184346,0.8896169066,-0.2437234223
1.76804,-0.1559500098,-0.3181595504,0.8895032406,-0.2437494099
1.76822,-0.1560197324,-0.3181950748,0.8894803524,-0.2437576503
1.7684,-0.1559524983,-0.3182175159,0.8893811703,-0.2437210828
1.76858,-0.1559553295,-0.3184069395,0.8896464109,-0.243681401
1.76876,-0.155938223,-0.3183215261,0.8894966841,-0.2438789606
1.76894,-0.1559500992,-0.3185139894,0.8896788359,-0.243942678
1.76912,-0.1559557766,-0.318547219,0.8895175457,-0.2439131737
1.7693,-0.1559783071,-0.3184766173,0.8895173669,-0.2438312024
1.76948,-0.1560236663,-0.3185348213,0.8896737695,-0.2439286858
1.76966,-0.1560376585,-0.3185578585,0.8894319534,-0.243927747
1.76984,-0.15597938,-0.3186284304,0.889426589,-0.2437752187
1.77002,-0.1559858024,-0.3187269866,0.8894148469,-0.2437833548
1.7702,-0.1559552401,-0.3187979758,0.8895571828,-0.2436568439
