Frequency,S11 Re,S11 Im,S21 Re,S21 Im
1.75472,-0.1940080076,-0.301264286,0.8984709382,-0.2504073083
1.7549,-0.1939028054,-0.3012657464,0.8984829783,-0.2505133748
1.75508,-0.1939752847,-0.3012653589,0.8984217048,-0.2504194081
1.75526,-0.1940075159,-0.3014059663,0.898429215,-0.2503398359
1.75544,-0.1939763576,-0.3014289141,0.8985024691,-0.2503536344
1.75562,-0.1939549595,-0.3014598191,0.8984975815,-0.250456512
1.7558,-0.1940219253,-0.3014651537,0.8985905647,-0.2504040003
1.75598,-0.1941659003,-0.3015006483,0.8985550404,-0.2504259944
1.75616,-0.194232747,-0.3015385866,0.8985911012,-0.2504170537
1.75634,-0.1942440718,-0.3014869094,0.8985055089,-0.2503159642
1.75652,-0.1942439228,-0.3015499115,0.8983329535,-0.2502779365
1.7567,-0.1942501366,-0.3015334606,0.8984795809,-0.2503512204
1.75688,-0.1943440437,-0.3015474379,0.8983721733,-0.2503223717
1.75706,-0.194285512,-0.3015946448,0.8982263207,-0.2503374219
1.75724,-0.1943308115,-0.3015753627,0.8983339667,-0.2503761351
1.75742,-0.1944084018,-0.3015159667,0.8982922435,-0.2505255938
1.7576,-0.1943760961,-0.3015928268,0.8983365297,-0.2505233586
1.75778,-0.1943661273,-0.3015722632,0.8982560039,-0.2506451905
1.75796,-0.1944592297,-0.3015742302,0.8982602954,-0.2504970133
1.75814,-0.1943371892,-0.3014918268,0.8983211517,-0.2505934834
1.75832,-0.1943989396,-0.3015019298,0.8981218934,-0.2506976724
1.7585,-0.1945298761,-0.3016123176,0.8981175423,-0.2505743206
1.75868,-0.1944679171,-0.3017085493,0.8981791139,-0.2506254315
1.75886,-0.1946090013,-0.301720798,0.8981773257,-0.2505903542
1.75904,-0.1946029663,-0.301628232,0.8981152177,-0.2505834997
1.75922,-0.1946734339,-0.3016588092,0.8980302811,-0.2507105172
1.7594,-0.1947454214,-0.3016257286,0.8980903625,-0.2507649958
1.75958,-0.1946905851,-0.3017071784,0.8980214596,-0.2506702244
1.75976,-0.194665879,-0.3017534614,0.8979974389,-0.250754714
1.75994,-0.1947332174,-0.3018135428,0.8982437253,-0.2507156134
1.76012,-0.1947530061,-0.3018493056,0.8982139826,-0.2506656349
1.7603,-0.1947792172,-0.3017960191,0.8981403112,-0.2506935596
1.76048,-0.1948403418,-0.3017762899,0.8979806304,-0.2508082986
1.76066,-0.1948740482,-0.3019401133,0.8981365561,-0.2506198883
1.76084,-0.1949413568,-0.3018540442,0.8980174065,-0.2506353557
1.76102,-0.1948868185,-0.3019153476,0.8980174065,-0.2508162558
1.7612,-0.19490619,-0.3019479513,0.8979467154,-0.2508312166
1.76138,-0.194957301,-0.3019273281,0.8981314301,-0.2509296536
1.76156,-0.194957763,-0.3020119071,0.897846818,-0.2508760393
1.76174,-0.1950120181,-0.3019735515,0.8979159594,-0.2509064376
1.76192,-0.1950369179,-0.3020791411,0.8977856636,-0.2508011758
1.7621,-0.195105359,-0.3020638824,0.8978252411,-0.2509082556
1.76228,-0.1950569749,-0.3021211624,0.8978877068,-0.2508905232
1.76246,-0.195020318,-0.3021799624,0.897891283,-0.2508004904
1.76264,-0.1950427443,-0.3021383286,0.8978850245,-0.2507614493
1.76282,-0.1951165199,-0.3021358848,0.8979510069,-0.2508682609
1.763,-0.1951475143,-0.3022110462,0.8980506063,-0.2509604394
1.76318,-0.1950391233,-0.3022456467,0.8979443312,-0.2509648204
1.76336,-0.1950879097,-0.3022541404,0.8979228735,-0.2509467602
1.76354,-0.1951918006,-0.3023780584,0.8977900743,-0.2511130869
1.76372,-0.1951787323,-0.3024501801,0.8977481723,-0.2509070337
1.7639,-0.1952896565,-0.3025216162,0.8976848125,-0.2510290146
1.76408,-0.1952551752,-0.302498281,0.8978691101,-0.2510545254
1.76426,-0.1952317059,-0.3024393022,0.8977995515,-0.2510925233
1.76444,-0.1952458918,-0.3025233448,0.8978432417,-0.2509759963
1.76462,-0.1953012943,-0.3024407327,0.8978175521,-0.2510186732
1.7648,-0.195282355,-0.3024811745,0.8976918459,-0.2510732114
1.76498,-0.1952549964,-0.3025574684,0.8976889253,-0.2511280775
1.76516,-0.1953068972,-0.3025453985,0.8976089358,-0.251147747
