Frequency,S11 Re,S11 Im,S21 Re,S21 Im
0.93824,-0.0007398747839,-0.1976267844,0.9696702361,-0.1366475374
0.93888,-0.0006722996477,-0.1973383874,0.9697185159,-0.1369837224
0.93952,-0.0005701282062,-0.1975716949,0.9696861506,-0.1370161623
0.94016,-0.0008086226881,-0.1978292167,0.9697830081,-0.1372052282
0.9408,-0.0006434444804,-0.1973365992,0.9696782231,-0.1372650713
0.94144,-0.0005131068174,-0.1977760494,0.9697628617,-0.1370607615
0.94208,-0.0007155027706,-0.1974129975,0.9697210789,-0.1372927576
0.94272,-0.0008631220553,-0.1978753507,0.9697289467,-0.1376340687
0.94336,-0.0004812176339,-0.1976926774,0.9696862102,-0.137841329
0.944,-0.0002045388101,-0.1977524161,0.9699996114,-0.1376809925
0.94464,-0.0004172847257,-0.1977780312,0.9696386456,-0.137903899
0.94528,-0.0003198662598,-0.1979107559,0.9696008563,-0.1378500611
0.94592,-0.0001735574333,-0.1977861375,0.9697278142,-0.1378273815
0.94656,-0.0003119077301,-0.1980424076,0.9695022106,-0.1380814165
0.9472,-0.000138388481,-0.1978896558,0.9698129296,-0.1384074092
0.94784,-0.0002074129879,-0.1979211718,0.9698078036,-0.1381286085
0.94848,-0.0001170549076,-0.1981776804,0.9697170854,-0.138561815
0.94912,7.934868336e-06,-0.1982149631,0.9697648287,-0.1389147341
0.94976,-6.676651537e-06,-0.1986918002,0.9695053101,-0.1388595253
0.9504,-0.0001418699976,-0.1985578239,0.969620347,-0.1387758255
0.95104,8.505443111e-05,-0.1985145211,0.9694715142,-0.139019981
0.95168,-0.0001231324859,-0.1985575855,0.9694216847,-0.1392055005
0.95232,-5.05244825e-05,-0.1987558156,0.9693108797,-0.1393256783
0.95296,2.816814231e-05,-0.1990369409,0.9695296884,-0.1392259002
0.9536,0.0001015893795,-0.1990589648,0.9692507386,-0.1392928511
0.95424,-0.0002317620092,-0.1993402392,0.9689936042,-0.1393155903
0.95488,0.000202427851,-0.1991398335,0.96903795,-0.139374271
0.95552,-3.428617492e-05,-0.1995861232,0.9690659046,-0.1396366656
0.95616,0.0002576804254,-0.1999820918,0.9689605832,-0.1396514922
0.9568,-0.0004031639546,-0.1999751627,0.9690611362,-0.1394737959
0.95744,-0.0001282612793,-0.2000516355,0.968845129,-0.1399989575
0.95808,-0.0001625502482,-0.2004980892,0.9689849019,-0.1398504078
0.95872,-3.502005711e-05,-0.2007622719,0.9685670137,-0.140050739
0.95936,-0.0003689869773,-0.2006410956,0.9684570432,-0.1402639747
0.96,-0.0003278544173,-0.2011439502,0.9684516191,-0.1398954391
0.96064,-0.0004237397807,-0.2011569589,0.9688519835,-0.1400838196
0.96128,-0.0004877428873,-0.2013387382,0.9683625698,-0.1402441561
0.96192,-0.0005226072972,-0.2016697675,0.9684151411,-0.1401720047
0.96256,-0.000652174931,-0.2015041858,0.9682686329,-0.1401652545
0.9632,-0.0006407948676,-0.2022680491,0.9685564637,-0.1403917074
0.96384,-0.0009708856232,-0.2022025883,0.9681007862,-0.1403075755
0.96448,-0.0007211104967,-0.2024128288,0.968277514,-0.1404417753
0.96512,-0.0009063943289,-0.2027974129,0.9683471322,-0.1405701488
0.96576,-0.001076645683,-0.2026743591,0.9679270983,-0.1404091269
0.9664,-0.001294750255,-0.2030115128,0.9685420394,-0.1407735795
0.96704,-0.001209551934,-0.2034889311,0.9682149291,-0.1408517361
0.96768,-0.001311494969,-0.2031456679,0.9681714773,-0.1404476166
0.96832,-0.001432111952,-0.2033225,0.9680312872,-0.1408041269
0.96896,-0.001437080558,-0.2035265416,0.9677121639,-0.1408396214
0.9696,-0.001614796463,-0.2036104053,0.9679125547,-0.1409154385
0.97024,-0.001569470158,-0.2037521601,0.9680818319,-0.1410617232
0.97088,-0.001652250765,-0.2037055641,0.9679939151,-0.1411913335
0.97152,-0.001532177441,-0.2039977759,0.9678362608,-0.1412444413
0.97216,-0.001494576572,-0.2040864974,0.9680213928,-0.1415419281
0.9728,-0.001432745135,-0.204138115,0.9681707621,-0.1414331198
0.97344,-0.001344601624,-0.2041894794,0.9680591822,-0.141577363
0.97408,-0.001474729506,-0.2044798136,0.9676311016,-0.141922012
0.97472,-0.001570621971,-0.204313904,0.9673563242,-0.1417823434
0.97536,-0.001199457329,-0.2043593526,0.9678999782,-0.1418098062
0.976,-0.001153006218,-0.2042805851,0.9674475789,-0.1418508589
0.97664,-0.001077281777,-0.2042146772,0.9678391218,-0.1423107386
0.97728,-0.001013503061,-0.2043652833,0.9674344659,-0.1421221644
0.97792,-0.001140056178,-0.2046040595,0.9673416018,-0.1421307176
0.97856,-0.001086119097,-0.2046076357,0.967587471,-0.1424084157
0.9792,-0.0009424645687,-0.2046149075,0.9676568508,-0.1422078162
0.97984,-0.0007894543232,-0.2046410143,0.9673920274,-0.1423795521
0.98048,-0.0009022622835,-0.2046387941,0.9675750732,-0.1426440179
0.98112,-0.0005980539136,-0.2046388537,0.9671556354,-0.1427645087
0.98176,-0.0003644116223,-0.2048832029,0.9673376083,-0.1426178962
0.9824,-0.0004544700496,-0.2046712488,0.9674394727,-0.1427677572
0.98304,-0.0005264324136,-0.2052348107,0.9671812057,-0.1432611942
0.98368,-0.0003462661989,-0.2051442116,0.9672477245,-0.1432972848
0.98432,9.989831597e-05,-0.2051706165,0.9673902988,-0.1433600485
0.98496,-5.428865552e-05,-0.2053973675,0.9671604633,-0.1434980482
0.9856,9.5163472e-05,-0.2052991241,0.9669494033,-0.1436932385
0.98624,-6.971694529e-05,-0.2054240704,0.966943264,-0.1438332349
0.98688,5.231704563e-07,-0.2054448277,0.9667357206,-0.1438947022
0.98752,-8.585990872e-05,-0.2058356553,0.9667757154,-0.1440981627
0.98816,-3.735243808e-06,-0.2058336884,0.9669060111,-0.1442941129
0.9888,-9.814708028e-05,-0.2059147954,0.9667882323,-0.1439900696
0.98944,0.0004205824807,-0.2061511576,0.9666500688,-0.14438425
0.99008,8.756411262e-05,-0.2061375827,0.9666062593,-0.1444418728
0.99072,-0.0002969419584,-0.2064190656,0.9664242864,-0.1448690891
0.99136,-0.0001334217377,-0.2065137029,0.9663417935,-0.1448007673
0.992,5.024112761e-05,-0.2066416889,0.9663884044,-0.1447496265
0.99264,8.90865922e-05,-0.2066475451,0.9663862586,-0.1444703639
0.99328,-0.0001584365964,-0.2071223408,0.9661436081,-0.1449395865
0.99392,-0.0003416929394,-0.2071052641,0.9662153125,-0.1451572776
0.99456,-0.0003709769808,-0.2075357586,0.9660192132,-0.1445096135
0.9952,-0.0004781327443,-0.2073440999,0.9661036134,-0.1448882222
0.99584,-0.0005231537507,-0.2077010423,0.9659100175,-0.1449701339
0.99648,-0.0007542526582,-0.2079031169,0.9660586119,-0.1449201703
0.99712,-0.0008726514643,-0.2082890868,0.9660490155,-0.144898504
0.99776,-0.0008468674496,-0.2084453553,0.9658015966,-0.1452320963
0.9984,-0.0009366939776,-0.2084629387,0.9657404423,-0.1453663707
0.99904,-0.001018769108,-0.2085954845,0.9658081532,-0.145477131
0.99968,-0.001210773364,-0.2087338418,0.9657453299,-0.1451538503
1.00032,-0.001277178526,-0.2088406682,0.9657385349,-0.1455351561
1.00096,-0.001312892418,-0.2090166062,0.9658402801,-0.1454183757
1.0016,-0.001149836462,-0.20926781,0.9657995105,-0.1456821263
1.00224,-0.001428910997,-0.2093648762,0.9660623074,-0.1456911862
1.00288,-0.00192432967,-0.2092941403,0.9655641317,-0.1460351497
1.00352,-0.001847010106,-0.2094853222,0.9656615257,-0.1457752734
1.00416,-0.001731583965,-0.2098444551,0.9656677842,-0.1457547694
1.0048,-0.001791072078,-0.209853068,0.9657303095,-0.1462553442
1.00544,-0.002151020803,-0.2096876651,0.965696156,-0.146038115
1.00608,-0.001725443639,-0.2097026557,0.9652701616,-0.1463342905
1.00672,-0.001701287809,-0.2100042403,0.9655471444,-0.1463522017
1.00736,-0.002042793669,-0.2098833621,0.9654769897,-0.1461286545
1.008,-0.001851438778,-0.2100019902,0.9650661349,-0.1464662552
1.00864,-0.001696085557,-0.2099525779,0.9655150771,-0.1466587633
1.00928,-0.001746677328,-0.2100672871,0.9649713039,-0.1464143842
1.00992,-0.001561757177,-0.2100894004,0.9651155472,-0.14656353
1.01056,-0.001610776875,-0.2102644145,0.965108633,-0.1469314843
1.0112,-0.001440562308,-0.2104614079,0.965233624,-0.1469306797
1.01184,-0.001163430745,-0.2104092538,0.9648801684,-0.1470436007
1.01248,-0.001558125601,-0.210518986,0.965062201,-0.1472475529
1.01312,-0.001031785272,-0.2104293704,0.9649425149,-0.1472681016
1.01376,-0.0009137673187,-0.2107284069,0.9653214216,-0.1473580301
1.0144,-0.0007658035029,-0.2108573318,0.964627862,-0.1473224163
1.01504,-0.000770653307,-0.2111686915,0.9649668932,-0.147460863
1.01568,-0.0007724197349,-0.2111314386,0.9649001956,-0.1475254744
1.01632,-0.0004532295279,-0.2112581134,0.964859426,-0.1477042586
1.01696,-0.0005417091306,-0.2113417536,0.9646795988,-0.1475915164
1.0176,-0.0004540781956,-0.2115731239,0.9648122787,-0.1478137523
1.01824,-0.0002632364631,-0.2114839405,0.964664042,-0.1480997354
1.01888,-0.0002603163011,-0.2118437588,0.9644060135,-0.1481056511
1.01952,-0.0001364483032,-0.2118104696,0.9642788768,-0.1482361257
1.02016,-0.0001025132369,-0.2120686471,0.9640389681,-0.1479648054
1.0208,2.633675467e-05,-0.2120132446,0.9640191197,-0.1484044343
1.02144,-4.999898374e-05,-0.2123921961,0.964199841,-0.1484998018
1.02208,0.0001671566424,-0.2125199884,0.9640756249,-0.1486022025
1.02272,0.0001704809256,-0.2125869691,0.9640404582,-0.1485825032
1.02336,0.0001737332204,-0.2128153741,0.9637945294,-0.1487466097
1.024,-0.0001323886681,-0.2128888071,0.9638121128,-0.1487602443
1.02464,-4.704040475e-05,-0.2129998207,0.9635631442,-0.1488310099
1.02528,-0.0002948851325,-0.2131808102,0.9636521339,-0.1488145888
1.02592,-0.0001015178859,-0.2134031057,0.9637154341,-0.1486729532
1.02656,-0.000264596194,-0.2134207934,0.9634404182,-0.148947373
1.0272,-0.0001915236935,-0.2135347724,0.9632911086,-0.1489127278
1.02784,-0.000352364732,-0.2136639804,0.9634037614,-0.1490262598
1.02848,-0.0004632542841,-0.2139801234,0.9631589651,-0.1490993202
1.02912,-0.0008508802857,-0.2140030861,0.9631965756,-0.1490427852
1.02976,-0.0005829867441,-0.2139743716,0.9630734921,-0.1488126665
1.0304,-0.0005382883828,-0.2141398937,0.9630798101,-0.1493424624
1.03104,-0.000759335875,-0.2143129259,0.9629951715,-0.1491735876
1.03168,-0.0009797853418,-0.2146885246,0.9628270864,-0.1492393911
1.03232,-0.001122035552,-0.2147202045,0.9627870321,-0.1490800381
1.03296,-0.001183835207,-0.2148651928,0.9629606009,-0.1490882188
1.0336,-0.001191620948,-0.2145172209,0.9629285336,-0.1492882371
1.03424,-0.001366272336,-0.2149881721,0.9625546336,-0.1491930187
1.03488,-0.001283617457,-0.2148205638,0.962657094,-0.149510324
1.03552,-0.001390657155,-0.215095982,0.9624198079,-0.1493599862
1.03616,-0.001503990032,-0.2149242163,0.9627910852,-0.1495978832
1.0368,-0.001598339994,-0.2148729712,0.9628851414,-0.1495998204
1.03744,-0.001666252734,-0.2151759416,0.9624915719,-0.1496517509
1.03808,-0.001714242506,-0.2153059095,0.962462604,-0.1497621089
1.03872,-0.001663464587,-0.2152867466,0.9625099897,-0.1497463137
1.03936,-0.001667734352,-0.2153467536,0.9620584249,-0.1499782354
1.04,-0.001720800996,-0.2153344452,0.9622264504,-0.1497592181
1.04064,-0.0016561558,-0.2154727131,0.9621388912,-0.149685204
1.04128,-0.001736041973,-0.2157212943,0.9621824026,-0.1499814391
1.04192,-0.001569913467,-0.2158131599,0.9622401595,-0.1500651389
1.04256,-0.001529219677,-0.2157746404,0.9620389938,-0.149979338
1.0432,-0.001654127613,-0.2158707231,0.9619768262,-0.1500587016
1.04384,-0.001538161887,-0.2158942968,0.9618986845,-0.1505839676
1.04448,-0.00135113555,-0.2161915898,0.9617729783,-0.1503108889
