Frequency,S11,S21
1.75904,(-0.01349687763+0.002999057062j),(-0.01349687763+0.002999057062j)
1.75922,(-0.01357226353+0.0029899769j),(-0.01357226353+0.0029899769j)
1.7594,(-0.01352673117+0.002986983396j),(-0.01352673117+0.002986983396j)
1.75958,(-0.01360490173+0.003021598328j),(-0.01360490173+0.003021598328j)
1.75976,(-0.01349089853+0.002910312731j),(-0.01349089853+0.002910312731j)
1.75994,(-0.01346130483+0.002886775881j),(-0.01346130483+0.002886775881j)
1.76012,(-0.01330115926+0.002891929355j),(-0.01330115926+0.002891929355j)
1.7603,(-0.01346366014+0.002922806889j),(-0.01346366014+0.002922806889j)
1.76048,(-0.01353948936+0.002964408137j),(-0.01353948936+0.002964408137j)
1.76066,(-0.01351863146+0.003025920363j),(-0.01351863146+0.003025920363j)
1.76084,(-0.01349792443+0.003023233032j),(-0.01349792443+0.003023233032j)
1.76102,(-0.01350000221+0.003052360844j),(-0.01350000221+0.003052360844j)
1.7612,(-0.01348219998+0.003113579471j),(-0.01348219998+0.003113579471j)
1.76138,(-0.01351651642+0.003046492115j),(-0.01351651642+0.003046492115j)
1.76156,(-0.01351697929+0.003060874762j),(-0.01351697929+0.003060874762j)
1.76174,(-0.01343491394+0.002924392931j),(-0.01343491394+0.002924392931j)
1.76192,(-0.01350641903+0.002881729743j),(-0.01350641903+0.002881729743j)
1.7621,(-0.01340403128+0.00290578627j),(-0.01340403128+0.00290578627j)
1.76228,(-0.01338355616+0.002971315058j),(-0.01338355616+0.002971315058j)
