Frequency,S11,S21
1.60832,(-0.001285356469-0.3060369194j),(-0.001285356469-0.3060369194j)
1.60896,(-0.001148306299-0.3059697151j),(-0.001148306299-0.3059697151j)
1.6096,(-0.00130488351-0.3060879409j),(-0.00130488351-0.3060879409j)
1.61024,(-0.00138298003-0.306348294j),(-0.00138298003-0.306348294j)
1.61088,(-0.001495721517-0.3066234291j),(-0.001495721517-0.3066234291j)
1.61152,(-0.001316573238-0.306643486j),(-0.001316573238-0.306643486j)
1.61216,(-0.001553057809-0.3067581058j),(-0.001553057809-0.3067581058j)
1.6128,(-0.00169050775-0.3069681525j),(-0.00169050775-0.3069681525j)
1.61344,(-0.001482349704-0.3071244657j),(-0.001482349704-0.3071244657j)
1.61408,(-0.001654447289-0.3070884049j),(-0.001654447289-0.3070884049j)
1.61472,(-0.001512638293-0.3072478771j),(-0.001512638293-0.3072478771j)
1.61536,(-0.001749430317-0.3073280752j),(-0.001749430317-0.3073280752j)
1.616,(-0.00161479949-0.307364583j),(-0.00161479949-0.307364583j)
1.61664,(-0.001571279252-0.3075260818j),(-0.001571279252-0.3075260818j)
1.61728,(-0.001741712447-0.3076789677j),(-0.001741712447-0.3076789677j)
1.61792,(-0.00150052784-0.3076075017j),(-0.00150052784-0.3076075017j)
1.61856,(-0.001578950323-0.3079561889j),(-0.001578950323-0.3079561889j)
1.6192,(-0.001538520679-0.3080511391j),(-0.001538520679-0.3080511391j)
1.61984,(-0.001588862389-0.3079720438j),(-0.001588862389-0.3079720438j)
1.62048,(-0.001576068811-0.308080405j),(-0.001576068811-0.308080405j)
1.62112,(-0.001537374221-0.3081946075j),(-0.001537374221-0.3081946075j)
1.62176,(-0.001369465142-0.3082783818j),(-0.001369465142-0.3082783818j)
1.6224,(-0.001573331654-0.3081125617j),(-0.001573331654-0.3081125617j)
1.62304,(-0.001221575774-0.3083494604j),(-0.001221575774-0.3083494604j)
1.62368,(-0.001394296996-0.3083532751j),(-0.001394296996-0.3083532751j)
1.62432,(-0.001325158402-0.3083607256j),(-0.001325158402-0.3083607256j)
1.62496,(-0.001459316351-0.3085744977j),(-0.001459316351-0.3085744977j)
1.6256,(-0.001332539134-0.3085833192j),(-0.001332539134-0.3085833192j)
1.62624,(-0.001025606878-0.308616221j),(-0.001025606878-0.308616221j)
1.62688,(-0.0008948333561-0.3088198006j),(-0.0008948333561-0.3088198006j)
1.62752,(-0.001106509939-0.308647722j),(-0.001106509939-0.308647722j)
1.62816,(-0.0009500579908-0.3089039922j),(-0.0009500579908-0.3089039922j)
1.6288,(-0.0007398780435-0.3090059161j),(-0.0007398780435-0.3090059161j)
1.62944,(-0.0009898981079-0.308842361j),(-0.0009898981079-0.308842361j)
1.63008,(-0.0009875120595-0.3090327084j),(-0.0009875120595-0.3090327084j)
