%Frequency  / Hz	S1,1 Zr: 50 Ω Mag	S1,1 Zr: 50 Ω Phase / °	S2,1 Zr: 50 Ω Mag	S2,1 Zr: 50 Ω Phase / °	S1,2 Zr: 50 Ω Mag	S1,2 Zr: 50 Ω Phase / °	S2,2 Zr: 50 Ω Mag	S2,2 Zr: 50 Ω Phase / °
1184200000.000000000	0.006098232	-20.851009781	0.996274215	-43.898467290	0.994034581	-43.894088417	0.006929278	136.901447420
1185900000.000000000	0.006129019	-20.325638278	0.996429004	-43.943409974	0.994019665	-43.966174080	0.006894577	134.390667157
1187600000.000000000	0.006243044	-19.749332622	0.996329873	-43.993770430	0.993899076	-44.040253199	0.006812089	132.624408263
1189300000.000000000	0.006601971	-19.534267345	0.995917131	-44.045811132	0.993528940	-44.110119156	0.006537966	130.535427203
1191000000.000000000	0.007097866	-20.308229883	0.995538899	-44.096002875	0.993265278	-44.171315770	0.006228406	128.695159526
1192700000.000000000	0.007619535	-21.725841570	0.995292008	-44.150084421	0.993134097	-44.237302861	0.005888621	126.723926350
1194400000.000000000	0.008142515	-23.862662891	0.995162809	-44.212938678	0.993201730	-44.308722400	0.005510626	124.949009977
1196100000.000000000	0.008649940	-26.382160695	0.995172416	-44.283716046	0.993354166	-44.374506143	0.005087597	124.139333722
1197800000.000000000	0.009163268	-28.882139314	0.995278799	-44.361960993	0.993669170	-44.449121847	0.004688494	124.191943996
1199500000.000000000	0.009660662	-31.617233452	0.995528082	-44.445614441	0.994019766	-44.514753452	0.004326781	125.117605117
1201200000.000000000	0.010065771	-34.441678158	0.995764299	-44.521665457	0.994436910	-44.580445672	0.004079082	127.010467243
1202900000.000000000	0.010350753	-37.329870062	0.995948812	-44.594523525	0.995004348	-44.648002704	0.003860490	129.554655966
1204600000.000000000	0.010555595	-40.073321393	0.996166364	-44.672918537	0.995535399	-44.715538688	0.003711328	132.012245205
1206300000.000000000	0.010637230	-42.529675918	0.996474518	-44.743686206	0.996008477	-44.782872969	0.003618742	135.105422626
1208000000.000000000	0.010579274	-44.976283631	0.996659897	-44.814792720	0.996509997	-44.847982832	0.003562677	138.184932145
1209700000.000000000	0.010363988	-47.033426263	0.996913831	-44.873767916	0.997006003	-44.912565669	0.003553896	141.258686144
1211400000.000000000	0.010022748	-49.016730993	0.997048369	-44.939464038	0.997450859	-44.969562076	0.003595253	144.486805901
1213100000.000000000	0.009614036	-51.142974080	0.996924959	-45.003183877	0.997903093	-45.026224512	0.003658340	147.237750488
1214800000.000000000	0.009281625	-53.347759169	0.996204693	-45.057840136	0.998117205	-45.076038724	0.003775558	149.847638553
1216500000.000000000	0.009017458	-55.380920669	0.994952365	-45.112949702	0.998095552	-45.133332011	0.003908106	152.216097414
1218200000.000000000	0.008782959	-57.211386656	0.993280391	-45.165690661	0.997952866	-45.187341998	0.004103518	154.401685273
1219900000.000000000	0.008588222	-58.916728161	0.991297074	-45.218756926	0.997585581	-45.240136255	0.004363141	156.483609525
1221600000.000000000	0.008386492	-60.202754436	0.989125859	-45.264115309	0.997125472	-45.298045839	0.004727788	157.642609065
1223300000.000000000	0.008184496	-61.226895073	0.986852858	-45.306674265	0.996497426	-45.352578760	0.005129279	158.264867486
1225000000.000000000	0.007974561	-61.847431829	0.984421825	-45.349662010	0.995877835	-45.414868414	0.005581499	157.858070112
1226700000.000000000	0.007783632	-62.201608360	0.982197653	-45.402294772	0.995198760	-45.474575951	0.005955805	156.689619513
1228400000.000000000	0.007629844	-62.465515760	0.980146424	-45.460038860	0.994629505	-45.537292145	0.006348553	154.949539973
1230100000.000000000	0.007462405	-62.472484702	0.978396075	-45.524818248	0.994049662	-45.594477696	0.006685752	153.291411587
1231800000.000000000	0.007287004	-62.201655568	0.976914224	-45.595790480	0.993659258	-45.656910712	0.006942280	151.502161754
1233500000.000000000	0.007134593	-61.768423910	0.976043380	-45.666313003	0.993338636	-45.721536510	0.007146345	149.796453303
1235200000.000000000	0.006979837	-61.203574384	0.975534200	-45.744160470	0.993057014	-45.784731821	0.007291014	148.409387316
1236900000.000000000	0.007029966	-60.343766247	0.976466158	-45.830287659	0.993890178	-45.857837496	0.007361538	147.000898243
1238600000.000000000	0.007195345	-59.038566389	0.976749145	-45.889904595	0.993879910	-45.930548330	0.006757865	150.889925852
1240300000.000000000	0.007275422	-57.128246646	0.977462484	-45.947683357	0.994020082	-46.003899457	0.006235027	154.887824478
1242000000.000000000	0.007303586	-54.870778318	0.978530351	-46.008917545	0.994217066	-46.075107565	0.005872068	158.449497037
1243700000.000000000	0.007295350	-52.292266803	0.979863045	-46.066134493	0.994477170	-46.151631620	0.005499010	161.574655465
1245400000.000000000	0.007274648	-49.425661394	0.981429485	-46.120526538	0.994838742	-46.223886512	0.005189027	164.602566202
1247100000.000000000	0.007258495	-46.568196003	0.983061207	-46.174992539	0.995158204	-46.294706711	0.004936706	167.245141381
1248800000.000000000	0.007249082	-43.797143811	0.984713998	-46.228285528	0.995586181	-46.367636904	0.004722942	169.983458492
1250500000.000000000	0.007272025	-41.314507142	0.986406259	-46.278383124	0.995977737	-46.437173271	0.004524202	172.372985245
1252200000.000000000	0.007343551	-39.031537895	0.987988270	-46.329229836	0.996358482	-46.509217983	0.004372424	174.567918920
1253900000.000000000	0.007445603	-36.729695240	0.989361957	-46.375504995	0.996632812	-46.580727064	0.004243272	176.795987471
1255600000.000000000	0.007621930	-34.681237542	0.990534260	-46.415933482	0.996868567	-46.655420931	0.004147144	178.661168685
1257300000.000000000	0.007875266	-33.050120231	0.991473676	-46.465063262	0.997072670	-46.725783094	0.004087997	-179.728727410
1259000000.000000000	0.008190926	-31.673929698	0.991839933	-46.516518000	0.997140499	-46.803243419	0.004049403	-178.351225744
1260700000.000000000	0.008624340	-30.608443281	0.991806962	-46.565352784	0.997156552	-46.878120042	0.004044194	-177.267995879
1262400000.000000000	0.008869166	-30.299137856	0.990427723	-46.608562222	0.996294752	-46.949819471	0.004080203	-176.103077256
1264100000.000000000	0.008994423	-30.633339212	0.990032353	-46.677738810	0.996233782	-47.021096443	0.004546294	-179.920332387
1265800000.000000000	0.009144702	-31.656123440	0.989839612	-46.756028540	0.996329602	-47.091664848	0.005050546	176.426538977
1267500000.000000000	0.009282648	-33.335713805	0.989813710	-46.829815093	0.996533293	-47.163557621	0.005506172	173.109102903
1269200000.000000000	0.009424608	-35.678142631	0.989863103	-46.908354625	0.996733269	-47.230561983	0.006017573	170.370876136
1270900000.000000000	0.009542428	-38.616377545	0.990056768	-46.985929213	0.997021908	-47.299965689	0.006521636	167.452595172
1272600000.000000000	0.009645382	-42.118268452	0.990382892	-47.064342303	0.997386703	-47.367903723	0.006958133	164.994429813
1274300000.000000000	0.009732418	-45.414472804	0.990803840	-47.143104839	0.997806525	-47.429828607	0.007329612	162.971798215
1276000000.000000000	0.009755544	-48.477903856	0.991278854	-47.225932551	0.998231579	-47.485516407	0.007624952	161.801701358
1277700000.000000000	0.009735188	-51.486385612	0.991809396	-47.300589392	0.998672209	-47.536966831	0.007783565	161.250383312
1279400000.000000000	0.009722815	-54.293912563	0.992375478	-47.381492878	0.999032827	-47.584197359	0.007861813	161.341621745
1281100000.000000000	0.009669492	-56.970457551	0.992963981	-47.459932390	0.999476038	-47.627347479	0.007841516	162.218995552
1282800000.000000000	0.009606544	-59.320616913	0.993517788	-47.528114691	0.999815752	-47.664345295	0.007701431	164.033506096
1284500000.000000000	0.009546083	-61.600271647	0.994140138	-47.602634061	1.000216337	-47.694368829	0.007521619	166.639609165
1286200000.000000000	0.009643605	-64.192340363	0.994823938	-47.672105847	1.000634084	-47.732695439	0.007159881	168.696930881
1287900000.000000000	0.009831265	-66.444214300	0.995517877	-47.738416473	1.000969695	-47.764133105	0.006654341	169.137343386
1289600000.000000000	0.010135407	-68.518554178	0.996260097	-47.810716379	1.001441204	-47.801876159	0.006184068	168.102578118
1291300000.000000000	0.010507113	-70.232844735	0.996961708	-47.879377010	1.001797388	-47.845010711	0.005815361	165.958528647
1293000000.000000000	0.010926147	-71.583593824	0.997561577	-47.946205360	1.002118066	-47.890811804	0.005554408	163.823633371
1294700000.000000000	0.011371281	-72.536597932	0.998281136	-48.011807443	1.002493779	-47.939315310	0.005382637	161.917906145
1296400000.000000000	0.011822184	-73.173375810	0.998876872	-48.077474322	1.002741702	-47.987861679	0.005283792	160.451852886
1298100000.000000000	0.012280337	-73.457184683	0.999403581	-48.139658470	1.002966622	-48.043881289	0.005263712	159.292832850
1299800000.000000000	0.012710449	-73.911708633	0.999796878	-48.197940102	1.003124492	-48.100817142	0.005322078	157.857709232
1301500000.000000000	0.013141258	-74.454526168	1.000149635	-48.253826965	1.003193236	-48.166562916	0.005469891	156.323696201
1303200000.000000000	0.013525018	-74.826412368	1.000397603	-48.309729633	1.003249084	-48.235053910	0.005724160	154.762710544
1304900000.000000000	0.013816857	-75.071150282	1.000647750	-48.363955141	1.003241517	-48.307264298	0.006061757	152.909786853
1306600000.000000000	0.014065689	-74.863227396	1.000792014	-48.423513425	1.003118916	-48.383433380	0.006478908	150.675327444
1308300000.000000000	0.014275570	-74.103821798	1.000712424	-48.484673374	1.002836107	-48.485511734	0.006875147	149.034006312
1310000000.000000000	0.014369772	-73.541841108	1.000553955	-48.538446219	1.002642761	-48.588941349	0.007309943	146.931072050
1311700000.000000000	0.014146185	-72.941404965	1.000285911	-48.599722787	1.002397520	-48.685729750	0.007927451	145.164640301
1313400000.000000000	0.013777049	-72.491304940	0.999876808	-48.664861446	1.002158097	-48.777939281	0.008745768	144.737767376
1315100000.000000000	0.013198163	-71.946017810	0.999313108	-48.727288481	1.001850486	-48.867128704	0.009579539	145.836024985
1316800000.000000000	0.012501211	-71.422847427	0.998682826	-48.783484592	1.001491844	-48.957614318	0.010327047	147.933983024
1318500000.000000000	0.011757404	-70.863695968	0.998044053	-48.846639595	1.001180253	-49.040730130	0.010916090	150.239432751
1320200000.000000000	0.011001569	-70.021647918	0.997355925	-48.912916360	1.000872128	-49.118369562	0.011351723	152.458996256
1321900000.000000000	0.010216665	-69.230154589	0.996705570	-48.981125809	1.000654384	-49.193426162	0.011662716	154.610396175
1323600000.000000000	0.009477404	-68.018849593	0.996025654	-49.056280683	1.000430143	-49.263748875	0.011883201	156.470966703
1325300000.000000000	0.008791547	-66.388645039	0.995494834	-49.132863162	1.000240829	-49.333495196	0.011997913	158.063795295
1327000000.000000000	0.008256022	-64.302539039	0.994947599	-49.208577047	1.000111839	-49.400134295	0.012039924	159.437396304
1328700000.000000000	0.007818015	-62.104329726	0.994580422	-49.291562738	1.000035148	-49.464440372	0.012013881	160.207756018
1330400000.000000000	0.007531855	-59.593570321	0.994304789	-49.368498416	1.000002085	-49.524910593	0.011926959	160.746432736
1332100000.000000000	0.007351459	-57.516737077	0.994043025	-49.443402203	1.000020091	-49.578722440	0.011809388	161.065654298
1333800000.000000000	0.007251934	-56.830553948	0.994162237	-49.523038080	1.000142439	-49.614679220	0.011853547	159.984529559
1335500000.000000000	0.007254438	-56.299948131	0.994329735	-49.594329788	1.000083795	-49.654886952	0.011883399	158.968329847
1337200000.000000000	0.007350251	-55.856776790	0.994665006	-49.668954393	0.999967833	-49.701260086	0.011924339	158.094937903
1338900000.000000000	0.007508230	-55.557972893	0.995151698	-49.740430691	0.999742907	-49.754041113	0.011919224	157.253508931
1340600000.000000000	0.007764218	-55.304106126	0.995746817	-49.808374765	0.999427865	-49.810828381	0.011895025	156.314497976
1342300000.000000000	0.008055698	-54.887340242	0.996326320	-49.886802061	0.999119669	-49.861127592	0.011791628	155.753265344
1344000000.000000000	0.008362825	-54.334929270	0.996847624	-49.957034111	0.998808772	-49.912752807	0.011709416	155.235477517
1345700000.000000000	0.008688474	-53.791775733	0.997284443	-50.029297670	0.998438544	-49.969565881	0.011590213	154.918667745
1347400000.000000000	0.009068123	-53.052753060	0.997663852	-50.098384617	0.998067166	-50.024219712	0.011427166	154.696724141
1349100000.000000000	0.009453605	-52.472788888	0.998119040	-50.164436396	0.997737620	-50.076888695	0.011215886	154.626356532
1350800000.000000000	0.009883744	-52.140784135	0.998477332	-50.230807369	0.997399772	-50.129151049	0.010998685	154.753582543
1352500000.000000000	0.010228139	-52.203149959	0.998748516	-50.300822722	0.997118379	-50.182961201	0.010748649	154.983072218
1354200000.000000000	0.010538922	-52.455092938	0.998885266	-50.366771094	0.996784792	-50.237379530	0.010497805	155.495393310
1355900000.000000000	0.010715168	-53.194472699	0.998947075	-50.435095042	0.996460267	-50.292378119	0.010231274	156.159581889
1357600000.000000000	0.011065598	-55.159805787	0.996814202	-50.517791776	0.994652171	-50.360689582	0.010127107	156.182683633
1359300000.000000000	0.011574042	-57.324709297	0.991927660	-50.610601137	0.991034115	-50.432670717	0.010263395	156.194224527
1361000000.000000000	0.012186541	-59.430130721	0.985058559	-50.706642862	0.986123773	-50.502401617	0.010564174	155.937217246
1362700000.000000000	0.012813205	-61.361020523	0.976835787	-50.791371621	0.980386065	-50.563293616	0.010956940	155.689213239
1364400000.000000000	0.013454101	-62.984902789	0.967894252	-50.864225661	0.974166106	-50.621490322	0.011455365	155.475542282
1366100000.000000000	0.014061562	-64.375594141	0.958696664	-50.927174421	0.967952424	-50.672136044	0.012019892	155.317428843
1367800000.000000000	0.014696440	-65.805343855	0.950089396	-50.974266663	0.962084575	-50.722732642	0.012630940	155.007324520
1369500000.000000000	0.015321845	-67.272271279	0.942474483	-51.012679880	0.956861320	-50.770916702	0.013173786	154.631938719
1371200000.000000000	0.015808812	-68.797180551	0.936517284	-51.039997574	0.952688492	-50.818144426	0.013659658	154.065333396
1372900000.000000000	0.016063267	-70.280116545	0.932661427	-51.067737829	0.950021573	-50.872309764	0.014018695	153.001578698
1374600000.000000000	0.015843898	-71.681422496	0.931470762	-51.116090186	0.949250936	-50.934228754	0.014173456	151.195355540
1376300000.000000000	0.015616229	-71.492063444	0.931398449	-51.173688926	0.949296916	-51.001280039	0.013618037	151.599213566
1378000000.000000000	0.015666639	-71.825968803	0.931426170	-51.232676778	0.949331089	-51.070395697	0.013155192	152.559617350
1379700000.000000000	0.015866901	-72.476675588	0.931425219	-51.285662692	0.949403012	-51.142814409	0.012760657	153.793155701
1381400000.000000000	0.016182645	-73.299595381	0.931497768	-51.339991456	0.949604204	-51.223605213	0.012344869	154.619414208
1383100000.000000000	0.016094015	-72.840569496	0.933588977	-51.376994259	0.951311432	-51.296061676	0.011791099	154.730734453
1384800000.000000000	0.015632357	-71.453976149	0.938164307	-51.402892102	0.954847934	-51.360178678	0.011126111	153.975666612
1386500000.000000000	0.014958316	-69.415973310	0.944609419	-51.434031930	0.959771771	-51.427038399	0.010404358	152.954968305
1388200000.000000000	0.014181856	-66.985007425	0.952353039	-51.469705513	0.965648331	-51.496860124	0.009750266	151.361736802
1389900000.000000000	0.013399190	-64.251274558	0.960919414	-51.523039828	0.972135723	-51.568834355	0.009166002	149.854889751
1391600000.000000000	0.012652264	-61.277409348	0.969860106	-51.581470806	0.978782682	-51.645469050	0.008645697	148.210658414
1393300000.000000000	0.011991473	-58.022765214	0.978421902	-51.655749032	0.985225447	-51.721629987	0.008221519	146.546785438
1395000000.000000000	0.011441953	-54.637996773	0.986088546	-51.738217631	0.991046425	-51.803642496	0.007912765	144.986204036
1396700000.000000000	0.011070326	-51.136094368	0.992257387	-51.827472682	0.995882040	-51.889888861	0.007688939	143.634558202
1398400000.000000000	0.010909877	-47.668338887	0.996199033	-51.917693734	0.999130238	-51.969496505	0.007589295	142.799461862
1400100000.000000000	0.011161305	-44.407167036	0.997360034	-51.987052362	1.000394823	-52.041079315	0.007647889	142.876726984
1401800000.000000000	0.011413466	-42.775392571	0.997385024	-52.043371198	1.000798351	-52.112599847	0.008103663	140.752265191
1403500000.000000000	0.011507803	-40.761703068	0.997380576	-52.088098238	1.001149697	-52.183630202	0.008553627	138.149699912
1405200000.000000000	0.011506479	-38.606364117	0.997497051	-52.142497611	1.001503437	-52.251958850	0.008925747	135.401777746
1406900000.000000000	0.011455775	-36.567478538	0.997533802	-52.199995433	1.001663926	-52.307733033	0.009206270	133.210433322
1408600000.000000000	0.011396136	-34.873750498	0.997643676	-52.258210314	1.001733597	-52.351394721	0.009324767	133.007253523
1410300000.000000000	0.011366413	-33.476030247	0.997742344	-52.316043784	1.001775296	-52.402016889	0.009280258	134.924483361
1412000000.000000000	0.011328610	-32.417640694	0.997902031	-52.373320562	1.001719024	-52.440764498	0.009221038	138.571839470
1413700000.000000000	0.011274709	-31.792566325	0.998054172	-52.434725728	1.001549818	-52.479884656	0.009147600	142.998748763
1415400000.000000000	0.011202098	-31.631556063	0.998299575	-52.486260717	1.001361460	-52.523690341	0.009072200	147.235195416
1417100000.000000000	0.011082104	-31.984056970	0.998459508	-52.543836021	1.001105961	-52.569020069	0.008996142	151.297775551
1418800000.000000000	0.010920088	-32.919976002	0.998611329	-52.599423738	1.000732837	-52.617085650	0.008914178	155.166213863
1420500000.000000000	0.010762648	-34.253544597	0.998865659	-52.661554905	1.000358631	-52.669455520	0.008832583	158.766288357
1422200000.000000000	0.010585217	-36.103114131	0.998962800	-52.720290471	0.999866260	-52.720027354	0.008800129	162.082107621
1423900000.000000000	0.010387322	-38.407600034	0.999212828	-52.778734041	0.999333165	-52.773553362	0.008783895	164.944538564
1425600000.000000000	0.010181560	-41.061876679	0.999320019	-52.838788481	0.998836885	-52.834848247	0.008782641	167.477841317
1427300000.000000000	0.010005223	-44.219339126	0.999470596	-52.902707399	0.998246837	-52.896565600	0.008807862	169.583230869
1429000000.000000000	0.009821235	-47.537885922	0.999599889	-52.973009829	0.997803084	-52.957540218	0.008874603	171.239153249
1430700000.000000000	0.009730095	-50.492226231	0.999642960	-53.043113194	0.997448250	-53.025744725	0.009003930	172.667423937
1432400000.000000000	0.009693083	-53.222312472	0.999762335	-53.111756067	0.997346245	-53.094077322	0.009285071	173.896173606
1434100000.000000000	0.009715602	-55.926869335	0.999853159	-53.183210493	0.997411651	-53.172479055	0.009716198	174.415262779
1435800000.000000000	0.009763865	-58.358255212	0.999876348	-53.249866650	0.997560426	-53.249252722	0.010256016	173.750681909
1437500000.000000000	0.009851237	-60.835771491	0.999848780	-53.321542915	0.997791462	-53.332038345	0.010776010	171.627496859
1439200000.000000000	0.009972171	-63.166949078	0.999814501	-53.390131483	0.998165148	-53.413062441	0.011200146	169.194813806
1440900000.000000000	0.010099184	-65.236606492	0.999601096	-53.460494725	0.998533579	-53.488422788	0.011521792	166.857421231
1442600000.000000000	0.010264187	-67.092718970	0.999477613	-53.531503147	0.998877179	-53.559972550	0.011750002	164.673792408
1444300000.000000000	0.010419769	-68.641594173	0.999325556	-53.606415313	0.999347632	-53.628660095	0.011886937	162.668421172
1446000000.000000000	0.010540585	-69.923192315	0.999098966	-53.676072234	0.999746747	-53.688784657	0.011898239	160.703845702
1447700000.000000000	0.010583962	-70.829930717	0.998901113	-53.751622867	1.000182997	-53.747548348	0.011782415	158.954483022
1449400000.000000000	0.010600923	-71.256050554	0.998650400	-53.831043642	1.000530092	-53.803600930	0.011529420	157.275039146
1451100000.000000000	0.010583963	-70.471452500	0.998432516	-53.904425848	1.000710391	-53.861532604	0.011089796	155.799206702
1452800000.000000000	0.010768914	-68.244678287	0.998159935	-53.973879987	1.000929549	-53.932107910	0.010457855	153.754975460
1454500000.000000000	0.010957975	-66.075222323	0.997870498	-54.043860576	1.001166931	-53.999165342	0.009836004	152.494151052
1456200000.000000000	0.011055506	-64.386892448	0.997591405	-54.112698383	1.001283197	-54.059999954	0.009311438	151.485797531
1457900000.000000000	0.011104097	-62.939137286	0.997255287	-54.180285121	1.001300885	-54.131325777	0.008890013	150.812693379
1459600000.000000000	0.011103070	-61.526903066	0.996887960	-54.247188207	1.001243947	-54.199818559	0.008522929	150.227931485
1461300000.000000000	0.011089738	-60.368021750	0.996548844	-54.319683903	1.001237415	-54.269669045	0.008207523	149.912729042
1463000000.000000000	0.011039217	-59.257821383	0.996230306	-54.387636378	1.001195073	-54.338503023	0.007959721	149.952327657
1464700000.000000000	0.010984723	-58.067702044	0.995885313	-54.456630999	1.001144436	-54.406725120	0.007770675	150.211497954
1466400000.000000000	0.010923317	-57.133088008	0.995592742	-54.526818217	1.001067546	-54.475463477	0.007631602	150.538639275
1468100000.000000000	0.010845341	-56.002750565	0.995302656	-54.597011463	1.001110345	-54.545271621	0.007557361	150.841140567
1469800000.000000000	0.010815586	-54.820735814	0.995044246	-54.661177234	1.001098577	-54.615172557	0.007518697	151.339308122
1471500000.000000000	0.010828755	-53.777087012	0.994904738	-54.728063587	1.001229715	-54.684913124	0.007555832	152.090985413
1473200000.000000000	0.010897462	-52.752928657	0.994752639	-54.795626557	1.001319066	-54.756183697	0.007630766	152.810117250
1474900000.000000000	0.011036323	-51.928269209	0.994597182	-54.856155097	1.001537297	-54.827159382	0.007804836	153.704577159
1476600000.000000000	0.011169360	-52.299976400	0.995213025	-54.945234026	1.001852136	-54.889885501	0.008091508	154.479619305
1478300000.000000000	0.011148307	-54.784247167	1.001122637	-55.160230752	1.001917189	-54.933727395	0.008520142	155.763399775
1480000000.000000000	0.011259430	-57.656358888	1.011603477	-55.365558623	1.001645931	-54.974148650	0.008889322	155.951719167
1481700000.000000000	0.011475014	-60.361660537	1.024320337	-55.461898422	1.001281002	-55.018162351	0.009134964	155.168644781
1483400000.000000000	0.011736323	-62.772106239	1.036376712	-55.428158748	1.000808806	-55.051270988	0.009206908	153.072223832
1485100000.000000000	0.011990978	-64.600547527	1.044978345	-55.330620040	1.000433970	-55.092585879	0.009170166	150.718656573
1486800000.000000000	0.012177915	-65.789035049	1.048336508	-55.297098194	1.000005322	-55.125464820	0.008985812	148.501081700
1488500000.000000000	0.012087158	-65.898452266	1.048884099	-55.352843535	0.999717577	-55.168110240	0.008722920	146.704585607
1490200000.000000000	0.012092156	-65.854767403	1.049506769	-55.408102825	0.999368475	-55.214321604	0.008541465	144.885924042
1491900000.000000000	0.012174079	-65.463377662	1.050077781	-55.464770830	0.999129705	-55.260441877	0.008388112	143.234246391
1493600000.000000000	0.012358538	-65.072676973	1.050539996	-55.520748964	0.998781870	-55.306843084	0.008276514	141.620902042
1495300000.000000000	0.012598417	-64.672537047	1.050900633	-55.575965260	0.998537894	-55.358062141	0.008207529	139.724961340
1497000000.000000000	0.012891117	-64.222493333	1.051261416	-55.625449112	0.998234230	-55.406962587	0.008143962	137.806826777
1498700000.000000000	0.013270225	-63.765480253	1.051688842	-55.669031539	0.997989249	-55.459060944	0.008127818	135.657787631
1500400000.000000000	0.013710686	-63.255991370	1.052071799	-55.716130144	0.997732330	-55.515438341	0.008121358	133.571321863
1502100000.000000000	0.014149826	-62.747466100	1.051728313	-55.744001209	0.997554057	-55.573875736	0.008116609	132.085269045
1503800000.000000000	0.014474288	-61.388237667	1.045907529	-55.653214168	0.997734777	-55.635129717	0.008148096	131.333818528
1505500000.000000000	0.014606453	-59.572620671	1.035591969	-55.570661954	0.998103526	-55.703956854	0.008250006	131.482452112
1507200000.000000000	0.014536586	-57.966829331	1.023273177	-55.595976818	0.998583451	-55.767401897	0.008441266	132.519276056
1508900000.000000000	0.014349617	-56.538706995	1.011869177	-55.755981369	0.999119309	-55.835070858	0.008718929	134.817961860
1510600000.000000000	0.014116118	-55.589770170	1.004092294	-55.976937067	0.999454769	-55.898355297	0.009072542	137.448520447
1512300000.000000000	0.013883001	-55.178488404	1.001449591	-56.135773357	0.999734774	-55.969832264	0.009533566	139.905869751
1514000000.000000000	0.013924964	-55.610409489	1.001423457	-56.208868441	0.999867253	-56.032495040	0.010024411	141.911345774
1515700000.000000000	0.013783073	-56.003321548	1.001348072	-56.283227810	0.999964625	-56.091894312	0.010360413	143.953563448
1517400000.000000000	0.013523791	-56.479049171	1.001239397	-56.356041523	0.999989829	-56.158538475	0.010587706	145.872272880
1519100000.000000000	0.013135787	-56.929596441	1.001097730	-56.434036167	1.000014076	-56.225545709	0.010642069	147.872489861
1520800000.000000000	0.012697524	-57.217583885	1.001014579	-56.514292836	0.999888094	-56.289083830	0.010536638	149.897881713
1522500000.000000000	0.012140098	-57.435538140	1.000709127	-56.591966099	0.999792397	-56.366921992	0.010199352	151.507814847
1524200000.000000000	0.011565103	-57.584331893	1.000250503	-56.665586945	0.999639280	-56.447620585	0.009634522	152.720595653
1525900000.000000000	0.011013371	-58.079051996	0.999891775	-56.738348372	0.999363561	-56.524270733	0.009016582	153.073301975
1527600000.000000000	0.010561188	-58.736564970	0.999628649	-56.811838162	0.998922291	-56.600249438	0.008532729	152.399997886
1529300000.000000000	0.010228824	-59.444125017	0.999390351	-56.880856621	0.998285732	-56.674034981	0.008119480	150.927540609
1531000000.000000000	0.009984973	-60.264224767	0.999112153	-56.949396326	0.997550434	-56.746123903	0.007820190	148.624166194
1532700000.000000000	0.009812340	-61.138336826	0.998869114	-57.013229132	0.996751033	-56.817278553	0.007586581	146.134527238
1534400000.000000000	0.009713903	-62.256103630	0.998652071	-57.072405897	0.995932034	-56.890994963	0.007440643	143.264416602
1536100000.000000000	0.009667978	-63.565685865	0.998467652	-57.134999487	0.995158293	-56.964153852	0.007351901	140.447205925
1537800000.000000000	0.009692819	-64.958902143	0.998336360	-57.190546887	0.994359292	-57.036920616	0.007314070	137.439483333
1539500000.000000000	0.009786182	-66.552691483	0.998348790	-57.243153012	0.993551523	-57.111806695	0.007337057	134.449792798
1541200000.000000000	0.009938988	-68.449202320	0.998317248	-57.292773992	0.992770168	-57.184937448	0.007414120	131.696180209
1542900000.000000000	0.010141640	-70.434395746	0.998358604	-57.338127231	0.992062864	-57.254886017	0.007535144	129.194767780
1544600000.000000000	0.010381984	-72.664615750	0.998494911	-57.383316947	0.991525561	-57.325816778	0.007715820	126.982322467
1546300000.000000000	0.010646689	-75.198335370	0.998622877	-57.421539545	0.991086204	-57.394641676	0.007952942	125.301332525
1548000000.000000000	0.010997483	-77.857783965	0.998864951	-57.468475901	0.990781450	-57.452839401	0.008312924	124.370991395
1549700000.000000000	0.011365672	-79.988848639	0.999176986	-57.524078293	0.990705361	-57.504928259	0.008789705	124.378180166
1551400000.000000000	0.011703728	-81.117083654	0.999354045	-57.574418307	0.991046902	-57.563024033	0.009249638	125.502714654
1553100000.000000000	0.012059671	-81.311313834	0.999387185	-57.621192466	0.991508472	-57.620735212	0.009538678	127.512752224
1554800000.000000000	0.012408725	-81.061268128	0.999309122	-57.666465536	0.992187416	-57.678618654	0.009698729	130.393944708
1556500000.000000000	0.012667528	-80.675444543	0.999192968	-57.716196522	0.992955682	-57.737290595	0.009743423	133.696471959
1558200000.000000000	0.012833743	-80.238069584	0.998989383	-57.767585477	0.993778702	-57.799877089	0.009666965	137.308286978
1559900000.000000000	0.012931405	-79.691632010	0.998863196	-57.823805519	0.994561420	-57.860110918	0.009480992	141.239483070
1561600000.000000000	0.012952020	-78.963494914	0.998654537	-57.877815413	0.995277662	-57.921118798	0.009262942	145.393918981
1563300000.000000000	0.012888374	-78.293011991	0.998400027	-57.928493815	0.995998349	-57.980107374	0.009001105	149.511757784
1565000000.000000000	0.012760270	-77.571152758	0.998157647	-57.984010550	0.996722429	-58.036216830	0.008750656	153.521309895
1566700000.000000000	0.012559275	-76.752015249	0.997926871	-58.041501816	0.997450865	-58.093074745	0.008484931	157.231029981
1568400000.000000000	0.012302388	-75.890207620	0.997815742	-58.106061708	0.998069514	-58.148128849	0.008244034	160.535766007
1570100000.000000000	0.012015515	-74.957105957	0.997685232	-58.168710355	0.998495079	-58.202547351	0.008034478	163.403274176
1571800000.000000000	0.011671193	-73.906357038	0.997629723	-58.233763256	0.998874822	-58.254805497	0.007857471	165.703348616
1573500000.000000000	0.011330582	-72.738947119	0.997643527	-58.298388502	0.999154557	-58.313744359	0.007688543	167.506789901
