%Frequency  / Hz	S1,1 Zr: 50 Ω Mag	S1,1 Zr: 50 Ω Phase / °	S2,1 Zr: 50 Ω Mag	S2,1 Zr: 50 Ω Phase / °	S1,2 Zr: 50 Ω Mag	S1,2 Zr: 50 Ω Phase / °	S2,2 Zr: 50 Ω Mag	S2,2 Zr: 50 Ω Phase / °
956400000.000000000	0.008842806	26.809307292	1.001693503	-35.396221389	0.939589704	-35.231690752	0.005460445	-136.774229301
958100000.000000000	0.008392854	22.993357584	1.001002845	-35.463949450	0.950669075	-35.285813698	0.005312232	-132.182061325
959800000.000000000	0.007948986	19.168469972	1.000374774	-35.526443092	0.962098388	-35.362960062	0.005132794	-127.593814794
961500000.000000000	0.007548028	14.838846664	0.999739655	-35.594505637	0.973251039	-35.457188881	0.004919313	-122.379717696
963200000.000000000	0.007211350	10.652393667	0.999182726	-35.655883743	0.983459101	-35.572411954	0.004705511	-117.500046710
964900000.000000000	0.006947605	6.513439958	0.998687680	-35.716481776	0.991908089	-35.699765524	0.004448517	-111.620097873
966600000.000000000	0.006766921	2.781091609	0.998349593	-35.775561073	0.997718891	-35.828132201	0.004195663	-105.122037081
968300000.000000000	0.006630668	0.026611941	0.998259051	-35.833112055	1.000233223	-35.938960815	0.003903056	-97.330630938
970000000.000000000	0.006447531	-1.012459224	0.998344878	-35.890499292	1.000496480	-36.001044021	0.003898043	-83.141752123
971700000.000000000	0.006371278	-2.181147253	0.998215115	-35.946386305	1.000598858	-36.068244779	0.003696606	-71.378834508
973400000.000000000	0.006437098	-3.693377079	0.998034654	-36.009032033	1.000707588	-36.127826665	0.003477940	-59.214535092
975100000.000000000	0.006538655	-5.808488113	0.997968419	-36.067822180	1.000641294	-36.190395275	0.003149365	-44.839413715
976800000.000000000	0.006611569	-8.185961621	0.997932684	-36.130894060	1.000712626	-36.253863252	0.002909602	-29.634323868
978500000.000000000	0.006674125	-10.903868864	0.997996225	-36.196769790	1.000777400	-36.314075319	0.002661674	-14.137447152
980200000.000000000	0.006740927	-13.892942896	0.998037285	-36.263926349	1.000830786	-36.374922397	0.002481489	2.601852631
981900000.000000000	0.006781085	-16.811611593	0.998056476	-36.332991776	1.000818663	-36.434526504	0.002341557	19.622597362
983600000.000000000	0.006828903	-19.531260345	0.998037527	-36.399256435	1.000832998	-36.492725324	0.002246472	36.993413130
985300000.000000000	0.006867222	-22.334085087	0.998000071	-36.470381442	1.000829652	-36.549089319	0.002181527	54.719989438
987000000.000000000	0.006903242	-24.651245577	0.998002205	-36.540087357	1.000752900	-36.610481870	0.002152666	72.268010978
988700000.000000000	0.006932703	-27.000697276	0.998008123	-36.613310044	1.000660962	-36.665604059	0.002134684	90.174044370
990400000.000000000	0.006937908	-29.029512488	0.997957973	-36.678909511	1.000537651	-36.728937184	0.002169574	107.404116846
992100000.000000000	0.006923845	-30.851959105	0.997934465	-36.750691515	1.000455000	-36.786940126	0.002232666	124.410387010
993800000.000000000	0.006912000	-32.625736204	0.997935128	-36.822179115	1.000326814	-36.846147910	0.002342437	140.945498526
995500000.000000000	0.006907905	-34.150748593	0.997873928	-36.898712446	1.000187543	-36.908239428	0.002547265	155.968597095
997200000.000000000	0.006930141	-35.466662763	0.997818080	-36.971300475	1.000035329	-36.971477379	0.002853648	166.144749722
998900000.000000000	0.007007891	-36.700455939	0.997573343	-37.038549998	0.999889214	-37.032945233	0.003087648	174.125326872
1000600000.000000000	0.007124136	-37.518118884	0.997204535	-37.103511029	0.999820493	-37.098852559	0.003350654	178.844904513
1002300000.000000000	0.007294423	-38.562273503	0.996820115	-37.166825097	0.999715645	-37.161919172	0.003468371	-178.286910341
1004000000.000000000	0.007469344	-39.320479227	0.996420683	-37.228617927	0.999631502	-37.235086325	0.003587397	-177.182328022
1005700000.000000000	0.007632986	-40.000167092	0.996019975	-37.291346693	0.999517355	-37.299648284	0.003632632	-178.525465242
1007400000.000000000	0.007844398	-40.615987691	0.995777224	-37.349474633	0.999444795	-37.368449502	0.003624696	179.424245039
1009100000.000000000	0.008039332	-41.338773772	0.995570392	-37.411954347	0.999338495	-37.436887181	0.003581694	175.973543818
1010800000.000000000	0.008255313	-42.311376660	0.995424636	-37.475256684	0.999284773	-37.501590333	0.003557882	171.720467982
1012500000.000000000	0.008433813	-43.476851271	0.995473886	-37.538402498	0.999322635	-37.565640327	0.003466629	166.849772882
1014200000.000000000	0.008605456	-44.723757395	0.995609659	-37.602548972	0.999390916	-37.632539520	0.003394654	161.690428015
1015900000.000000000	0.008724066	-45.968159559	0.995861104	-37.670399137	0.999455904	-37.697449727	0.003302410	156.489372843
1017600000.000000000	0.008684881	-47.064906775	0.996268836	-37.733719941	0.999534954	-37.763399953	0.003202534	151.744395497
1019300000.000000000	0.008482906	-46.678083396	0.996799508	-37.789775374	0.999678522	-37.829319751	0.003077562	147.421199793
1021000000.000000000	0.008175433	-44.283407963	0.997436452	-37.843477679	0.999777856	-37.900603075	0.002970763	143.235298721
1022700000.000000000	0.007862268	-41.284191659	0.998016921	-37.897424774	0.999880607	-37.965503752	0.002906542	138.719402860
1024400000.000000000	0.007504660	-37.729528253	0.998658856	-37.949540014	0.999941656	-38.032507244	0.002906908	134.398482903
1026100000.000000000	0.007165614	-33.462456398	0.999342883	-38.004411847	0.999931381	-38.092095511	0.002950558	130.327370968
1027800000.000000000	0.006856594	-28.622976968	0.999959451	-38.060080189	0.999820352	-38.156826297	0.003090496	127.288456747
1029500000.000000000	0.006569258	-23.711851338	1.000565458	-38.111309162	0.999710739	-38.216660654	0.003260356	125.234626226
1031200000.000000000	0.006314239	-18.718548875	1.001149460	-38.161430538	0.999604475	-38.283743196	0.003431836	124.171121647
1032900000.000000000	0.006079337	-13.794753947	1.001581934	-38.217405045	0.999447030	-38.346303162	0.003628271	123.196278408
1034600000.000000000	0.005863357	-9.121898700	1.001974414	-38.264448571	0.999316172	-38.413065431	0.003798314	122.720488707
1036300000.000000000	0.005675273	-4.541836714	1.002330741	-38.315788495	0.999097360	-38.483581856	0.003929317	122.594432900
1038000000.000000000	0.005512020	-0.326351619	1.002463700	-38.363798759	0.998880139	-38.549117881	0.004116928	122.439218084
1039700000.000000000	0.005384079	3.670081318	1.002492941	-38.417327953	0.998603641	-38.616497894	0.004273344	122.477541433
1041400000.000000000	0.005306728	7.257753420	1.002510898	-38.465878843	0.998438270	-38.679682869	0.004437041	122.306320842
1043100000.000000000	0.005330098	10.226771819	1.002388031	-38.518452406	0.998268458	-38.741622861	0.004604074	121.238847859
1044800000.000000000	0.005579979	12.241131544	1.003007858	-38.598275658	0.999716583	-38.870518130	0.004730190	118.950799368
1046500000.000000000	0.006225625	13.162806715	1.006839762	-38.713076713	1.007797547	-39.125591822	0.004816491	109.379289204
1048200000.000000000	0.007041696	13.748314789	1.012579162	-38.801630082	1.020574427	-39.274826478	0.005121337	98.467119701
1049900000.000000000	0.007923158	13.931613725	1.018214688	-38.833849512	1.032958009	-39.220694699	0.005427900	87.382449879
1051600000.000000000	0.008591410	12.617401856	1.021713708	-38.847719020	1.040192124	-39.102504847	0.005593467	75.634509629
1053300000.000000000	0.008936616	6.759318478	1.021688617	-38.914298692	1.040558469	-39.154014997	0.005461787	60.720883609
1055000000.000000000	0.008962489	2.042683252	1.021394045	-38.985125962	1.040516942	-39.219696018	0.005453978	38.250086222
1056700000.000000000	0.008900670	-3.099970586	1.021132236	-39.053505572	1.040497411	-39.283449562	0.005467763	15.554731085
1058400000.000000000	0.008750994	-8.303679701	1.020904419	-39.121545115	1.040471953	-39.350530503	0.005479380	-6.911957162
1060100000.000000000	0.008594454	-13.515831440	1.020709416	-39.195819301	1.040449347	-39.413926445	0.005502801	-29.298227505
1061800000.000000000	0.008361636	-18.755794998	1.020516601	-39.266563327	1.040596367	-39.476741712	0.005551355	-51.986786006
1063500000.000000000	0.008083697	-23.515936863	1.020345335	-39.344053488	1.040714659	-39.546195828	0.005575595	-74.714988189
1065200000.000000000	0.007688942	-28.221438196	1.020271926	-39.415611143	1.040946044	-39.613606594	0.005634378	-97.391225281
1066900000.000000000	0.007294899	-32.600020323	1.020106483	-39.494331964	1.041109413	-39.681400554	0.005684517	-119.961571145
1068600000.000000000	0.006823940	-36.776383234	1.019898228	-39.572702994	1.041274717	-39.754220811	0.005756172	-142.287297588
1070300000.000000000	0.006109179	-46.904243381	1.018879818	-39.633540147	1.039766837	-39.760731794	0.005934939	-164.007968397
1072000000.000000000	0.005444720	-59.707923886	1.014560795	-39.659617771	1.031488461	-39.635862050	0.006121394	-178.647864069
1073700000.000000000	0.004916513	-73.285934151	1.008493519	-39.718635169	1.018660752	-39.620035181	0.006023511	168.422656974
1075400000.000000000	0.004518046	-87.075117839	1.002711650	-39.834141475	1.006677689	-39.812089784	0.005893550	155.779536807
1077100000.000000000	0.004314935	-99.804683755	0.999095494	-39.964306885	0.999964346	-40.072612178	0.005879458	144.134977220
1078800000.000000000	0.004288401	-108.253170126	0.999078141	-40.044973502	1.000026549	-40.160076536	0.006168752	135.772063897
1080500000.000000000	0.004393239	-117.749842537	0.999216955	-40.124086446	1.000428922	-40.237646183	0.006295858	135.180022368
1082200000.000000000	0.004500952	-126.428689010	0.999343217	-40.201581507	1.000814298	-40.312468322	0.006393181	135.045938539
1083900000.000000000	0.004579690	-134.728775932	0.999458078	-40.274008088	1.001196674	-40.386853635	0.006472573	135.082318985
1085600000.000000000	0.004567609	-141.941943479	0.999528048	-40.349385757	1.001513949	-40.462570200	0.006571153	135.286301861
1087300000.000000000	0.004426623	-146.675334681	0.999514784	-40.423070053	1.001742090	-40.532588738	0.006648536	136.154320951
1089000000.000000000	0.004322417	-147.762639749	0.999418021	-40.492067102	1.001896099	-40.601712874	0.006739021	137.248863833
1090700000.000000000	0.004499635	-145.745012362	0.999231209	-40.555145969	1.001874100	-40.659926472	0.006826936	138.629750271
1092400000.000000000	0.004852065	-143.150442903	0.998995493	-40.609562746	1.001752301	-40.710317349	0.006934261	140.161976770
1094100000.000000000	0.005273163	-140.164718069	0.998767964	-40.659716094	1.001635681	-40.758596519	0.007073191	141.755461598
1095800000.000000000	0.005823324	-131.702188994	0.998433874	-40.711581289	1.001485390	-40.805785208	0.007232533	143.223360268
1097500000.000000000	0.006111397	-121.275847694	0.998128114	-40.761674526	1.001361522	-40.855653132	0.007434893	144.269944213
1099200000.000000000	0.006198235	-110.058699415	0.997743083	-40.811465808	1.001203806	-40.907754321	0.007629200	145.084153718
1100900000.000000000	0.006207878	-98.472556488	0.997393272	-40.863865080	1.001018111	-40.959737327	0.007830008	145.821026372
1102600000.000000000	0.006128904	-87.079590447	0.996948333	-40.920750398	1.000805110	-41.011146470	0.008054048	146.168842649
1104300000.000000000	0.006021783	-75.676585940	0.996551495	-40.977758884	1.000596421	-41.062933568	0.008244466	146.499137294
1106000000.000000000	0.005927636	-64.545440002	0.996242324	-41.036572893	1.000376680	-41.112596959	0.008442507	146.528248863
1107700000.000000000	0.005845972	-53.471498523	0.995991963	-41.104238672	1.000222903	-41.164140642	0.008640365	146.274531162
1109400000.000000000	0.005819376	-42.985462138	0.995780433	-41.168994667	1.000086222	-41.218905574	0.008816479	145.749876098
1111100000.000000000	0.005923702	-33.474331705	0.995621011	-41.235617849	1.000044538	-41.271995665	0.008964902	144.931618030
1112800000.000000000	0.006244976	-26.168576132	0.995565022	-41.302326283	0.999978813	-41.334268489	0.009044710	143.510911020
1114500000.000000000	0.006606299	-22.880004700	0.995530358	-41.368626388	0.999901560	-41.392489375	0.009071276	142.217454223
1116200000.000000000	0.006636294	-22.832945878	0.995610883	-41.437228415	0.999901898	-41.465533362	0.009003126	140.537843929
1117900000.000000000	0.006732883	-26.330437007	0.997228310	-41.523978113	1.005085260	-41.664176405	0.008878132	139.045510529
1119600000.000000000	0.007090646	-30.562779120	0.999822224	-41.604449365	1.014467123	-41.828640618	0.008741116	138.199663926
1121300000.000000000	0.007594667	-34.744936050	1.002629117	-41.660767109	1.024690133	-41.863301750	0.008624028	138.106626845
1123000000.000000000	0.008065993	-38.550180287	1.004701634	-41.710706646	1.031862763	-41.803377854	0.008461206	138.748576356
1124700000.000000000	0.008336289	-41.064240313	1.005471394	-41.755974132	1.033512518	-41.813296173	0.008275221	140.018077785
1126400000.000000000	0.008493625	-40.049157914	1.005649662	-41.819507227	1.033700633	-41.878849105	0.008231859	140.634588027
1128100000.000000000	0.008765796	-39.188717275	1.005834082	-41.878097751	1.033824377	-41.945765073	0.008156162	141.286760773
1129800000.000000000	0.009062484	-38.453424217	1.005971051	-41.934666416	1.033933892	-42.013627806	0.008054970	141.631339629
1131500000.000000000	0.009394550	-37.758496160	1.006098895	-41.989847428	1.033974701	-42.079950106	0.007911245	141.993668871
1133200000.000000000	0.009803530	-37.437546415	1.006095960	-42.034197224	1.034010070	-42.151325752	0.007758500	142.082114187
1134900000.000000000	0.010303355	-36.994227532	1.006109973	-42.082661304	1.033999666	-42.215017086	0.007606806	141.940527365
1136600000.000000000	0.010832367	-36.486047956	1.006116860	-42.126580613	1.033931492	-42.276465282	0.007448625	141.737179013
1138300000.000000000	0.011408703	-36.053656214	1.006054535	-42.167200632	1.033834233	-42.336820148	0.007300475	141.409650953
1140000000.000000000	0.011976538	-35.526774630	1.005942410	-42.210009259	1.033867627	-42.398667484	0.007152399	141.026235069
1141700000.000000000	0.012628746	-34.610053696	1.005617605	-42.253705453	1.033692632	-42.454164822	0.007049334	141.047855171
1143400000.000000000	0.012767929	-30.471732629	1.003527424	-42.288708412	1.028077586	-42.387591372	0.006930264	141.207338858
1145100000.000000000	0.012501881	-25.670508546	1.000270289	-42.334676891	1.018103074	-42.354832658	0.006776838	141.708154820
1146800000.000000000	0.012140940	-20.947376689	0.996670228	-42.405192099	1.007319498	-42.449676798	0.006580182	141.978877844
1148500000.000000000	0.011927021	-16.739108606	0.993661083	-42.485257675	0.999461728	-42.636639372	0.006443120	142.135126629
1150200000.000000000	0.012081903	-14.204067298	0.991972886	-42.564493063	0.996914001	-42.748575394	0.006318692	142.126424175
1151900000.000000000	0.012411472	-15.355156664	0.990755908	-42.628504446	0.995735638	-42.800042240	0.006075654	143.009359972
1153600000.000000000	0.012658077	-16.414296658	0.989672883	-42.698726714	0.994679569	-42.850895942	0.005887738	144.218800634
1155300000.000000000	0.012800571	-17.444419082	0.988552637	-42.769566700	0.993622778	-42.901376674	0.005741618	145.728371904
1157000000.000000000	0.012871230	-18.458235511	0.987707947	-42.838232417	0.992751267	-42.954127234	0.005629102	147.236440194
1158700000.000000000	0.012831378	-19.520792542	0.987189594	-42.914923462	0.991995303	-43.000908839	0.005523431	148.840127192
1160400000.000000000	0.012635763	-20.747868389	0.986834926	-42.992174653	0.991430152	-43.051533745	0.005435556	150.553398854
1162100000.000000000	0.012314275	-22.076288504	0.986744691	-43.064696219	0.991025847	-43.098561117	0.005381011	152.001831968
1163800000.000000000	0.011562296	-23.252037868	0.987050098	-43.144490128	0.990960539	-43.153397476	0.005459548	153.805667767
1165500000.000000000	0.010676384	-23.628759379	0.987539163	-43.226049042	0.990822526	-43.211331645	0.005601585	155.477115468
1167200000.000000000	0.009870078	-23.805678266	0.988100160	-43.308083842	0.990830884	-43.267393863	0.005755944	156.678352236
1168900000.000000000	0.009153375	-23.566499645	0.988864910	-43.384210671	0.990980508	-43.327310401	0.005934040	157.194610507
1170600000.000000000	0.008539298	-23.218157365	0.989775693	-43.454230660	0.991215564	-43.387204718	0.006109042	156.587853118
1172300000.000000000	0.007989308	-23.138100303	0.990732980	-43.518736546	0.991491340	-43.444504768	0.006322693	155.138432045
1174000000.000000000	0.007506728	-22.924827085	0.991753951	-43.577012444	0.991918706	-43.506058199	0.006481212	153.317699652
1175700000.000000000	0.007108454	-22.481643558	0.992708102	-43.639830890	0.992452431	-43.570959056	0.006620264	151.002252158
1177400000.000000000	0.006771675	-22.061856795	0.993718893	-43.698872365	0.992842900	-43.634671568	0.006754492	148.275362368
1179100000.000000000	0.006489622	-21.618097649	0.994572652	-43.749524513	0.993214800	-43.703283559	0.006838127	145.700450263
1180800000.000000000	0.006291101	-21.399057440	0.995348489	-43.797290018	0.993560411	-43.767055040	0.006897153	142.617936061
1182500000.000000000	0.006160060	-21.057206409	0.995940164	-43.846456726	0.993839592	-43.828853692	0.006925927	139.598744221
