Frequency,S11 Re,S11 Im,S21 Re,S21 Im
1.7,-0.01257379167,0.0006145261577,0.9847400784,0.1056924984
1.70018,-0.01264817454,0.0006110114628,0.9846751094,0.1053705513
1.70036,-0.01256425772,0.0007604634739,0.9847638011,0.1056479439
1.70054,-0.01260909811,0.0007477473118,0.9846022725,0.1054744348
1.70072,-0.01258892845,0.0007786237984,0.9847410917,0.1055440903
1.7009,-0.01253751572,0.000748406339,0.9844871759,0.1055161357
1.70108,-0.01247357111,0.0007650723564,0.984531045,0.1055352241
1.70126,-0.01251655631,0.0007045404054,0.9845822453,0.1057355404
1.70144,-0.01254407782,0.000734479283,0.9846687913,0.1056291014
1.70162,-0.01266016625,0.0006494932459,0.9844887257,0.1057055369
1.7018,-0.01268089097,0.0006056379643,0.9843710065,0.1056004316
1.70198,-0.01268051285,0.0007363642217,0.984470129,0.105565086
1.70216,-0.01259827893,0.0007250160561,0.9845508337,0.1055454612
1.70234,-0.01250913925,0.0008438603254,0.9844822288,0.1054017767
1.70252,-0.01245320681,0.0008309721015,0.9845640659,0.1056042314
1.7027,-0.01232502889,0.0007891339483,0.9844895005,0.1056452617
1.70288,-0.01236157771,0.0008664635243,0.9845867753,0.1055836976
1.70306,-0.01246393751,0.0007081404328,0.9846618176,0.1055916995
1.70324,-0.01235278137,0.0008366492111,0.9845114946,0.1057251096
1.70342,-0.01233141404,0.000908534741,0.9844853282,0.1055582315
1.7036,-0.01237705629,0.0009708328289,0.9846149087,0.1056935191
1.70378,-0.01243848633,0.001022923854,0.9845334291,0.1055693552
1.70396,-0.0124006439,0.0009456902626,0.9846056104,0.1055806503
1.70414,-0.01244834904,0.0007841911865,0.9844644666,0.1057729647
1.70432,-0.01247297786,0.0008025338175,0.9843780994,0.105840072
1.7045,-0.01246759202,0.0009588996181,0.9846077561,0.1058199182
1.70468,-0.01225797366,0.0008516369853,0.9845606685,0.1058848426
1.70486,-0.01237383485,0.0008798270719,0.9845251441,0.1057954952
