Frequency,S11,S21
1.75436,(-0.1938674599-0.3013040125j),(-0.1938674599-0.3013040125j)
1.75454,(-0.1939370185-0.3013431132j),(-0.1939370185-0.3013431132j)
1.75472,(-0.1940080076-0.301264286j),(-0.1940080076-0.301264286j)
1.7549,(-0.1939028054-0.3012657464j),(-0.1939028054-0.3012657464j)
1.75508,(-0.1939752847-0.3012653589j),(-0.1939752847-0.3012653589j)
1.75526,(-0.1940075159-0.3014059663j),(-0.1940075159-0.3014059663j)
1.75544,(-0.1939763576-0.3014289141j),(-0.1939763576-0.3014289141j)
1.75562,(-0.1939549595-0.3014598191j),(-0.1939549595-0.3014598191j)
1.7558,(-0.1940219253-0.3014651537j),(-0.1940219253-0.3014651537j)
1.75598,(-0.1941659003-0.3015006483j),(-0.1941659003-0.3015006483j)
1.75616,(-0.194232747-0.3015385866j),(-0.194232747-0.3015385866j)
1.75634,(-0.1942440718-0.3014869094j),(-0.1942440718-0.3014869094j)
1.75652,(-0.1942439228-0.3015499115j),(-0.1942439228-0.3015499115j)
1.7567,(-0.1942501366-0.3015334606j),(-0.1942501366-0.3015334606j)
1.75688,(-0.1943440437-0.3015474379j),(-0.1943440437-0.3015474379j)
1.75706,(-0.194285512-0.3015946448j),(-0.194285512-0.3015946448j)
1.75724,(-0.1943308115-0.3015753627j),(-0.1943308115-0.3015753627j)
1.75742,(-0.1944084018-0.3015159667j),(-0.1944084018-0.3015159667j)
1.7576,(-0.1943760961-0.3015928268j),(-0.1943760961-0.3015928268j)
1.75778,(-0.1943661273-0.3015722632j),(-0.1943661273-0.3015722632j)
1.75796,(-0.1944592297-0.3015742302j),(-0.1944592297-0.3015742302j)
1.75814,(-0.1943371892-0.3014918268j),(-0.1943371892-0.3014918268j)
1.75832,(-0.1943989396-0.3015019298j),(-0.1943989396-0.3015019298j)
1.7585,(-0.1945298761-0.3016123176j),(-0.1945298761-0.3016123176j)
1.75868,(-0.1944679171-0.3017085493j),(-0.1944679171-0.3017085493j)
1.75886,(-0.1946090013-0.301720798j),(-0.1946090013-0.301720798j)
1.75904,(-0.1946029663-0.301628232j),(-0.1946029663-0.301628232j)
1.75922,(-0.1946734339-0.3016588092j),(-0.1946734339-0.3016588092j)
1.7594,(-0.1947454214-0.3016257286j),(-0.1947454214-0.3016257286j)
1.75958,(-0.1946905851-0.3017071784j),(-0.1946905851-0.3017071784j)
1.75976,(-0.194665879-0.3017534614j),(-0.194665879-0.3017534614j)
1.75994,(-0.1947332174-0.3018135428j),(-0.1947332174-0.3018135428j)
1.76012,(-0.1947530061-0.3018493056j),(-0.1947530061-0.3018493056j)
