Frequency,S11,S21
1.74302,(-0.1528956592-0.3160499632j),(-0.1528956592-0.3160499632j)
1.7432,(-0.1528427601-0.316113472j),(-0.1528427601-0.316113472j)
1.74338,(-0.1530050039-0.3160528839j),(-0.1530050039-0.3160528839j)
1.74356,(-0.1529144496-0.3160737455j),(-0.1529144496-0.3160737455j)
1.74374,(-0.1527848542-0.3161279857j),(-0.1527848542-0.3161279857j)
1.74392,(-0.1529839784-0.3160791695j),(-0.1529839784-0.3160791695j)
1.7441,(-0.1528130174-0.316046834j),(-0.1528130174-0.316046834j)
1.74428,(-0.1530028433-0.3161935806j),(-0.1530028433-0.3161935806j)
1.74446,(-0.1530371308-0.3160237074j),(-0.1530371308-0.3160237074j)
1.74464,(-0.1531579942-0.3160877228j),(-0.1531579942-0.3160877228j)
1.74482,(-0.1531596631-0.316089958j),(-0.1531596631-0.316089958j)
1.745,(-0.1532001048-0.3160910606j),(-0.1532001048-0.3160910606j)
1.74518,(-0.1532689333-0.3161860704j),(-0.1532689333-0.3161860704j)
1.74536,(-0.1532986313-0.3161150217j),(-0.1532986313-0.3161150217j)
1.74554,(-0.1534484625-0.316234529j),(-0.1534484625-0.316234529j)
1.74572,(-0.1534076929-0.316178143j),(-0.1534076929-0.316178143j)
1.7459,(-0.1534481347-0.3161167204j),(-0.1534481347-0.3161167204j)
1.74608,(-0.1534126103-0.3161527216j),(-0.1534126103-0.3161527216j)
1.74626,(-0.1534254402-0.3161029816j),(-0.1534254402-0.3161029816j)
1.74644,(-0.1533988416-0.3161640763j),(-0.1533988416-0.3161640763j)
1.74662,(-0.1533342451-0.3163030744j),(-0.1533342451-0.3163030744j)
1.7468,(-0.1534308195-0.3162186146j),(-0.1534308195-0.3162186146j)
1.74698,(-0.1534596384-0.3161951005j),(-0.1534596384-0.3161951005j)
1.74716,(-0.1534582227-0.3161657155j),(-0.1534582227-0.3161657155j)
1.74734,(-0.1535291225-0.3160618246j),(-0.1535291225-0.3160618246j)
1.74752,(-0.1536261886-0.31611678j),(-0.1536261886-0.31611678j)
1.7477,(-0.1536455601-0.3161536455j),(-0.1536455601-0.3161536455j)
1.74788,(-0.1535753608-0.3160852194j),(-0.1535753608-0.3160852194j)
1.74806,(-0.1536457241-0.3161794245j),(-0.1536457241-0.3161794245j)
1.74824,(-0.1535913348-0.3160476685j),(-0.1535913348-0.3160476685j)
1.74842,(-0.15368855-0.3161207139j),(-0.15368855-0.3161207139j)
1.7486,(-0.1537248641-0.3160261214j),(-0.1537248641-0.3160261214j)
1.74878,(-0.153724134-0.3159545362j),(-0.153724134-0.3159545362j)
1.74896,(-0.1538297683-0.3159918189j),(-0.1538297683-0.3159918189j)
1.74914,(-0.1537962407-0.3158717752j),(-0.1537962407-0.3158717752j)
1.74932,(-0.1538693756-0.3160013556j),(-0.1538693756-0.3160013556j)
1.7495,(-0.1539294869-0.3160617948j),(-0.1539294869-0.3160617948j)
1.74968,(-0.1539491564-0.3161405027j),(-0.1539491564-0.3161405027j)
1.74986,(-0.1540000141-0.3160984814j),(-0.1540000141-0.3160984814j)
1.75004,(-0.1540501267-0.3160945177j),(-0.1540501267-0.3160945177j)
1.75022,(-0.1540612578-0.3161383867j),(-0.1540612578-0.3161383867j)
1.7504,(-0.1541071087-0.3161120713j),(-0.1541071087-0.3161120713j)
1.75058,(-0.1541523337-0.3160847127j),(-0.1541523337-0.3160847127j)
1.75076,(-0.1541660279-0.3160215318j),(-0.1541660279-0.3160215318j)
1.75094,(-0.1541668624-0.3159989417j),(-0.1541668624-0.3159989417j)
1.75112,(-0.1541091204-0.3159992993j),(-0.1541091204-0.3159992993j)
1.7513,(-0.1541750282-0.3161213994j),(-0.1541750282-0.3161213994j)
1.75148,(-0.1542040855-0.3162171841j),(-0.1542040855-0.3162171841j)
1.75166,(-0.1542464793-0.3162816465j),(-0.1542464793-0.3162816465j)
1.75184,(-0.154304415-0.3162149787j),(-0.154304415-0.3162149787j)
1.75202,(-0.1543237567-0.3162254393j),(-0.1543237567-0.3162254393j)
1.7522,(-0.1545712799-0.3162002265j),(-0.1545712799-0.3162002265j)
1.75238,(-0.1545644403-0.3162075877j),(-0.1545644403-0.3162075877j)
1.75256,(-0.1544274986-0.3162027597j),(-0.1544274986-0.3162027597j)
1.75274,(-0.1544273794-0.3160125315j),(-0.1544273794-0.3160125315j)
1.75292,(-0.1544485688-0.3160399795j),(-0.1544485688-0.3160399795j)
1.7531,(-0.1544211209-0.3160259724j),(-0.1544211209-0.3160259724j)
1.75328,(-0.1544516087-0.3160688579j),(-0.1544516087-0.3160688579j)
1.75346,(-0.1545311958-0.3161755502j),(-0.1545311958-0.3161755502j)
1.75364,(-0.154548943-0.3161308169j),(-0.154548943-0.3161308169j)
1.75382,(-0.1545959711-0.3162454963j),(-0.1545959711-0.3162454963j)
1.754,(-0.1546959877-0.3162127435j),(-0.1546959877-0.3162127435j)
1.75418,(-0.1547440886-0.3162133396j),(-0.1547440886-0.3162133396j)
1.75436,(-0.1548298299-0.316172123j),(-0.1548298299-0.316172123j)
1.75454,(-0.1547760069-0.3162232339j),(-0.1547760069-0.3162232339j)
1.75472,(-0.1548639983-0.3161350191j),(-0.1548639983-0.3161350191j)
1.7549,(-0.154816553-0.316200614j),(-0.154816553-0.316200614j)
1.75508,(-0.1548599601-0.316075027j),(-0.1548599601-0.316075027j)
1.75526,(-0.1548142135-0.3160768449j),(-0.1548142135-0.3160768449j)
1.75544,(-0.1548081338-0.3162403107j),(-0.1548081338-0.3162403107j)
1.75562,(-0.1548878253-0.3163693249j),(-0.1548878253-0.3163693249j)
1.7558,(-0.1549491733-0.3163658679j),(-0.1549491733-0.3163658679j)
1.75598,(-0.1549514979-0.3163095713j),(-0.1549514979-0.3163095713j)
1.75616,(-0.1550574601-0.3164177835j),(-0.1550574601-0.3164177835j)
1.75634,(-0.155089885-0.3163728118j),(-0.155089885-0.3163728118j)
