Frequency,S11,S21
1.9675077507750773,(-0.1945059597-0.2359668463j),(-0.1945059597-0.2359668463j)
1.9693069306930693,(-0.2462065518-0.1559315324j),(-0.2462065518-0.1559315324j)
1.971106110611061,(-0.2640899718-0.0684761107j),(-0.2640899718-0.0684761107j)
1.9729052905290527,(-0.2505947053+0.01120605785j),(-0.2505947053+0.01120605785j)
1.9747044704470447,(-0.2152015269+0.07144989818j),(-0.2152015269+0.07144989818j)
1.9765036503650364,(-0.1716746092+0.1076787189j),(-0.1716746092+0.1076787189j)
1.9783028302830281,(-0.1335285753+0.1240301356j),(-0.1335285753+0.1240301356j)
1.98010201020102,(-0.1084076688+0.1316441894j),(-0.1084076688+0.1316441894j)
1.9819011901190118,(-0.09457717836+0.1433620155j),(-0.09457717836+0.1433620155j)
1.9837003700370035,(-0.0821570456+0.1682701856j),(-0.0821570456+0.1682701856j)
1.9854995499549954,(-0.05702761933+0.2035037577j),(-0.05702761933+0.2035037577j)
1.9872987298729872,(-0.009713278152+0.2401878685j),(-0.009713278152+0.2401878685j)
1.989097909790979,(0.06125005707+0.2629273236j),(0.06125005707+0.2629273236j)
1.9908970897089708,(0.1478369981+0.2576359212j),(0.1478369981+0.2576359212j)
1.9926962696269626,(0.2351394147+0.2168717533j),(0.2351394147+0.2168717533j)
1.9944954495449543,(0.3064455688+0.1415920705j),(0.3064455688+0.1415920705j)
1.9962946294629462,(0.3472876251+0.04098533094j),(0.3472876251+0.04098533094j)
1.998093809380938,(0.3488130867-0.07056465745j),(0.3488130867-0.07056465745j)
1.9998929892989297,(0.3094711006-0.1760652214j),(0.3094711006-0.1760652214j)
2.0016921692169216,(0.2349780053-0.2597439289j),(0.2349780053-0.2597439289j)
2.0034913491349133,(0.137501061-0.3091634512j),(0.137501061-0.3091634512j)
2.005290529052905,(0.03324024752-0.3190422952j),(0.03324024752-0.3190422952j)
2.007089708970897,(-0.06076620519-0.2913447022j),(-0.06076620519-0.2913447022j)
2.008888888888889,(-0.130308941-0.2362863123j),(-0.130308941-0.2362863123j)
2.0106880688068807,(-0.1683453321-0.1694716662j),(-0.1683453321-0.1694716662j)
2.0124872487248724,(-0.1771081835-0.1079127416j),(-0.1771081835-0.1079127416j)
2.014286428642864,(-0.1678440124-0.06373314559j),(-0.1678440124-0.06373314559j)
2.016085608560856,(-0.1568285078-0.03929076344j),(-0.1568285078-0.03929076344j)
2.0178847884788476,(-0.1570381969-0.02625292726j),(-0.1570381969-0.02625292726j)
2.0196839683968397,(-0.1724229455-0.009509092197j),(-0.1724229455-0.009509092197j)
2.0214831483148314,(-0.195442155+0.02468227409j),(-0.195442155+0.02468227409j)
2.023282328232823,(-0.2107105553+0.08183446527j),(-0.2107105553+0.08183446527j)
2.025081508150815,(-0.2022141069+0.1563814133j),(-0.2022141069+0.1563814133j)
2.0268806880688066,(-0.1598368585+0.2337099463j),(-0.1598368585+0.2337099463j)
2.0286798679867983,(-0.08318524063+0.2958545387j),(-0.08318524063+0.2958545387j)
2.0304790479047905,(0.01890141703+0.3268602192j),(0.01890141703+0.3268602192j)
2.0322782278227822,(0.1306112707+0.3170547187j),(0.1306112707+0.3170547187j)
2.034077407740774,(0.2337044179+0.2650007308j),(0.2337044179+0.2650007308j)
2.0358765876587657,(0.3113861084+0.1774315089j),(0.3113861084+0.1774315089j)
2.037675767576758,(0.3512597978+0.06791631877j),(0.3512597978+0.06791631877j)
2.039474947494749,(0.3480594158-0.04624150321j),(0.3480594158-0.04624150321j)
2.0412741274127413,(0.3046652377-0.1471992284j),(0.3046652377-0.1471992284j)
2.043073307330733,(0.2312429547-0.2201253921j),(0.2312429547-0.2201253921j)
2.0448724872487247,(0.1438669711-0.256808728j),(0.1438669711-0.256808728j)
2.0466716671667164,(0.06045690179-0.2576431632j),(0.06045690179-0.2576431632j)
2.0484708470847086,(-0.004122530576-0.2322007567j),(-0.004122530576-0.2322007567j)
2.0502700270027,(-0.04301852733-0.1963206679j),(-0.04301852733-0.1963206679j)
2.052069206920692,(-0.06043521315-0.1661271155j),(-0.06043521315-0.1661271155j)
2.053868386838684,(-0.06866941601-0.1514559984j),(-0.06866941601-0.1514559984j)
2.0556675667566755,(-0.08317723125-0.1509955078j),(-0.08317723125-0.1509955078j)
2.0574667466746672,(-0.114539817-0.1534753144j),(-0.114539817-0.1534753144j)
2.0592659265926594,(-0.1627966613-0.1432391256j),(-0.1627966613-0.1432391256j)
